condition,n,strong3000_rate,strong5000_rate,strong10000_rate,strong15000_rate,strong20000_rate,very_high_rate,next_bullish_rate,next_close_mean,next_max_close_mean,next_max_close_median,avg_bullish_machine_count,avg_close_gt5000_count,avg_close_gt10000_count
ALL_GROUP_DAYS,540,0.8648148148148148,0.8074074074074075,0.6240740740740741,0.412962962962963,0.23703703703703705,0.337037037037037,0.4438888888888889,-246.2902777777778,13753.616666666667,12912.0,1.924074074074074,1.348148148148148,0.8537037037037037
