condition,n,strong3000_rate,strong5000_rate,strong10000_rate,strong15000_rate,strong20000_rate,very_high_rate,next_bullish_rate,next_close_mean,next_max_close_mean,next_max_close_median,avg_bullish_machine_count,avg_close_gt5000_count,avg_close_gt10000_count
A_RANK_TOP3,180,0.9055555555555556,0.8611111111111112,0.7166666666666667,0.5333333333333333,0.3277777777777778,0.4444444444444444,0.495,1479.5641666666666,16375.894444444444,16293.0,2.1333333333333333,1.5444444444444445,1.038888888888889
B_ALL3_GE1,93,0.956989247311828,0.9247311827956989,0.8172043010752689,0.6881720430107527,0.41935483870967744,0.5913978494623656,0.5231182795698924,2458.18064516129,19179.827956989247,18000.0,2.3225806451612905,1.6666666666666667,1.1827956989247312
C_DIRECTION_POSITIVE,163,0.901840490797546,0.8773006134969326,0.7668711656441718,0.5766871165644172,0.3374233128834356,0.4785276073619632,0.49447852760736194,1564.5650306748466,16841.41717791411,16552.0,2.1411042944785277,1.5950920245398772,1.165644171779141
A+B+C,51,0.9803921568627451,0.9607843137254902,0.8431372549019608,0.7254901960784313,0.45098039215686275,0.6078431372549019,0.557843137254902,3610.7598039215686,20238.941176470587,18107.0,2.4313725490196076,1.8235294117647058,1.3333333333333333
