metric,min,max,mean,median,std,p25,p75,<20%_days,<20%_rate,20-30%_days,20-30%_rate,30-40%_days,30-40%_rate,40-50%_days,40-50%_rate,50-60%_days,50-60%_rate,60%+_days,60%+_rate
next_day_bullish_rate,0.2564102564102564,0.5897435897435898,0.444017094017094,0.46153846153846156,0.06182240495332694,0.41025641025641024,0.48717948717948717,0,0.0,1,0.016666666666666666,10,0.16666666666666666,40,0.6666666666666666,9,0.15,0,0.0
