scope,machine,signal,n,bullish_count,bullish_rate,baseline,lift,wilson_low,wilson_high,non_bullish_count,non_bullish_rate
first_half,Holdout35,UP-UP-UP,128,94,0.734375,0.4276190476190476,0.3067559523809524,0.6518454567766524,0.8032461076461094,34,0.265625
first_half,Holdout35,RIGHT,241,147,0.6099585062240664,0.4276190476190476,0.18233945860501882,0.5471120091211226,0.6693544736987904,94,0.3900414937759336
first_half,Holdout35,low_convergence + RIGHT,193,104,0.538860103626943,0.4276190476190476,0.11124105600789541,0.46845865815457277,0.6077447460038979,89,0.46113989637305697
second_half,Holdout35,UP-UP-UP,146,99,0.678082191780822,0.44952380952380955,0.22855838225701242,0.5985684283399851,0.7484647053158221,47,0.3219178082191781
second_half,Holdout35,RIGHT,256,157,0.61328125,0.44952380952380955,0.16375744047619045,0.5523681228806132,0.6708447883699333,99,0.38671875
second_half,Holdout35,low_convergence + RIGHT,193,112,0.5803108808290155,0.44952380952380955,0.13078707130520595,0.5097824397294922,0.6477045955313468,81,0.41968911917098445
