scope,label,n,bullish_count,bullish_rate,rate_mean,rate_median,close_mean,close_median,any_close_gt_5000_rate,any_close_gt_10000_rate
first_half,Rank1,30,71,2.3666666666666667,0.5516666666666666,0.55,3786.471666666667,4420.15,0.9333333333333333,0.8
first_half,Rank1-3,90,194,2.1555555555555554,0.49833333333333335,0.5,1289.5055555555555,1102.0,0.8444444444444444,0.6888888888888889
first_half,high_score,4,10,2.5,0.625,0.625,3625.0,4059.0,1,0.75
first_half,ALL3>=1,48,106,2.2083333333333335,0.49895833333333334,0.5,2407.4177083333334,2617.475,0.9166666666666666,0.7916666666666666
second_half,Rank1,30,60,2.0,0.4633333333333333,0.5,1026.5316666666668,1323.375,0.8666666666666667,0.7333333333333333
second_half,Rank1-3,90,190,2.111111111111111,0.4916666666666667,0.5,1669.6227777777779,1364.5,0.8777777777777778,0.7333333333333333
second_half,high_score,4,8,2.0,0.4625,0.425,2520.2,3895.125,1,0.75
second_half,ALL3>=1,45,110,2.4444444444444446,0.5488888888888889,0.5,2512.3277777777776,3099.0,0.9333333333333333,0.8222222222222222
