metric,pearson,spearman
group_signal_score,0.1744092534191818,0.16929825403194726
group_signal_total,0.17442405905525354,0.17000958795929982
up_up_up_count,0.16612453997869975,0.1658375511173692
right_count,0.16269883995839213,0.15859902276063123
low_convergence_right_count,0.08916357665560587,0.0765087477265106
any_signal_machine_count,0.15832197271800452,0.14952588272347442
all3_machine_count,0.1455171731259342,0.15816889132242143
down_down_down_count,-0.12425226559831325,-0.1101573143657876
