scope,signal,low_band,sample_type,n,bullish_count,bullish_rate,non_bullish_count,non_bullish_rate,next_close_mean,next_close_median,next_close_min,next_close_max,next_high_mean,next_high_median,next_high_min,next_high_max,next_low_mean,next_low_median,next_low_min,next_low_max,intraday_range_mean,intraday_range_median,intraday_range_min,intraday_range_max,rebound_from_low_mean,rebound_from_low_median,rebound_from_low_min,rebound_from_low_max,machine
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,8,7,0.875,1,0.125,9531.875,6077.5,-533.0,26529.0,12234.125,9784.5,1638.0,26529.0,-2002.25,-1955.5,-4267.0,0.0,14236.375,12362.5,5371.0,27040.0,11534.125,9144.0,3200.0,27040.0,059
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,3400.285714285714,2119.0,-12800.0,18276.0,6890.142857142857,4610.0,1897.0,18276.0,-7853.714285714285,-6578.0,-12800.0,-5198.0,14743.857142857143,12374.0,8647.0,26276.0,11254.0,11167.0,0.0,26276.0,059
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,10524.142857142857,8017.0,-533.0,26529.0,13058.142857142857,11207.0,1638.0,26529.0,-1856.5714285714287,-889.0,-4267.0,0.0,14914.714285714286,12629.0,5371.0,27040.0,12380.714285714286,11897.0,3200.0,27040.0,059
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,4,3,0.75,1,0.25,-1054.0,1576.5,-12800.0,5431.0,3609.5,3425.5,1897.0,5690.0,-8499.5,-8000.0,-12800.0,-5198.0,12109.0,11965.5,9808.0,14697.0,7445.5,9242.0,0.0,11298.0,059
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,1,1,1.0,0,0.0,16552.0,16552.0,16552.0,16552.0,17069.0,17069.0,17069.0,17069.0,-1244.0,-1244.0,-1244.0,-1244.0,18313.0,18313.0,18313.0,18313.0,17796.0,17796.0,17796.0,17796.0,059
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,5,0,0.0,5,1.0,-12902.6,-11733.0,-22468.0,-5956.0,810.4,0.0,0.0,2845.0,-13044.8,-12444.0,-22468.0,-5956.0,13855.2,13651.0,8801.0,22468.0,142.2,0.0,0.0,711.0,059
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,6793.0,5776.0,948.0,16379.0,11000.0,8448.0,5517.0,19483.0,-2862.2,-2844.0,-4889.0,0.0,13862.2,12804.0,9291.0,22327.0,9655.2,7998.0,5735.0,19223.0,060
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,1,0.5,1,0.5,-6808.0,-6808.0,-17067.0,3451.0,3540.5,3540.5,3276.0,3805.0,-12460.5,-12460.5,-17067.0,-7854.0,16001.0,16001.0,11659.0,20343.0,5652.5,5652.5,0.0,11305.0,060
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,11,11,1.0,0,0.0,8702.727272727272,6897.0,431.0,35128.0,12302.818181818182,10000.0,4052.0,36154.0,-2875.7272727272725,-3733.0,-4800.0,0.0,15178.545454545454,14089.0,8585.0,36414.0,11578.454545454546,9483.0,2414.0,35388.0,060
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,5,3,0.6,2,0.4,-167.2,3451.0,-7822.0,5172.0,5554.0,4655.0,2241.0,10862.0,-7561.8,-7822.0,-9333.0,-5511.0,13115.8,13988.0,9530.0,16373.0,7394.6,10683.0,0.0,13385.0,060
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,7,7,1.0,0,0.0,10055.142857142857,6897.0,431.0,35128.0,12535.0,9310.0,4052.0,36154.0,-2779.285714285714,-3640.0,-4800.0,0.0,15314.285714285714,11244.0,8585.0,36414.0,12834.42857142857,10986.0,2414.0,35388.0,060
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,3,0.6,2,0.4,-167.2,3451.0,-7822.0,5172.0,5554.0,4655.0,2241.0,10862.0,-7561.8,-7822.0,-9333.0,-5511.0,13115.8,13988.0,9530.0,16373.0,7394.6,10683.0,0.0,13385.0,060
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,0,0,,0,,,,,,,,,,,,,,,,,,,,,,060
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,7,0,0.0,7,1.0,-15097.0,-14553.0,-25787.0,-9775.0,1152.7142857142858,0.0,0.0,6034.0,-16648.14285714286,-16121.0,-25787.0,-9775.0,17800.85714285714,16178.0,11810.0,25787.0,1551.142857142857,0.0,0.0,5873.0,060
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,3,0.75,1,0.25,9915.25,10035.0,-3467.0,23058.0,16011.75,15779.5,8190.0,24298.0,-2226.75,-2053.5,-4800.0,0.0,18238.5,18199.5,12257.0,24298.0,12142.0,12088.5,1333.0,23058.0,061
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,2,0.5,2,0.5,5465.0,5940.5,-6400.0,16379.0,10447.0,9517.0,2328.0,20426.0,-5934.25,-5830.5,-6400.0,-5676.0,16381.25,15487.0,8331.0,26220.0,11399.25,11675.5,0.0,22246.0,061
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,9103.0,7241.0,-2489.0,23058.0,13323.0,11379.0,5345.0,24298.0,-2182.285714285714,-2298.0,-4978.0,0.0,15505.285714285714,12958.0,10323.0,24364.0,11285.285714285714,8130.0,2489.0,23058.0,061
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,3,1,0.3333333333333333,2,0.6666666666666666,566.0,-5422.0,-9244.0,16364.0,7448.666666666667,776.0,0.0,21570.0,-11342.0,-8426.0,-17600.0,-8000.0,18790.666666666668,17600.0,8776.0,29996.0,11908.0,8356.0,2578.0,24790.0,061
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,4,0.8,1,0.2,4760.6,5172.0,-2489.0,8793.0,9379.4,9397.0,5345.0,12069.0,-2595.6,-2400.0,-4978.0,-889.0,11975.0,11797.0,10323.0,13157.0,7356.2,8019.0,2489.0,10571.0,061
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,2,1,0.5,1,0.5,5471.0,5471.0,-5422.0,16364.0,11173.0,11173.0,776.0,21570.0,-8213.0,-8213.0,-8426.0,-8000.0,19386.0,19386.0,8776.0,29996.0,13684.0,13684.0,2578.0,24790.0,061
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,1,0,0.0,1,1.0,-178.0,-178.0,-178.0,-178.0,5345.0,5345.0,5345.0,5345.0,-4089.0,-4089.0,-4089.0,-4089.0,9434.0,9434.0,9434.0,9434.0,3911.0,3911.0,3911.0,3911.0,061
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,0,0.0,6,1.0,-13598.166666666666,-9155.5,-28831.0,-6578.0,2170.0,1940.0,0.0,5950.0,-14281.833333333334,-9778.0,-31688.0,-6578.0,16451.833333333332,11343.5,8561.0,31688.0,683.6666666666666,0.0,0.0,2857.0,061
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,6,6,1.0,0,0.0,15119.333333333334,8190.0,6897.0,36154.0,18263.166666666668,13965.5,9476.0,36667.0,-1250.6666666666667,-916.5,-4089.0,0.0,19513.833333333332,16099.0,10880.0,36667.0,16370.0,10337.0,7937.0,36154.0,062
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,3,1,0.3333333333333333,2,0.6666666666666666,2115.0,-3556.0,-6133.0,16034.0,7413.666666666667,2241.0,1207.0,18793.0,-7437.0,-6133.0,-11022.0,-5156.0,14850.666666666666,12229.0,8374.0,23949.0,9552.0,7466.0,0.0,21190.0,062
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,11,10,0.9090909090909091,1,0.09090909090909091,9701.727272727272,8621.0,-1778.0,26426.0,13061.545454545454,11207.0,2931.0,26426.0,-1493.2727272727273,-1159.0,-4267.0,-175.0,14554.818181818182,12274.0,7198.0,27585.0,11195.0,9433.0,2489.0,27585.0,062
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,5,2,0.4,3,0.6,2126.2,-6133.0,-8178.0,16552.0,7724.0,2241.0,0.0,18793.0,-7484.4,-7644.0,-10489.0,-5156.0,15208.4,10489.0,7644.0,25586.0,9610.6,2311.0,0.0,24552.0,062
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,9,8,0.8888888888888888,1,0.1111111111111111,10659.888888888889,9258.0,-1778.0,26426.0,13474.444444444445,11207.0,2931.0,26426.0,-1372.7777777777778,-1067.0,-4267.0,-175.0,14847.222222222223,12274.0,7198.0,27585.0,12032.666666666666,9688.0,2489.0,27585.0,062
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-1480.25,-6888.5,-8178.0,16034.0,5258.5,1120.5,0.0,18793.0,-7355.5,-6888.5,-10489.0,-5156.0,12614.0,9431.5,7644.0,23949.0,5875.25,1155.5,0.0,21190.0,062
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,9279.25,7277.5,1983.0,20579.0,12670.25,12594.0,4914.0,20579.0,-1861.25,-2178.0,-3089.0,0.0,14531.5,15383.0,6781.0,20579.0,11140.5,10066.5,3850.0,20579.0,062
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,4,2,0.5,2,0.5,-7467.75,-4964.0,-28085.0,8142.0,4866.75,3362.0,0.0,12743.0,-15671.75,-13067.0,-28085.0,-8468.0,20538.5,19656.5,14756.0,28085.0,8204.0,8103.0,0.0,16610.0,062
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,25388.25,28192.5,14655.0,30513.0,25928.75,28628.0,15690.0,30769.0,-1744.5,-2060.5,-2857.0,0.0,27673.25,29266.5,18534.0,33626.0,27132.75,28831.0,17499.0,33370.0,063
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,3,0.75,1,0.25,4658.0,11238.0,-18844.0,15000.0,10600.75,13184.5,0.0,16034.0,-12152.25,-10971.0,-19200.0,-7467.0,22753.0,22641.5,19200.0,26529.0,16810.25,21004.0,356.0,24877.0,063
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,6,6,1.0,0,0.0,14861.0,12934.0,345.0,30513.0,17473.333333333332,16256.5,5836.0,30769.0,-2899.3333333333335,-2973.0,-4444.0,-1277.0,20372.666666666668,19667.5,7832.0,33626.0,17760.333333333332,16345.0,4789.0,33370.0,063
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,7,3,0.42857142857142855,4,0.5714285714285714,1571.0,-533.0,-8711.0,22625.0,7411.0,3448.0,0.0,25250.0,-9283.57142857143,-8711.0,-14298.0,-5443.0,16694.571428571428,16959.0,7733.0,30693.0,10854.57142857143,6045.0,0.0,28068.0,063
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,12081.2,12931.0,345.0,30513.0,15116.8,16134.0,5836.0,30769.0,-3223.8,-3089.0,-4444.0,-1996.0,18340.6,19223.0,7832.0,33626.0,15305.0,16026.0,4789.0,33370.0,063
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,3,0.42857142857142855,4,0.5714285714285714,1571.0,-533.0,-8711.0,22625.0,7411.0,3448.0,0.0,25250.0,-9283.57142857143,-8711.0,-14298.0,-5443.0,16694.571428571428,16959.0,7733.0,30693.0,10854.57142857143,6045.0,0.0,28068.0,063
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,0,0,,0,,,,,,,,,,,,,,,,,,,,,,063
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,8,3,0.375,5,0.625,-6794.375,-8622.0,-19911.0,5000.0,2941.625,2241.0,0.0,6207.0,-10988.875,-10089.0,-19911.0,-6133.0,13930.5,13566.5,7536.0,21463.0,4194.5,0.0,0.0,14867.0,063
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,9375.25,7457.0,3621.0,18966.0,13254.5,13190.0,6983.0,19655.0,-2222.25,-2044.5,-4800.0,0.0,15476.75,13723.5,10005.0,24455.0,11597.5,8968.0,4688.0,23766.0,064
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,2,0.5,2,0.5,6891.25,5166.0,-8800.0,26033.0,11847.5,10058.5,0.0,27273.0,-8857.0,-8454.0,-13158.0,-5362.0,20704.5,19571.0,11041.0,32635.0,15748.25,15799.0,0.0,31395.0,064
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,7,6,0.8571428571428571,1,0.14285714285714285,8586.714285714286,6034.0,-921.0,31532.0,14807.42857142857,10690.0,786.0,32758.0,-1543.4285714285713,-921.0,-3022.0,-255.0,16350.857142857143,13712.0,1707.0,33320.0,10130.142857142857,7074.0,0.0,32094.0,064
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,10,3,0.3,7,0.7,57.2,-5333.0,-9778.0,26033.0,6526.6,4310.5,0.0,27273.0,-10094.7,-9377.5,-17362.0,-5244.0,16621.3,15407.5,7200.0,32635.0,10151.9,6273.5,0.0,31395.0,064
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,11395.2,7686.0,3793.0,31532.0,19176.6,17069.0,7845.0,32758.0,-1372.2,-562.0,-3022.0,-255.0,20548.8,17602.0,10334.0,33320.0,12767.4,7941.0,6282.0,32094.0,064
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,8,2,0.25,6,0.75,-2239.625,-5333.0,-9778.0,10248.0,4749.125,4310.5,0.0,10579.0,-10303.375,-9377.5,-17362.0,-5244.0,15052.5,15407.5,7200.0,27941.0,8063.75,6044.0,0.0,27610.0,064
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,0,0.0,2,1.0,-2860.5,-2860.5,-4800.0,-921.0,565.5,565.5,345.0,786.0,-2860.5,-2860.5,-4800.0,-921.0,3426.0,3426.0,1707.0,5145.0,0.0,0.0,0.0,0.0,064
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,0,0.0,6,1.0,-10319.833333333334,-10755.5,-18489.0,-5297.0,0.0,0.0,0.0,0.0,-12536.0,-12444.5,-18489.0,-5422.0,12536.0,12444.5,5422.0,18489.0,2216.1666666666665,1511.0,0.0,5297.0,064
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,6,4,0.6666666666666666,2,0.3333333333333333,8245.166666666666,11541.5,-3013.0,15517.0,14112.0,14742.5,7472.0,21570.0,-2288.3333333333335,-2101.5,-3556.0,-1171.0,16400.333333333332,16483.5,10485.0,23357.0,10533.5,13282.5,0.0,19073.0,065
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,2,2,1.0,0,0.0,13879.0,13879.0,8103.0,19655.0,14913.5,14913.5,10172.0,19655.0,-5955.5,-5955.5,-6044.0,-5867.0,20869.0,20869.0,16216.0,25522.0,19834.5,19834.5,14147.0,25522.0,065
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,8,6,0.75,2,0.25,8155.0,11465.5,-3111.0,15517.0,13221.0,14742.5,5948.0,21570.0,-2913.125,-3062.0,-4267.0,-1171.0,16134.125,16483.5,9059.0,23357.0,11068.125,13282.5,0.0,19073.0,065
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-5174.0,-5777.5,-17244.0,8103.0,3965.5,3276.0,0.0,9310.0,-10844.25,-9733.0,-17244.0,-6667.0,14809.75,14398.5,10288.0,20154.0,5670.25,1867.0,0.0,18947.0,065
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,4,2,0.5,2,0.5,5819.25,5435.5,-3111.0,15517.0,12971.75,12184.5,5948.0,21570.0,-2866.75,-3062.0,-3556.0,-1787.0,15838.5,15469.0,9059.0,23357.0,8686.0,7835.5,0.0,19073.0,065
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-5174.0,-5777.5,-17244.0,8103.0,3965.5,3276.0,0.0,9310.0,-10844.25,-9733.0,-17244.0,-6667.0,14809.75,14398.5,10288.0,20154.0,5670.25,1867.0,0.0,18947.0,065
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,6077.5,6077.5,1121.0,11034.0,11595.0,11595.0,9569.0,13621.0,-533.0,-533.0,-533.0,-533.0,12128.0,12128.0,10102.0,14154.0,6610.5,6610.5,1654.0,11567.0,065
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,1,0.16666666666666666,5,0.8333333333333334,-12143.166666666666,-13383.0,-24255.0,3707.0,1141.8333333333333,0.0,0.0,3707.0,-15438.833333333334,-13383.0,-24766.0,-7200.0,16580.666666666668,14955.0,10667.0,24766.0,3295.6666666666665,255.5,0.0,10907.0,065
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,13956.25,12931.0,1034.0,28929.0,19441.0,16896.5,14828.0,29143.0,-874.25,-178.0,-3141.0,0.0,20315.25,17074.5,14828.0,32284.0,14830.5,13109.0,1034.0,32070.0,066
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,2,0.5,2,0.5,4565.75,-140.0,-4267.0,22810.0,8051.75,3836.5,1724.0,22810.0,-7479.0,-7002.5,-10489.0,-5422.0,15530.75,11860.5,8698.0,29704.0,12044.75,7460.0,3555.0,29704.0,066
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,5,3,0.6,2,0.4,15184.4,11207.0,-1867.0,53438.0,18842.8,15172.0,259.0,53438.0,-1783.6,-1895.0,-3378.0,0.0,20626.4,15528.0,3548.0,55333.0,16968.0,11563.0,1422.0,55333.0,066
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,3,0.375,5,0.625,-2545.375,-6667.0,-16533.0,22810.0,5340.5,1638.0,0.0,22810.0,-11434.625,-9777.5,-18489.0,-5422.0,16775.125,17269.5,8698.0,29704.0,8889.25,6044.0,0.0,29704.0,066
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,4,2,0.5,2,0.5,16178.75,6572.0,-1867.0,53438.0,19760.5,12672.5,259.0,53438.0,-2140.5,-2592.0,-3378.0,0.0,21901.0,14361.5,3548.0,55333.0,18319.25,8261.0,1422.0,55333.0,066
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,3,0.42857142857142855,4,0.5714285714285714,-1131.2857142857142,-3556.0,-16533.0,22810.0,6103.428571428572,3276.0,0.0,22810.0,-11290.42857142857,-7111.0,-18489.0,-5422.0,17393.85714285714,18311.0,8698.0,29704.0,10159.142857142857,8533.0,1228.0,29704.0,066
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,8138.0,8138.0,8000.0,8276.0,9731.0,9731.0,8600.0,10862.0,-3305.5,-3305.5,-3911.0,-2700.0,13036.5,13036.5,11300.0,14773.0,11443.5,11443.5,10700.0,12187.0,066
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,4,0,0.0,4,1.0,-10200.0,-9556.0,-17244.0,-4444.0,1293.0,862.0,0.0,3448.0,-13444.5,-12889.0,-18844.0,-9156.0,14737.5,15475.0,9156.0,18844.0,3244.5,1511.0,0.0,9956.0,066
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,22963.0,22438.0,16207.0,30769.0,24296.5,23429.5,18276.0,32051.0,-2583.75,-2610.0,-4596.0,-519.0,26880.25,27004.0,20943.0,32570.0,25546.75,26012.5,18874.0,31288.0,067
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,2,0.5,2,0.5,6952.75,6185.0,-9600.0,25041.0,11549.5,10578.5,0.0,25041.0,-9931.0,-9762.5,-15111.0,-5088.0,21480.5,20678.0,10844.0,33722.0,16883.75,14151.0,5511.0,33722.0,067
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,20302.6,21074.0,10000.0,30769.0,22096.0,21570.0,10000.0,32051.0,-2764.4,-2553.0,-4622.0,-519.0,24860.4,25670.0,14622.0,32570.0,23067.0,25670.0,14622.0,31288.0,067
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,8,1,0.125,7,0.875,-4553.375,-6953.0,-21191.0,25041.0,5112.625,796.5,0.0,25041.0,-11268.0,-8785.0,-22979.0,-7644.0,16380.625,13566.0,8889.0,33722.0,6714.625,2703.5,0.0,33722.0,067
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,3,3,1.0,0,0.0,21523.666666666668,23802.0,10000.0,30769.0,22612.0,25785.0,10000.0,32051.0,-2564.6666666666665,-2553.0,-4622.0,-519.0,25176.666666666668,28338.0,14622.0,32570.0,24088.333333333332,26355.0,14622.0,31288.0,067
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,7,1,0.14285714285714285,6,0.8571428571428571,-2176.5714285714284,-6222.0,-11911.0,25041.0,5843.0,1593.0,0.0,25041.0,-9595.0,-8681.0,-14578.0,-7644.0,15438.0,12554.0,8889.0,33722.0,7418.428571428572,2740.0,0.0,33722.0,067
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,1,0,0.0,1,1.0,-1778.0,-1778.0,-1778.0,-1778.0,948.0,948.0,948.0,948.0,-3378.0,-3378.0,-3378.0,-3378.0,4326.0,4326.0,4326.0,4326.0,1600.0,1600.0,1600.0,1600.0,067
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,7,0,0.0,7,1.0,-9422.142857142857,-7644.0,-19911.0,-1067.0,258.57142857142856,0.0,0.0,1810.0,-12850.714285714286,-11556.0,-19911.0,-7644.0,13109.285714285714,11556.0,8089.0,19911.0,3428.5714285714284,3023.0,0.0,6755.0,067
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,22562.0,22562.0,20083.0,25041.0,24545.5,24545.5,23802.0,25289.0,-2553.5,-2553.5,-2809.0,-2298.0,27099.0,27099.0,26611.0,27587.0,25115.5,25115.5,22892.0,27339.0,068
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,6,5,0.8333333333333334,1,0.16666666666666666,5921.333333333333,7531.0,-15822.0,23554.0,9768.833333333334,8044.5,0.0,25537.0,-11047.666666666666,-11321.0,-16533.0,-7111.0,20816.5,20485.0,10473.0,32941.0,16969.0,17688.0,711.0,30958.0,068
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,6,5,0.8333333333333334,1,0.16666666666666666,13988.5,16897.0,-1711.0,25041.0,17958.166666666668,18103.5,9520.0,25289.0,-2534.3333333333335,-2465.0,-4800.0,-711.0,20492.5,19437.0,12152.0,27587.0,16522.833333333332,18230.5,921.0,27339.0,068
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,9,4,0.4444444444444444,5,0.5555555555555556,4263.333333333333,-533.0,-5511.0,23554.0,7527.444444444444,1810.0,0.0,25537.0,-9649.333333333334,-8178.0,-14222.0,-6844.0,17176.777777777777,14222.0,7556.0,32941.0,13912.666666666666,9778.0,4178.0,30958.0,068
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,4,0.8,1,0.2,15441.4,18966.0,-1711.0,25041.0,18963.6,19483.0,9520.0,25289.0,-2081.2,-2298.0,-2809.0,-711.0,21044.8,20194.0,12152.0,27587.0,17522.6,19677.0,921.0,27339.0,068
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,5,1,0.2,4,0.8,-1390.8,-3200.0,-5511.0,6379.0,3344.8,948.0,0.0,13966.0,-10471.0,-9244.0,-14222.0,-6844.0,13815.8,13867.0,7792.0,22144.0,9080.2,8711.0,6044.0,14557.0,068
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,1,1,1.0,0,0.0,1983.0,1983.0,1983.0,1983.0,4138.0,4138.0,4138.0,4138.0,-1600.0,-1600.0,-1600.0,-1600.0,5738.0,5738.0,5738.0,5738.0,3583.0,3583.0,3583.0,3583.0,068
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,7,0,0.0,7,1.0,-8928.42857142857,-8622.0,-14933.0,0.0,1422.2857142857142,1034.0,0.0,4956.0,-10388.857142857143,-8800.0,-14933.0,-7733.0,11811.142857142857,9834.0,8622.0,16830.0,1460.4285714285713,0.0,0.0,8800.0,068
All39,UP_UP_UP,GROUP_1: Low >= -5000,machine_wall,4,4,1.0,0,0.0,10746.5,10372.5,5517.0,16724.0,13487.75,13786.0,8103.0,18276.0,-3043.75,-3376.5,-4978.0,-444.0,16531.5,17162.5,8547.0,23254.0,13790.25,13749.0,5961.0,21702.0,069
All39,UP_UP_UP,GROUP_2: Low < -5000,machine_wall,4,1,0.25,3,0.75,-1383.75,-8356.0,-14400.0,25577.0,10714.75,7500.0,1897.0,25962.0,-11648.25,-10140.5,-19556.0,-6756.0,22363.0,19363.0,14439.0,36287.0,10264.5,2578.0,0.0,35902.0,069
All39,RIGHT,GROUP_1: Low >= -5000,machine_wall,7,7,1.0,0,0.0,9060.142857142857,8848.0,3621.0,16724.0,11557.285714285714,10655.0,5862.0,18276.0,-2758.714285714286,-2486.0,-4978.0,-267.0,14316.0,13872.0,6129.0,23254.0,11818.857142857143,11334.0,3888.0,21702.0,069
All39,RIGHT,GROUP_2: Low < -5000,machine_wall,6,4,0.6666666666666666,2,0.3333333333333333,4408.5,5258.5,-9956.0,25577.0,11870.166666666666,10517.0,4483.0,25962.0,-8521.0,-9111.0,-10325.0,-5867.0,20391.166666666668,17829.0,14439.0,36287.0,12929.5,12636.5,0.0,35902.0,069
All39,LOW_CONVERGENCE_RIGHT,GROUP_1: Low >= -5000,machine_wall,5,5,1.0,0,0.0,6960.0,8472.0,3621.0,9204.0,9731.8,10088.0,5862.0,13606.0,-2013.2,-2018.0,-3784.0,-267.0,11745.0,12673.0,6129.0,16092.0,8973.2,10490.0,3888.0,12988.0,069
All39,LOW_CONVERGENCE_RIGHT,GROUP_2: Low < -5000,machine_wall,4,3,0.75,1,0.25,2707.5,5258.5,-6756.0,7069.0,10194.0,10517.0,9052.0,10690.0,-7711.25,-7822.5,-9333.0,-5867.0,17905.25,17829.0,16557.0,19406.0,10418.75,12636.5,0.0,16402.0,069
All39,DOWN_DOWN_DOWN,GROUP_1: Low >= -5000,machine_wall,2,2,1.0,0,0.0,7500.0,7500.0,6552.0,8448.0,10517.0,10517.0,10172.0,10862.0,-2489.0,-2489.0,-4267.0,-711.0,13006.0,13006.0,11573.0,14439.0,9989.0,9989.0,9159.0,10819.0,069
All39,DOWN_DOWN_DOWN,GROUP_2: Low < -5000,machine_wall,6,0,0.0,6,1.0,-8266.666666666666,-8355.5,-11556.0,-4800.0,761.5,0.0,0.0,3190.0,-11140.666666666666,-10755.5,-15822.0,-8000.0,11902.166666666666,11618.0,8711.0,15822.0,2874.0,889.0,0.0,11022.0,069
