feature,n,bullish_count,bullish_rate,baseline,lift,wilson_low,wilson_high,feature_family,machine
272.5607294544716 + 199.6252441620021 + 70.1100753467872,1,1,1.0,0.5666666666666667,0.43333333333333335,0.20654329147389294,1.0,phase,075
272.5607294544716 + 199.6252441620021 + 70.1100753467872,0,0,,0.4,,,,phase,077
47.560729454471584 + 216.50024416200176 + 193.8600753467872,0,0,,0.48333333333333334,,,,phase,049
47.560729454471584 + 216.50024416200176 + 193.8600753467872,0,0,,0.5166666666666667,,,,phase,056
47.560729454471584 + 216.50024416200176 + 193.8600753467872,1,1,1.0,0.5666666666666667,0.43333333333333335,0.20654329147389294,1.0,phase,075
47.560729454471584 + 216.50024416200176 + 193.8600753467872,0,0,,0.4,,,,phase,077
182.56072945447158 + 233.375244162002 + 317.6100753467872,0,0,,0.48333333333333334,,,,phase,049
182.56072945447158 + 233.375244162002 + 317.6100753467872,0,0,,0.5166666666666667,,,,phase,056
182.56072945447158 + 233.375244162002 + 317.6100753467872,1,0,0.0,0.5666666666666667,-0.5666666666666667,0.0,0.7934567085261071,phase,075
182.56072945447158 + 233.375244162002 + 317.6100753467872,0,0,,0.4,,,,phase,077
317.5607294544716 + 250.25024416200188 + 81.3600753467872,0,0,,0.48333333333333334,,,,phase,049
317.5607294544716 + 250.25024416200188 + 81.3600753467872,0,0,,0.5166666666666667,,,,phase,056
317.5607294544716 + 250.25024416200188 + 81.3600753467872,1,1,1.0,0.5666666666666667,0.43333333333333335,0.20654329147389294,1.0,phase,075
317.5607294544716 + 250.25024416200188 + 81.3600753467872,0,0,,0.4,,,,phase,077
92.56072945447158 + 267.1252441620019 + 205.1100753467872,0,0,,0.48333333333333334,,,,phase,049
92.56072945447158 + 267.1252441620019 + 205.1100753467872,0,0,,0.5166666666666667,,,,phase,056
92.56072945447158 + 267.1252441620019 + 205.1100753467872,1,1,1.0,0.5666666666666667,0.43333333333333335,0.20654329147389294,1.0,phase,075
92.56072945447158 + 267.1252441620019 + 205.1100753467872,0,0,,0.4,,,,phase,077
227.56072945447067 + 284.000244162002 + 328.8600753467872,0,0,,0.48333333333333334,,,,phase,049
227.56072945447067 + 284.000244162002 + 328.8600753467872,0,0,,0.5166666666666667,,,,phase,056
227.56072945447067 + 284.000244162002 + 328.8600753467872,1,0,0.0,0.5666666666666667,-0.5666666666666667,0.0,0.7934567085261071,phase,075
227.56072945447067 + 284.000244162002 + 328.8600753467872,0,0,,0.4,,,,phase,077
2.560729454469765 + 300.87524416200176 + 92.6100753467872,0,0,,0.48333333333333334,,,,phase,049
2.560729454469765 + 300.87524416200176 + 92.6100753467872,0,0,,0.5166666666666667,,,,phase,056
2.560729454469765 + 300.87524416200176 + 92.6100753467872,1,1,1.0,0.5666666666666667,0.43333333333333335,0.20654329147389294,1.0,phase,075
2.560729454469765 + 300.87524416200176 + 92.6100753467872,0,0,,0.4,,,,phase,077
137.56072945447158 + 317.75024416200176 + 216.3600753467872,0,0,,0.48333333333333334,,,,phase,049
137.56072945447158 + 317.75024416200176 + 216.3600753467872,0,0,,0.5166666666666667,,,,phase,056
137.56072945447158 + 317.75024416200176 + 216.3600753467872,1,0,0.0,0.5666666666666667,-0.5666666666666667,0.0,0.7934567085261071,phase,075
137.56072945447158 + 317.75024416200176 + 216.3600753467872,0,0,,0.4,,,,phase,077
272.5607294544707 + 334.625244162002 + 340.1100753467872,0,0,,0.48333333333333334,,,,phase,049
272.5607294544707 + 334.625244162002 + 340.1100753467872,0,0,,0.5166666666666667,,,,phase,056
272.5607294544707 + 334.625244162002 + 340.1100753467872,1,0,0.0,0.5666666666666667,-0.5666666666666667,0.0,0.7934567085261071,phase,075
272.5607294544707 + 334.625244162002 + 340.1100753467872,0,0,,0.4,,,,phase,077
47.560729454470675 + 351.50024416200176 + 103.8600753467872,0,0,,0.48333333333333334,,,,phase,049
47.560729454470675 + 351.50024416200176 + 103.8600753467872,0,0,,0.5166666666666667,,,,phase,056
47.560729454470675 + 351.50024416200176 + 103.8600753467872,1,1,1.0,0.5666666666666667,0.43333333333333335,0.20654329147389294,1.0,phase,075
47.560729454470675 + 351.50024416200176 + 103.8600753467872,0,0,,0.4,,,,phase,077
182.56072945447158 + 8.37524416200199 + 227.6100753467872,0,0,,0.48333333333333334,,,,phase,049
182.56072945447158 + 8.37524416200199 + 227.6100753467872,0,0,,0.5166666666666667,,,,phase,056
182.56072945447158 + 8.37524416200199 + 227.6100753467872,1,0,0.0,0.5666666666666667,-0.5666666666666667,0.0,0.7934567085261071,phase,075
182.56072945447158 + 8.37524416200199 + 227.6100753467872,0,0,,0.4,,,,phase,077
189.95316808943087 + 278.4223081645392 + 41.536385332220306,0,0,,0.48333333333333334,,,,phase,049
189.95316808943087 + 278.4223081645392 + 41.536385332220306,0,0,,0.5166666666666667,,,,phase,056
189.95316808943087 + 278.4223081645392 + 41.536385332220306,0,0,,0.5666666666666667,,,,phase,075
189.95316808943087 + 278.4223081645392 + 41.536385332220306,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
319.3281680894309 + 59.04730816453912 + 92.1613853322203,0,0,,0.48333333333333334,,,,phase,049
319.3281680894309 + 59.04730816453912 + 92.1613853322203,0,0,,0.5166666666666667,,,,phase,056
319.3281680894309 + 59.04730816453912 + 92.1613853322203,0,0,,0.5666666666666667,,,,phase,075
319.3281680894309 + 59.04730816453912 + 92.1613853322203,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
88.70316808943085 + 199.67230816453912 + 142.78638533222028,0,0,,0.48333333333333334,,,,phase,049
88.70316808943085 + 199.67230816453912 + 142.78638533222028,0,0,,0.5166666666666667,,,,phase,056
88.70316808943085 + 199.67230816453912 + 142.78638533222028,0,0,,0.5666666666666667,,,,phase,075
88.70316808943085 + 199.67230816453912 + 142.78638533222028,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
218.07816808943085 + 340.2973081645391 + 193.4113853322203,0,0,,0.48333333333333334,,,,phase,049
218.07816808943085 + 340.2973081645391 + 193.4113853322203,0,0,,0.5166666666666667,,,,phase,056
218.07816808943085 + 340.2973081645391 + 193.4113853322203,0,0,,0.5666666666666667,,,,phase,075
218.07816808943085 + 340.2973081645391 + 193.4113853322203,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
347.45316808943085 + 120.92230816453923 + 244.0363853322203,0,0,,0.48333333333333334,,,,phase,049
347.45316808943085 + 120.92230816453923 + 244.0363853322203,0,0,,0.5166666666666667,,,,phase,056
347.45316808943085 + 120.92230816453923 + 244.0363853322203,0,0,,0.5666666666666667,,,,phase,075
347.45316808943085 + 120.92230816453923 + 244.0363853322203,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
116.82816808943073 + 261.54730816453923 + 294.66138533222033,0,0,,0.48333333333333334,,,,phase,049
116.82816808943073 + 261.54730816453923 + 294.66138533222033,0,0,,0.5166666666666667,,,,phase,056
116.82816808943073 + 261.54730816453923 + 294.66138533222033,0,0,,0.5666666666666667,,,,phase,075
116.82816808943073 + 261.54730816453923 + 294.66138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
246.20316808943073 + 42.17230816453912 + 345.2863853322203,0,0,,0.48333333333333334,,,,phase,049
246.20316808943073 + 42.17230816453912 + 345.2863853322203,0,0,,0.5166666666666667,,,,phase,056
246.20316808943073 + 42.17230816453912 + 345.2863853322203,0,0,,0.5666666666666667,,,,phase,075
246.20316808943073 + 42.17230816453912 + 345.2863853322203,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
15.578168089430847 + 182.79730816453934 + 35.91138533222028,0,0,,0.48333333333333334,,,,phase,049
15.578168089430847 + 182.79730816453934 + 35.91138533222028,0,0,,0.5166666666666667,,,,phase,056
15.578168089430847 + 182.79730816453934 + 35.91138533222028,0,0,,0.5666666666666667,,,,phase,075
15.578168089430847 + 182.79730816453934 + 35.91138533222028,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
144.95316808943085 + 323.4223081645391 + 86.53638533222033,0,0,,0.48333333333333334,,,,phase,049
144.95316808943085 + 323.4223081645391 + 86.53638533222033,0,0,,0.5166666666666667,,,,phase,056
144.95316808943085 + 323.4223081645391 + 86.53638533222033,0,0,,0.5666666666666667,,,,phase,075
144.95316808943085 + 323.4223081645391 + 86.53638533222033,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
274.32816808943085 + 104.04730816453912 + 137.16138533222028,0,0,,0.48333333333333334,,,,phase,049
274.32816808943085 + 104.04730816453912 + 137.16138533222028,0,0,,0.5166666666666667,,,,phase,056
274.32816808943085 + 104.04730816453912 + 137.16138533222028,0,0,,0.5666666666666667,,,,phase,075
274.32816808943085 + 104.04730816453912 + 137.16138533222028,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
43.70316808943085 + 244.67230816453934 + 187.78638533222033,0,0,,0.48333333333333334,,,,phase,049
43.70316808943085 + 244.67230816453934 + 187.78638533222033,0,0,,0.5166666666666667,,,,phase,056
43.70316808943085 + 244.67230816453934 + 187.78638533222033,0,0,,0.5666666666666667,,,,phase,075
43.70316808943085 + 244.67230816453934 + 187.78638533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
173.07816808943085 + 25.297308164539118 + 238.41138533222033,0,0,,0.48333333333333334,,,,phase,049
173.07816808943085 + 25.297308164539118 + 238.41138533222033,0,0,,0.5166666666666667,,,,phase,056
173.07816808943085 + 25.297308164539118 + 238.41138533222033,0,0,,0.5666666666666667,,,,phase,075
173.07816808943085 + 25.297308164539118 + 238.41138533222033,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
302.45316808943085 + 165.92230816453912 + 289.0363853322202,0,0,,0.48333333333333334,,,,phase,049
302.45316808943085 + 165.92230816453912 + 289.0363853322202,0,0,,0.5166666666666667,,,,phase,056
302.45316808943085 + 165.92230816453912 + 289.0363853322202,0,0,,0.5666666666666667,,,,phase,075
302.45316808943085 + 165.92230816453912 + 289.0363853322202,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
71.82816808943107 + 306.54730816453866 + 339.66138533222033,0,0,,0.48333333333333334,,,,phase,049
71.82816808943107 + 306.54730816453866 + 339.66138533222033,0,0,,0.5166666666666667,,,,phase,056
71.82816808943107 + 306.54730816453866 + 339.66138533222033,0,0,,0.5666666666666667,,,,phase,075
71.82816808943107 + 306.54730816453866 + 339.66138533222033,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
201.20316808943085 + 87.17230816453912 + 30.286385332220334,0,0,,0.48333333333333334,,,,phase,049
201.20316808943085 + 87.17230816453912 + 30.286385332220334,0,0,,0.5166666666666667,,,,phase,056
201.20316808943085 + 87.17230816453912 + 30.286385332220334,0,0,,0.5666666666666667,,,,phase,075
201.20316808943085 + 87.17230816453912 + 30.286385332220334,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
330.5781680894306 + 227.79730816453912 + 80.91138533222022,0,0,,0.48333333333333334,,,,phase,049
330.5781680894306 + 227.79730816453912 + 80.91138533222022,0,0,,0.5166666666666667,,,,phase,056
330.5781680894306 + 227.79730816453912 + 80.91138533222022,0,0,,0.5666666666666667,,,,phase,075
330.5781680894306 + 227.79730816453912 + 80.91138533222022,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
99.95316808943062 + 8.422308164539118 + 131.53638533222022,0,0,,0.48333333333333334,,,,phase,049
99.95316808943062 + 8.422308164539118 + 131.53638533222022,0,0,,0.5166666666666667,,,,phase,056
99.95316808943062 + 8.422308164539118 + 131.53638533222022,0,0,,0.5666666666666667,,,,phase,075
99.95316808943062 + 8.422308164539118 + 131.53638533222022,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
229.32816808943107 + 149.04730816453957 + 182.16138533222033,0,0,,0.48333333333333334,,,,phase,049
229.32816808943107 + 149.04730816453957 + 182.16138533222033,0,0,,0.5166666666666667,,,,phase,056
229.32816808943107 + 149.04730816453957 + 182.16138533222033,0,0,,0.5666666666666667,,,,phase,075
229.32816808943107 + 149.04730816453957 + 182.16138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
358.7031680894306 + 289.67230816453866 + 232.78638533222033,0,0,,0.48333333333333334,,,,phase,049
358.7031680894306 + 289.67230816453866 + 232.78638533222033,0,0,,0.5166666666666667,,,,phase,056
358.7031680894306 + 289.67230816453866 + 232.78638533222033,0,0,,0.5666666666666667,,,,phase,075
358.7031680894306 + 289.67230816453866 + 232.78638533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
128.07816808943062 + 70.29730816453866 + 283.41138533222033,0,0,,0.48333333333333334,,,,phase,049
128.07816808943062 + 70.29730816453866 + 283.41138533222033,0,0,,0.5166666666666667,,,,phase,056
128.07816808943062 + 70.29730816453866 + 283.41138533222033,0,0,,0.5666666666666667,,,,phase,075
128.07816808943062 + 70.29730816453866 + 283.41138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
257.45316808943016 + 210.92230816453912 + 334.03638533222033,0,0,,0.48333333333333334,,,,phase,049
257.45316808943016 + 210.92230816453912 + 334.03638533222033,0,0,,0.5166666666666667,,,,phase,056
257.45316808943016 + 210.92230816453912 + 334.03638533222033,0,0,,0.5666666666666667,,,,phase,075
257.45316808943016 + 210.92230816453912 + 334.03638533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
26.828168089431074 + 351.5473081645391 + 24.661385332220334,0,0,,0.48333333333333334,,,,phase,049
26.828168089431074 + 351.5473081645391 + 24.661385332220334,0,0,,0.5166666666666667,,,,phase,056
26.828168089431074 + 351.5473081645391 + 24.661385332220334,0,0,,0.5666666666666667,,,,phase,075
26.828168089431074 + 351.5473081645391 + 24.661385332220334,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
156.20316808943062 + 132.17230816453912 + 75.28638533222056,0,0,,0.48333333333333334,,,,phase,049
156.20316808943062 + 132.17230816453912 + 75.28638533222056,0,0,,0.5166666666666667,,,,phase,056
156.20316808943062 + 132.17230816453912 + 75.28638533222056,0,0,,0.5666666666666667,,,,phase,075
156.20316808943062 + 132.17230816453912 + 75.28638533222056,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
285.5781680894306 + 272.7973081645396 + 125.91138533222033,0,0,,0.48333333333333334,,,,phase,049
285.5781680894306 + 272.7973081645396 + 125.91138533222033,0,0,,0.5166666666666667,,,,phase,056
285.5781680894306 + 272.7973081645396 + 125.91138533222033,0,0,,0.5666666666666667,,,,phase,075
285.5781680894306 + 272.7973081645396 + 125.91138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
54.953168089431074 + 53.42230816453866 + 176.53638533222033,0,0,,0.48333333333333334,,,,phase,049
54.953168089431074 + 53.42230816453866 + 176.53638533222033,0,0,,0.5166666666666667,,,,phase,056
54.953168089431074 + 53.42230816453866 + 176.53638533222033,0,0,,0.5666666666666667,,,,phase,075
54.953168089431074 + 53.42230816453866 + 176.53638533222033,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
184.32816808943062 + 194.04730816453866 + 227.16138533222033,0,0,,0.48333333333333334,,,,phase,049
184.32816808943062 + 194.04730816453866 + 227.16138533222033,0,0,,0.5166666666666667,,,,phase,056
184.32816808943062 + 194.04730816453866 + 227.16138533222033,0,0,,0.5666666666666667,,,,phase,075
184.32816808943062 + 194.04730816453866 + 227.16138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
313.7031680894306 + 334.6723081645396 + 277.78638533222033,0,0,,0.48333333333333334,,,,phase,049
313.7031680894306 + 334.6723081645396 + 277.78638533222033,0,0,,0.5166666666666667,,,,phase,056
313.7031680894306 + 334.6723081645396 + 277.78638533222033,0,0,,0.5666666666666667,,,,phase,075
313.7031680894306 + 334.6723081645396 + 277.78638533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
83.07816808943016 + 115.29730816454003 + 328.41138533222033,0,0,,0.48333333333333334,,,,phase,049
83.07816808943016 + 115.29730816454003 + 328.41138533222033,0,0,,0.5166666666666667,,,,phase,056
83.07816808943016 + 115.29730816454003 + 328.41138533222033,0,0,,0.5666666666666667,,,,phase,075
83.07816808943016 + 115.29730816454003 + 328.41138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
212.45316808943062 + 255.92230816453957 + 19.03638533222056,0,0,,0.48333333333333334,,,,phase,049
212.45316808943062 + 255.92230816453957 + 19.03638533222056,0,0,,0.5166666666666667,,,,phase,056
212.45316808943062 + 255.92230816453957 + 19.03638533222056,0,0,,0.5666666666666667,,,,phase,075
212.45316808943062 + 255.92230816453957 + 19.03638533222056,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
341.8281680894306 + 36.54730816453957 + 69.66138533222033,0,0,,0.48333333333333334,,,,phase,049
341.8281680894306 + 36.54730816453957 + 69.66138533222033,0,0,,0.5166666666666667,,,,phase,056
341.8281680894306 + 36.54730816453957 + 69.66138533222033,0,0,,0.5666666666666667,,,,phase,075
341.8281680894306 + 36.54730816453957 + 69.66138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
111.20316808943016 + 177.17230816453957 + 120.28638533222033,0,0,,0.48333333333333334,,,,phase,049
111.20316808943016 + 177.17230816453957 + 120.28638533222033,0,0,,0.5166666666666667,,,,phase,056
111.20316808943016 + 177.17230816453957 + 120.28638533222033,0,0,,0.5666666666666667,,,,phase,075
111.20316808943016 + 177.17230816453957 + 120.28638533222033,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
240.57816808943062 + 317.7973081645396 + 170.91138533222033,0,0,,0.48333333333333334,,,,phase,049
240.57816808943062 + 317.7973081645396 + 170.91138533222033,0,0,,0.5166666666666667,,,,phase,056
240.57816808943062 + 317.7973081645396 + 170.91138533222033,0,0,,0.5666666666666667,,,,phase,075
240.57816808943062 + 317.7973081645396 + 170.91138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
9.95316808943062 + 98.42230816453957 + 221.53638533222033,0,0,,0.48333333333333334,,,,phase,049
9.95316808943062 + 98.42230816453957 + 221.53638533222033,0,0,,0.5166666666666667,,,,phase,056
9.95316808943062 + 98.42230816453957 + 221.53638533222033,0,0,,0.5666666666666667,,,,phase,075
9.95316808943062 + 98.42230816453957 + 221.53638533222033,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
139.32816808943062 + 239.04730816453957 + 272.16138533222033,0,0,,0.48333333333333334,,,,phase,049
139.32816808943062 + 239.04730816453957 + 272.16138533222033,0,0,,0.5166666666666667,,,,phase,056
139.32816808943062 + 239.04730816453957 + 272.16138533222033,0,0,,0.5666666666666667,,,,phase,075
139.32816808943062 + 239.04730816453957 + 272.16138533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
268.7031680894306 + 19.672308164539572 + 322.78638533222033,0,0,,0.48333333333333334,,,,phase,049
268.7031680894306 + 19.672308164539572 + 322.78638533222033,0,0,,0.5166666666666667,,,,phase,056
268.7031680894306 + 19.672308164539572 + 322.78638533222033,0,0,,0.5666666666666667,,,,phase,075
268.7031680894306 + 19.672308164539572 + 322.78638533222033,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
38.07816808943062 + 160.29730816454048 + 13.411385332220561,0,0,,0.48333333333333334,,,,phase,049
38.07816808943062 + 160.29730816454048 + 13.411385332220561,0,0,,0.5166666666666667,,,,phase,056
38.07816808943062 + 160.29730816454048 + 13.411385332220561,0,0,,0.5666666666666667,,,,phase,075
38.07816808943062 + 160.29730816454048 + 13.411385332220561,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
167.45316808943062 + 300.9223081645396 + 64.03638533222056,0,0,,0.48333333333333334,,,,phase,049
167.45316808943062 + 300.9223081645396 + 64.03638533222056,0,0,,0.5166666666666667,,,,phase,056
167.45316808943062 + 300.9223081645396 + 64.03638533222056,0,0,,0.5666666666666667,,,,phase,075
167.45316808943062 + 300.9223081645396 + 64.03638533222056,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
296.8281680894306 + 81.54730816453957 + 114.6613853322201,0,0,,0.48333333333333334,,,,phase,049
296.8281680894306 + 81.54730816453957 + 114.6613853322201,0,0,,0.5166666666666667,,,,phase,056
296.8281680894306 + 81.54730816453957 + 114.6613853322201,0,0,,0.5666666666666667,,,,phase,075
296.8281680894306 + 81.54730816453957 + 114.6613853322201,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
66.20316808943062 + 222.17230816453957 + 165.28638533222056,0,0,,0.48333333333333334,,,,phase,049
66.20316808943062 + 222.17230816453957 + 165.28638533222056,0,0,,0.5166666666666667,,,,phase,056
66.20316808943062 + 222.17230816453957 + 165.28638533222056,0,0,,0.5666666666666667,,,,phase,075
66.20316808943062 + 222.17230816453957 + 165.28638533222056,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
195.57816808943062 + 2.7973081645395723 + 215.9113853322201,0,0,,0.48333333333333334,,,,phase,049
195.57816808943062 + 2.7973081645395723 + 215.9113853322201,0,0,,0.5166666666666667,,,,phase,056
195.57816808943062 + 2.7973081645395723 + 215.9113853322201,0,0,,0.5666666666666667,,,,phase,075
195.57816808943062 + 2.7973081645395723 + 215.9113853322201,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
324.9531680894306 + 143.42230816453957 + 266.53638533222056,0,0,,0.48333333333333334,,,,phase,049
324.9531680894306 + 143.42230816453957 + 266.53638533222056,0,0,,0.5166666666666667,,,,phase,056
324.9531680894306 + 143.42230816453957 + 266.53638533222056,0,0,,0.5666666666666667,,,,phase,075
324.9531680894306 + 143.42230816453957 + 266.53638533222056,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
94.32816808943062 + 284.0473081645405 + 317.1613853322201,0,0,,0.48333333333333334,,,,phase,049
94.32816808943062 + 284.0473081645405 + 317.1613853322201,0,0,,0.5166666666666667,,,,phase,056
94.32816808943062 + 284.0473081645405 + 317.1613853322201,0,0,,0.5666666666666667,,,,phase,075
94.32816808943062 + 284.0473081645405 + 317.1613853322201,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
223.70316808943062 + 64.67230816453957 + 7.786385332220561,0,0,,0.48333333333333334,,,,phase,049
223.70316808943062 + 64.67230816453957 + 7.786385332220561,0,0,,0.5166666666666667,,,,phase,056
223.70316808943062 + 64.67230816453957 + 7.786385332220561,0,0,,0.5666666666666667,,,,phase,075
223.70316808943062 + 64.67230816453957 + 7.786385332220561,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
353.0781680894306 + 205.29730816453957 + 58.41138533222011,0,0,,0.48333333333333334,,,,phase,049
353.0781680894306 + 205.29730816453957 + 58.41138533222011,0,0,,0.5166666666666667,,,,phase,056
353.0781680894306 + 205.29730816453957 + 58.41138533222011,0,0,,0.5666666666666667,,,,phase,075
353.0781680894306 + 205.29730816453957 + 58.41138533222011,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
122.45316808943062 + 345.9223081645396 + 109.03638533222056,0,0,,0.48333333333333334,,,,phase,049
122.45316808943062 + 345.9223081645396 + 109.03638533222056,0,0,,0.5166666666666667,,,,phase,056
122.45316808943062 + 345.9223081645396 + 109.03638533222056,0,0,,0.5666666666666667,,,,phase,075
122.45316808943062 + 345.9223081645396 + 109.03638533222056,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
251.82816808943062 + 126.54730816453957 + 159.66138533222056,0,0,,0.48333333333333334,,,,phase,049
251.82816808943062 + 126.54730816453957 + 159.66138533222056,0,0,,0.5166666666666667,,,,phase,056
251.82816808943062 + 126.54730816453957 + 159.66138533222056,0,0,,0.5666666666666667,,,,phase,075
251.82816808943062 + 126.54730816453957 + 159.66138533222056,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
21.20316808943062 + 267.1723081645396 + 210.2863853322201,0,0,,0.48333333333333334,,,,phase,049
21.20316808943062 + 267.1723081645396 + 210.2863853322201,0,0,,0.5166666666666667,,,,phase,056
21.20316808943062 + 267.1723081645396 + 210.2863853322201,0,0,,0.5666666666666667,,,,phase,075
21.20316808943062 + 267.1723081645396 + 210.2863853322201,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
150.57816808943062 + 47.79730816454048 + 260.91138533222056,0,0,,0.48333333333333334,,,,phase,049
150.57816808943062 + 47.79730816454048 + 260.91138533222056,0,0,,0.5166666666666667,,,,phase,056
150.57816808943062 + 47.79730816454048 + 260.91138533222056,0,0,,0.5666666666666667,,,,phase,075
150.57816808943062 + 47.79730816454048 + 260.91138533222056,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
279.9531680894306 + 188.42230816453957 + 311.5363853322201,0,0,,0.48333333333333334,,,,phase,049
279.9531680894306 + 188.42230816453957 + 311.5363853322201,0,0,,0.5166666666666667,,,,phase,056
279.9531680894306 + 188.42230816453957 + 311.5363853322201,0,0,,0.5666666666666667,,,,phase,075
279.9531680894306 + 188.42230816453957 + 311.5363853322201,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
49.32816808943062 + 329.0473081645396 + 2.1613853322205614,0,0,,0.48333333333333334,,,,phase,049
49.32816808943062 + 329.0473081645396 + 2.1613853322205614,0,0,,0.5166666666666667,,,,phase,056
49.32816808943062 + 329.0473081645396 + 2.1613853322205614,0,0,,0.5666666666666667,,,,phase,075
49.32816808943062 + 329.0473081645396 + 2.1613853322205614,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
178.70316808943062 + 109.67230816453957 + 52.78638533222011,0,0,,0.48333333333333334,,,,phase,049
178.70316808943062 + 109.67230816453957 + 52.78638533222011,0,0,,0.5166666666666667,,,,phase,056
178.70316808943062 + 109.67230816453957 + 52.78638533222011,0,0,,0.5666666666666667,,,,phase,075
178.70316808943062 + 109.67230816453957 + 52.78638533222011,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
308.0781680894306 + 250.29730816453866 + 103.41138533222056,0,0,,0.48333333333333334,,,,phase,049
308.0781680894306 + 250.29730816453866 + 103.41138533222056,0,0,,0.5166666666666667,,,,phase,056
308.0781680894306 + 250.29730816453866 + 103.41138533222056,0,0,,0.5666666666666667,,,,phase,075
308.0781680894306 + 250.29730816453866 + 103.41138533222056,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
77.45316808943062 + 30.922308164539572 + 154.0363853322201,0,0,,0.48333333333333334,,,,phase,049
77.45316808943062 + 30.922308164539572 + 154.0363853322201,0,0,,0.5166666666666667,,,,phase,056
77.45316808943062 + 30.922308164539572 + 154.0363853322201,0,0,,0.5666666666666667,,,,phase,075
77.45316808943062 + 30.922308164539572 + 154.0363853322201,1,1,1.0,0.4,0.6,0.20654329147389294,1.0,phase,077
206.82816808943062 + 171.54730816453957 + 204.66138533222056,0,0,,0.48333333333333334,,,,phase,049
206.82816808943062 + 171.54730816453957 + 204.66138533222056,0,0,,0.5166666666666667,,,,phase,056
206.82816808943062 + 171.54730816453957 + 204.66138533222056,0,0,,0.5666666666666667,,,,phase,075
206.82816808943062 + 171.54730816453957 + 204.66138533222056,1,0,0.0,0.4,-0.4,0.0,0.7934567085261071,phase,077
336.2031680894306 + 312.1723081645396 + 255.2863853322201,0,0,,0.48333333333333334,,,,phase,049
336.2031680894306 + 312.1723081645396 + 255.2863853322201,0,0,,0.5166666666666667,,,,phase,056
336.2031680894306 + 312.1723081645396 + 255.2863853322201,0,0,,0.5666666666666667,,,,phase,075
