label,n,bullish_rate,close_mean,close_median,high_mean,low_mean,close_ge_3000,close_ge_5000,close_ge_10000,close_ge_15000,close_ge_20000,group_days,top1_rate,top2_rate
ALL3_exactly1,42,0.7857142857142857,12567.380952380952,13368.0,16799.166666666668,-5155.309523809524,0.7619047619047619,0.6904761904761905,0.6190476190476191,0.4523809523809524,0.2857142857142857,42,0.5,0.6904761904761905
ALL3_ge2,39,0.5128205128205128,1291.3589743589744,86.0,8815.538461538461,-7210.358974358975,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.20512820512820512,0.10256410256410256,9,0.23076923076923078,0.46153846153846156
