scope,label,n,bullish_count,bullish_rate,rate_mean,rate_median,close_mean,close_median,any_close_gt_5000_rate,any_close_gt_10000_rate
,score=0,121,211,1.743801652892562,0.4152892561983471,0.5,-2019.2309917355371,-2567.0,0.7355371900826446,0.49586776859504134
,0<score<=0.5,191,333,1.743455497382199,0.4026178010471204,0.4,-1343.3732984293194,-2116.8,0.7486910994764397,0.5549738219895288
,0.5<score<=1.0,171,361,2.111111111111111,0.4757309941520468,0.5,946.2216374269005,120.75,0.8596491228070176,0.7192982456140351
,1.0<score<=1.5,49,116,2.36734693877551,0.5479591836734694,0.5,3704.6897959183675,4566.0,0.9183673469387755,0.8367346938775511
,score>1.5,8,18,2.25,0.54375,0.55,3072.6,3895.125,1,0.75
