scope,label,n,bullish_count,bullish_rate,close_mean,close_median,close_min,close_max,high_mean,low_mean,days,all3_count_total
All39,ALL_3 on days count 1-2,41,34,0.8292682926829268,12921.609756097561,15172.0,-21702.0,45561.0,17291.951219512193,-4881.707317073171,29,41
