date,machine,n_observations,n_fft,status,open,high,low,close,bullish,next_day_bullish,long_k,long_frequency,long_period,long_amplitude,long_power,long_rank,mid_k,mid_frequency,mid_period,mid_amplitude,mid_power,mid_rank,short_k,short_frequency,short_period,short_amplitude,short_power,short_rank,long_period_change,long_period_change_pct,mid_period_change,mid_period_change_pct,short_period_change,short_period_change_pct,period_stability_score,regime,dominant_rank_signature,component_reorder,n_fft_changed,long_repeat_period,mid_repeat_period,short_repeat_period,joint_repeat_period,joint_repeat_stable_count,asof_long_phase,asof_mid_phase,asof_short_phase,asof_phase_alignment_score,asof_phase_convergence_score,asof_centroid_region,full_fft_alignment_score,full_fft_convergence_score,full_fft_centroid_region
2026-06-27,075,1,,INSUFFICIENT_HISTORY,0.0,2988.0,-9444.0,1463.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.9029325400896584,0.594089211453068,RIGHT
2026-06-28,075,2,,INSUFFICIENT_HISTORY,0.0,22393.0,-1733.0,17893.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.3760335405561566,0.24417913364225252,RIGHT
2026-06-29,075,3,,INSUFFICIENT_HISTORY,0.0,4535.0,-10471.0,-10471.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.7317619493616688,0.46661993988519523,RIGHT
2026-06-30,075,4,,INSUFFICIENT_HISTORY,0.0,25041.0,-3319.0,23058.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.9780376627844671,0.762332775788396,TOP
2026-07-01,075,5,,INSUFFICIENT_HISTORY,0.0,2759.0,-4711.0,2241.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.5050535125669946,0.2729225655234271,TOP
2026-07-02,075,6,,INSUFFICIENT_HISTORY,0.0,2500.0,-9067.0,-2311.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.4923700057860926,0.24715547245448077,TOP
2026-07-03,075,7,,INSUFFICIENT_HISTORY,0.0,23802.0,-255.0,15620.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.8652989708941508,0.48495413750777216,TOP
2026-07-04,075,8,,INSUFFICIENT_HISTORY,0.0,1207.0,-10044.0,-10044.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.5506773152275026,0.3478859889797863,LEFT
2026-07-05,075,9,,INSUFFICIENT_HISTORY,0.0,3534.0,-8800.0,-1778.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.17543107475491512,0.30913810440099576,TOP
2026-07-06,075,10,,INSUFFICIENT_HISTORY,0.0,0.0,-15111.0,-3911.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.6023294557726347,0.44443259276121594,LEFT
2026-07-07,075,11,,INSUFFICIENT_HISTORY,0.0,5086.0,-3111.0,2414.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.47706593610453646,0.4164292211760068,BOTTOM
2026-07-08,075,12,,INSUFFICIENT_HISTORY,0.0,12414.0,-8889.0,12414.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.200264064938024,0.32821615659815007,TOP
2026-07-09,075,13,,INSUFFICIENT_HISTORY,0.0,12414.0,-1778.0,9310.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.344311392834295,0.3065262568105479,BOTTOM
2026-07-10,075,14,,INSUFFICIENT_HISTORY,0.0,0.0,-4089.0,-4089.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.28462520036240896,0.27643530557907936,RIGHT
2026-07-11,075,15,,INSUFFICIENT_HISTORY,0.0,7759.0,-4800.0,1034.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.47019970021007595,0.29096157467462447,TOP
2026-07-12,075,16,,INSUFFICIENT_HISTORY,0.0,12241.0,-2133.0,7931.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.4712070445455307,0.3457754046050979,LEFT
