category,value,samples,bullish_count,bullish_rate,next_day_samples,next_day_bullish_count,next_day_bullish_rate
TOP_WAVE_PATTERN,NONE,7,0,0.0,7,5,71.42857142857143
TOP_WAVE_PATTERN,LONG,5,2,40.0,5,3,60.0
TOP_WAVE_PATTERN,MID,2,1,50.0,2,1,50.0
TOP_WAVE_PATTERN,SHORT,8,4,50.0,7,3,42.857142857142854
TOP_WAVE_PATTERN,LONG+MID,5,5,100.0,5,3,60.0
TOP_WAVE_PATTERN,LONG+SHORT,5,4,80.0,5,3,60.0
TOP_WAVE_PATTERN,MID+SHORT,1,0,0.0,1,0,0.0
TOP_WAVE_PATTERN,LONG+MID+SHORT,6,6,100.0,6,4,66.66666666666666
