date,machine,long_x,long_y,long_region,long_top_side,mid_x,mid_y,mid_region,mid_top_side,short_x,short_y,short_region,short_top_side,top_wave_count,top_wave_pattern,centroid_x,centroid_y,centroid_y_offset,centroid_region,bullish,next_day_bullish
2026-06-27,075,371.45469479144236,119.3239567254516,RIGHT,True,380.7615433765425,181.99171816008464,RIGHT,True,323.20792108740915,233.9516522029778,BOTTOM,False,2,LONG+MID,358.474719751798,178.42244236283804,-11.57755763716196,RIGHT,True,True
2026-06-28,075,221.82586638563026,189.57172946155785,LEFT,True,383.37150742096975,155.40173839813178,RIGHT,True,300.55573660061776,80.00181224005799,TOP,True,3,LONG+MID+SHORT,301.9177034690726,141.65842669991588,-48.34157330008412,TOP,True,False
2026-06-29,075,338.85230776085444,229.2803510831907,BOTTOM,False,375.9587399409701,127.57810993617727,RIGHT,True,276.2766379903628,233.8489693052543,BOTTOM,False,1,MID,330.3625618973958,196.9024767748741,6.9024767748740885,RIGHT,False,True
2026-06-30,075,300.6026142466938,80.0021308719363,TOP,True,358.0655087300846,102.97421585234588,TOP,True,379.79218569230864,137.26571498508326,RIGHT,True,3,LONG+MID+SHORT,346.153436223029,106.7473539031218,-83.2526460968782,TOP,True,True
2026-07-01,075,260.54338443050324,229.02665146910613,LEFT,False,331.4643169653297,86.0284206797663,TOP,True,225.3006812783861,196.97637082819696,LEFT,False,1,MID,272.436127558073,170.67714765902315,-19.32285234097685,LEFT,True,False
2026-07-02,075,377.823525419812,190.42634976038792,RIGHT,False,299.9272099608411,80.00003108973111,TOP,True,360.4834330465034,215.41181413535963,RIGHT,False,1,MID,346.0780561423855,161.94606499515956,-28.05393500484044,RIGHT,False,True
2026-07-03,075,229.1496130171999,118.36904072225158,TOP,True,268.40168534125837,86.08191533810322,TOP,True,235.16235132431336,110.17611248264134,TOP,True,3,LONG+MID+SHORT,244.23788322759052,104.87568951433205,-85.12431048566795,TOP,True,False
2026-07-04,075,299.7479939478639,235.99978990611805,BOTTOM,False,241.83245220542426,103.0706939160792,TOP,True,308.85709242994363,235.73396929889563,BOTTOM,False,1,MID,283.47917952774395,191.60148437369762,1.601484373697616,LEFT,False,False
2026-07-05,075,371.45469479144236,119.32395672545161,RIGHT,True,223.98403413164903,127.69944423914295,LEFT,True,332.0421080561155,86.26098157635114,TOP,True,3,LONG+MID+SHORT,309.16027899306897,111.09479418031522,-78.90520581968478,TOP,False,False
2026-07-06,075,221.8258663856302,189.57172946155785,LEFT,True,216.6189347226143,155.52705640505926,LEFT,True,260.56690915373883,229.03664337530068,LEFT,False,2,LONG+MID,233.00390342066112,191.3784764139726,1.3784764139726065,LEFT,False,True
