category,value,samples,bullish_count,bullish_rate,next_day_samples,next_day_bullish_count,next_day_bullish_rate
TOP_WAVE_PATTERN,NONE,2,1,50.0,2,1,50.0
TOP_WAVE_PATTERN,LONG,10,5,50.0,10,3,30.0
TOP_WAVE_PATTERN,MID,13,5,38.46153846153847,13,11,84.61538461538461
TOP_WAVE_PATTERN,SHORT,11,4,36.36363636363637,10,6,60.0
TOP_WAVE_PATTERN,LONG+MID,4,3,75.0,4,4,100.0
TOP_WAVE_PATTERN,LONG+SHORT,4,3,75.0,4,1,25.0
TOP_WAVE_PATTERN,MID+SHORT,3,3,100.0,3,2,66.66666666666666
TOP_WAVE_PATTERN,LONG+MID+SHORT,12,10,83.33333333333334,12,5,41.66666666666667
