group,value,samples,percentage,source_bullish_count,source_bullish_rate,target_bullish_count,target_bullish_rate,mean_improvement,mean_shape_similarity
source_n_fft,32,12,41.37931034482759,7,58.333333333333336,8,66.66666666666666,0.502879184871808,0.8188025350601564
source_n_fft,64,17,58.620689655172406,9,52.94117647058824,9,52.94117647058824,0.505045475136847,0.7305162592836878
