date,machine,open,high,low,close,bullish,next_day_bullish,wave1_phase,wave2_phase,wave3_phase,wave1_value,wave2_value,wave3_value,combined_wave,wave1_direction,wave2_direction,wave3_direction,wave1_up,wave2_up,wave3_up,wave_direction_pattern
2026-06-27,075,0.0,2988.0,-9444.0,1463.0,True,True,134.6861129413951,95.66291420549457,27.835530768994825,3962.609115387993,541.9030462261766,-4142.237646115966,362.27451549820387,falling,rising,rising,False,True,True,DOWN-UP-UP
2026-06-28,075,0.0,22393.0,-1733.0,17893.0,True,False,269.6861129413951,112.53791420549456,179.71053076899483,30.8700364585609,2104.962541630506,4684.184323910674,6820.016901999741,falling,rising,turning_down,False,True,False,DOWN-UP-DOWN
2026-06-29,075,0.0,4535.0,-10471.0,-10471.0,False,True,44.686112941395095,129.4129142054946,331.5855307689948,-4006.2659396186423,3486.7440763570644,-4119.925876652124,-4639.447739913702,turning_up,rising,turning_up,True,True,True,UP-UP-UP
2026-06-30,075,0.0,25041.0,-3319.0,23058.0,True,True,179.6861129413951,146.2879142054946,123.46053076899477,5634.845589823514,4568.249552452333,2582.7161524064177,12785.811294682266,turning_down,rising,turning_down,False,True,False,DOWN-UP-DOWN
2026-07-01,075,0.0,2759.0,-4711.0,2241.0,True,False,314.6861129413951,163.16291420549456,275.3355307689948,-3962.6091153879884,5256.340444507433,-435.57871251424876,858.1526166051958,turning_up,rising,falling,True,True,False,UP-UP-DOWN
2026-07-02,075,0.0,2500.0,-9067.0,-2311.0,False,True,89.68611294139498,180.03791420549456,67.21053076899477,-30.870036458572976,5491.758826927128,-1814.4238946788275,3646.4648957897275,rising,turning_down,turning_up,True,False,True,UP-DOWN-UP
2026-07-03,075,0.0,23802.0,-255.0,15620.0,True,False,224.6861129413951,196.91291420549456,219.0855307689949,4006.2659396186473,5254.2306266925025,3635.9367430322845,12896.433309343434,turning_down,falling,turning_down,False,False,False,DOWN-DOWN-DOWN
2026-07-04,075,0.0,1207.0,-10044.0,-10044.0,False,False,359.6861129413951,213.7879142054946,10.960530768994659,-5634.845589823514,4564.211612916027,-4598.795964332518,-5669.429941240006,turning_up,falling,turning_up,True,False,True,UP-DOWN-UP
2026-07-05,075,0.0,3534.0,-8800.0,-1778.0,False,False,134.6861129413951,230.66291420549453,162.8355307689949,3962.6091153879875,3481.1257597409162,4475.615159656209,11919.350034785111,turning_down,falling,turning_down,False,False,False,DOWN-DOWN-DOWN
2026-07-06,075,0.0,0.0,-15111.0,-3911.0,False,True,269.6861129413951,247.5379142054946,314.7105307689949,30.870036458575047,2098.2476935889995,-3295.4843963488265,-1166.366666301252,falling,falling,turning_up,False,False,True,DOWN-DOWN-UP
2026-07-07,075,0.0,5086.0,-3111.0,2414.0,True,True,44.68611294139487,264.41291420549453,106.58553076899489,-4006.2659396186555,534.6699449638642,1337.1003712802453,-2134.495623374546,turning_up,falling,turning_down,True,False,False,UP-DOWN-DOWN
2026-07-08,075,0.0,12414.0,-8889.0,12414.0,True,True,179.6861129413951,281.2879142054946,258.46053076899466,5634.845589823514,-1074.9532203097183,937.0498963485711,5496.942265862367,turning_down,falling,falling,False,False,False,DOWN-DOWN-DOWN
2026-07-09,075,0.0,12414.0,-1778.0,9310.0,True,False,314.6861129413951,298.1629142054946,50.33553076899511,-3962.6091153879856,-2592.0021360430633,-2989.9088299706846,-9544.520081401733,turning_up,falling,turning_up,True,False,True,UP-DOWN-UP
2026-07-10,075,0.0,0.0,-4089.0,-4089.0,False,True,89.6861129413951,315.0379142054946,202.21053076899466,-30.870036458577122,-3885.8295682575854,4336.678454879547,419.9788501633842,rising,falling,turning_down,True,False,False,UP-DOWN-DOWN
2026-07-11,075,0.0,7759.0,-4800.0,1034.0,True,True,224.68611294139555,331.9129142054946,354.08553076899443,4006.2659396186295,-4845.011967250053,-4659.3090620286,-5498.055089660023,turning_down,falling,turning_up,False,False,True,DOWN-DOWN-UP
2026-07-12,075,0.0,12241.0,-2133.0,7931.0,True,True,359.6861129413951,348.78791420549453,145.9605307689949,-5634.845589823514,-5386.945188876086,3881.60902306847,-7140.181755631131,turning_up,falling,turning_down,True,False,False,UP-DOWN-DOWN
2026-07-13,075,0.0,6549.0,-3379.0,2743.0,True,False,134.68611294139555,5.662914205494587,297.83553076899443,3962.609115387999,-5464.958307978124,-2187.2380126324615,-3689.587205222587,turning_down,rising,turning_up,False,True,True,DOWN-UP-UP
2026-07-14,075,0.0,2743.0,-5946.0,-5946.0,False,True,269.6861129413951,22.53791420549453,89.71053076899489,30.87003645855917,-5072.332887122135,-23.665596005258806,-5065.128446668834,falling,rising,rising,False,True,True,DOWN-UP-UP
2026-07-15,075,0.0,3879.0,-1422.0,1034.0,True,False,44.68611294139555,39.41291420549459,241.5855307689949,-4006.265939618645,-4242.881563918237,2228.980397333492,-6020.167106203389,turning_up,rising,turning_down,True,True,False,UP-UP-DOWN
2026-07-16,075,0.0,7931.0,-6578.0,-2044.0,False,False,179.6861129413951,56.28791420549453,33.46053076899443,5634.845589823514,-3048.036129373701,-3907.9048244428673,-1321.095363993054,turning_down,rising,turning_up,False,True,True,DOWN-UP-UP
2026-07-17,075,0.0,0.0,-17600.0,-15467.0,False,False,314.6861129413951,73.16291420549459,185.3355307689949,-3962.609115387983,-1590.6958700153007,4663.948330117864,-889.3566552854193,turning_up,rising,turning_down,True,True,False,UP-UP-DOWN
2026-07-18,075,0.0,0.0,-17244.0,-11911.0,False,True,89.68611294139555,90.03791420549459,337.21053076899443,-30.87003645854122,3.634049573141542,-4318.565591863031,-4345.801578748431,rising,rising,turning_up,True,True,True,UP-UP-UP
2026-07-19,075,0.0,8793.0,-7111.0,5690.0,True,True,224.6861129413951,106.91291420549453,129.08553076899443,4006.265939618632,1597.6510072524704,2953.32132377641,8557.238270647513,turning_down,rising,turning_down,False,True,False,DOWN-UP-DOWN
2026-07-20,075,0.0,18621.0,-3733.0,16379.0,True,True,359.68611294139555,123.78791420549459,280.9605307689949,-5634.845589823514,3054.0793329530293,-890.6281599206837,-3471.3944167911686,turning_up,rising,falling,True,True,False,UP-UP-DOWN
2026-07-21,075,0.0,29504.0,-3830.0,29504.0,True,True,134.6861129413951,140.66291420549453,72.83553076899443,3962.6091153879956,4247.492397205267,-1382.3934980534116,6827.70801453985,turning_down,rising,turning_up,False,True,True,DOWN-UP-UP
2026-07-22,075,0.0,14310.0,-2133.0,13448.0,True,True,269.68611294139555,157.53791420549453,224.71053076899443,30.87003645856331,5075.114268250201,3328.9526031811292,8434.936907889894,falling,rising,turning_down,False,True,False,DOWN-UP-DOWN
2026-07-23,075,0.0,10345.0,-1600.0,4828.0,True,True,44.686112941395095,174.41291420549453,16.585530768994886,-4006.2659396186473,5465.670706272073,-4489.35467945306,-3029.949912799634,turning_up,rising,turning_up,True,True,True,UP-UP-UP
2026-07-24,075,0.0,28264.0,-4596.0,28264.0,True,False,179.6861129413951,191.28791420549453,168.46053076899443,5634.845589823514,5385.527253073194,4589.562106841765,15609.934949738472,turning_down,falling,turning_down,False,False,False,DOWN-DOWN-DOWN
