date,n_observations,n_fft,n_fft_changed,long_k,mid_k,short_k,long_frequency,mid_frequency,short_frequency,long_period,mid_period,short_period,dominant_rank_signature,regime,period_stability_score,joint_repeat_period,long_phase,mid_phase,short_phase,top_wave_count,top_wave_pattern,centroid_region,centroid_y_offset,alignment_score,convergence_score,bullish,next_day_bullish
2026-07-26,30,32,False,3,11,12,0.09375,0.34375,0.375,10.666666666666666,2.909090909090909,2.6666666666666665,1-3-2,STABLE,1.0,32,336.84870678221523,74.38072948528225,103.51644558150338,1,SHORT,RIGHT,14.455914128941828,0.6046514140900225,0.45028702583562363,True,False
2026-07-27,31,32,False,3,11,12,0.09375,0.34375,0.375,10.666666666666666,2.909090909090909,2.6666666666666665,1-3-2,STABLE,1.0,32,8.449437739780933,212.3859540771382,232.2046257125421,2,MID+SHORT,LEFT,-34.22111629330297,0.4228142291022533,0.32464230323348675,False,False
2026-07-28,32,32,False,3,11,12,0.09375,0.34375,0.375,10.666666666666666,2.909090909090909,2.6666666666666665,1-3-2,STABLE,1.0,32,39.76329968409436,347.9887134068558,356.01830767208,0,NONE,BOTTOM,44.23126515000635,0.9227227050341633,0.7994600433696707,False,True
2026-07-29,33,64,True,5,6,25,0.078125,0.09375,0.390625,12.8,10.666666666666666,2.56,2-1-3,UNSTABLE,,64,77.9872961492149,3.5894685129364916,225.90378504383352,1,SHORT,TOP,-2.9841773825520193,0.2012287905609074,0.24945958974343707,True,False
2026-07-30,34,64,False,5,6,25,0.078125,0.09375,0.390625,12.8,10.666666666666666,2.56,2-1-3,STABLE,1.0,64,108.90697833106765,29.742679173575425,5.984590592569475,1,LONG,RIGHT,20.296203275457657,0.7271889522207948,0.5069456487239521,False,False
2026-07-31,35,64,False,5,22,24,0.078125,0.34375,0.375,12.8,2.909090909090909,2.6666666666666665,1-3-2,UNSTABLE,0.0,64,51.75117275544176,35.580454320748686,13.232574368786118,0,NONE,BOTTOM,41.30010814103525,0.9623737417690298,0.8351695477426868,False,True
2026-08-01,36,64,False,5,6,24,0.078125,0.09375,0.375,12.8,10.666666666666666,2.6666666666666665,2-3-1,UNSTABLE,0.0,64,171.34455821667052,84.38516682768432,172.30670203210389,2,LONG+SHORT,TOP,-69.92871383736059,0.7585323302275805,0.4065390324029289,True,False
