group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,8,0.0,False,11:01,0055,3,11:00,3,1,0,1,0,0,0,5,-1712,4,-39757,9
g2,1,1.0,False,11:13,0074,4,11:10,4,1,0,1,2,2,4,3,-5831,9,-18087,5
g3,7,0.2,False,12:46,0066,8,12:45,7,1,0,1,1,4,5,2,-1522,3,29645,1
g4,5,0.4,False,10:25,0076,1,10:25,1,1,0,1,0,0,0,6,-3363,7,-35371,7
g5,9,0.0,False,12:45,0077,7,12:45,8,1,1,2,1,1,2,4,-5315,8,-38401,8
g6,4,0.5,False,11:26,0042,5,11:25,5,1,0,1,0,0,0,7,4493,2,14149,3
g7,3,0.75,False,13:18,0070,9,13:15,9,1,0,1,0,0,0,8,-2985,6,-32534,6
g8,2,1.0,False,12:11,0071,6,12:10,6,1,0,1,0,0,0,9,-2021,5,-12960,4
g9,6,0.25,False,10:59,0072,2,10:55,2,1,0,1,2,5,7,1,4722,1,15060,2
