group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,5,0.75,False,10:43,0055,3,10:40,3,1,0,1,1,0,1,7,1334,3,73512,1
g2,6,0.75,False,12:36,0047,8,12:35,8,1,1,2,1,9,10,1,-1052,4,-23743,7
g3,4,0.8,False,10:15,0057,1,10:15,1,1,1,2,0,6,6,3,-4920,7,28001,2
g4,8,0.4,False,12:57,0049,9,12:55,9,1,0,1,1,2,3,5,-4924,8,-24448,8
g5,9,0.4,False,10:32,0077,2,10:30,2,1,0,1,1,4,5,4,6684,1,-5793,4
g6,7,0.75,False,10:55,0060,4,10:55,4,1,0,1,0,0,0,8,-2091,5,-15616,6
g7,1,1.25,False,11:08,0052,5,11:05,5,1,0,1,0,0,0,9,1812,2,-687,3
g8,2,1.25,True,12:29,0053,7,12:25,7,1,0,1,1,2,3,6,-4478,6,-27528,9
g9,3,1,True,12:21,0063,6,12:20,6,1,0,1,1,7,8,2,-5019,9,-9578,5
