time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,1,1,2
09:55,595,0,0,0,0,0,0,1,2,3
10:00,600,0,0,0,0,0,0,1,3,4
10:05,605,0,0,0,0,0,0,2,5,7
10:10,610,0,0,0,1,1,2,2,8,10
10:15,615,1,1,2,1,2,3,4,11,15
10:20,620,0,1,1,0,2,2,3,14,17
10:25,625,0,1,1,1,3,4,3,16,19
10:30,630,1,2,3,1,5,6,4,18,22
10:35,635,0,3,3,2,6,8,4,16,20
10:40,640,2,3,5,2,7,9,6,14,20
10:45,645,0,4,4,0,7,7,4,14,18
10:50,650,0,3,3,1,6,7,7,13,20
10:55,655,1,3,4,2,3,5,7,14,21
11:00,660,1,0,1,3,1,4,6,15,21
11:05,665,2,1,3,2,4,6,5,16,21
11:10,670,0,3,3,3,6,9,5,16,21
11:15,675,3,3,6,3,7,10,5,14,19
11:20,680,0,4,4,0,8,8,2,12,14
11:25,685,0,4,4,0,5,5,3,8,11
11:30,690,0,1,1,2,2,4,4,6,10
11:35,695,2,1,3,2,2,4,5,5,10
11:40,700,0,1,1,0,2,2,3,7,10
11:45,705,0,1,1,1,1,2,3,8,11
11:50,710,1,0,1,2,2,4,5,7,12
11:55,715,1,2,3,2,2,4,6,10,16
12:00,720,1,0,1,1,3,4,6,11,17
12:05,725,0,3,3,0,5,5,6,11,17
12:10,730,0,2,2,2,2,4,8,11,19
12:15,735,2,0,2,4,3,7,8,14,22
12:20,740,2,3,5,3,6,9,6,16,22
12:25,745,1,3,4,2,3,5,6,15,21
12:30,750,1,0,1,3,3,6,6,14,20
12:35,755,2,3,5,2,8,10,6,14,20
12:40,760,0,5,5,0,7,7,4,11,15
12:45,765,0,2,2,2,4,6,5,6,11
12:50,770,2,2,4,3,4,7,8,5,13
12:55,775,1,2,3,2,2,4,7,4,11
13:00,780,1,0,1,1,0,1,8,10,18
13:05,785,0,0,0,1,0,1,7,12,19
13:10,790,1,0,1,4,1,5,7,14,21
13:15,795,3,1,4,4,2,6,7,15,22
13:20,800,1,1,2,3,9,12,5,15,20
13:25,805,2,8,10,2,10,12,5,15,20
13:30,810,0,2,2,0,4,4,3,9,12
13:35,815,0,2,2,1,3,4,6,9,15
13:40,820,1,1,2,2,2,4,6,8,14
13:45,825,1,1,2,2,2,4,6,10,16
13:50,830,1,1,2,1,3,4,8,11,19
13:55,835,0,2,2,3,4,7,10,13,23
14:00,840,3,2,5,3,3,6,12,16,28
14:05,845,0,1,1,1,4,5,11,18,29
14:10,850,1,3,4,4,5,9,14,18,32
14:15,855,3,2,5,6,5,11,14,19,33
14:20,860,3,3,6,5,8,13,12,23,35
14:25,865,2,5,7,4,9,13,9,24,33
14:30,870,2,4,6,5,5,10,8,26,34
14:35,875,3,1,4,4,5,9,9,26,35
14:40,880,1,4,5,2,10,12,6,30,36
14:45,885,1,6,7,1,10,11,6,31,37
14:50,890,0,4,4,1,11,12,6,27,33
14:55,895,1,7,8,4,11,15,8,25,33
15:00,900,3,4,7,3,9,12,7,20,27
15:05,905,0,5,5,1,10,11,6,19,25
15:10,910,1,5,6,2,7,9,9,21,30
15:15,915,1,2,3,3,4,7,10,22,32
15:20,920,2,2,4,2,4,6,11,28,39
15:25,925,0,2,2,2,5,7,10,31,41
15:30,930,2,3,5,5,10,15,11,33,44
15:35,935,3,7,10,5,13,18,10,32,42
15:40,940,2,6,8,4,14,18,8,28,36
15:45,945,2,8,10,3,13,16,7,24,31
15:50,950,1,5,6,2,9,11,5,17,22
15:55,955,1,4,5,2,6,8,7,15,22
16:00,960,1,2,3,2,5,7,8,15,23
16:05,965,1,3,4,2,5,7,9,17,26
16:10,970,1,2,3,1,3,4,11,17,28
16:15,975,0,1,1,3,4,7,11,17,28
16:20,980,3,3,6,5,7,12,15,19,34
16:25,985,2,4,6,4,8,12,13,24,37
16:30,990,2,4,6,5,7,12,13,24,37
16:35,995,3,3,6,4,5,9,11,23,34
16:40,1000,1,2,3,5,5,10,9,25,34
16:45,1005,4,3,7,5,11,16,14,24,38
16:50,1010,1,8,9,3,12,15,15,30,45
16:55,1015,2,4,6,2,7,9,15,32,47
17:00,1020,0,3,3,1,8,9,16,39,55
17:05,1025,1,5,6,7,6,13,17,48,65
17:10,1030,6,1,7,11,10,21,16,56,72
17:15,1035,5,9,14,6,19,25,12,62,74
17:20,1040,1,10,11,4,21,25,8,61,69
17:25,1045,3,11,14,4,23,27,8,57,65
17:30,1050,1,12,13,1,25,26,7,49,56
17:35,1055,0,13,13,2,20,22,6,39,45
17:40,1060,2,7,9,3,15,18,8,28,36
17:45,1065,1,8,9,2,14,16,6,27,33
17:50,1070,1,6,7,3,9,12,5,21,26
17:55,1075,2,3,5,2,5,7,6,17,23
18:00,1080,0,2,2,2,4,6,4,18,22
18:05,1085,2,2,4,2,8,10,4,20,24
18:10,1090,0,6,6,0,8,8,4,20,24
18:15,1095,0,2,2,2,4,6,5,18,23
18:20,1100,2,2,4,2,6,8,7,18,25
18:25,1105,0,4,4,0,8,8,5,21,26
18:30,1110,0,4,4,2,6,8,5,19,24
18:35,1115,2,2,4,3,6,9,5,17,22
18:40,1120,1,4,5,3,6,9,3,16,19
18:45,1125,2,2,4,2,7,9,4,12,16
18:50,1130,0,5,5,0,7,7,3,12,15
18:55,1135,0,2,2,0,4,4,4,8,12
19:00,1140,0,2,2,0,3,3,4,7,11
19:05,1145,0,1,1,2,1,3,4,5,9
19:10,1150,2,0,2,3,2,5,6,5,11
19:15,1155,1,2,3,2,3,5,4,5,9
19:20,1160,1,1,2,1,2,3,3,4,7
19:25,1165,0,1,1,0,1,1,4,4,8
19:30,1170,0,0,0,2,1,3,5,6,11
19:35,1175,2,1,3,2,1,3,7,7,14
19:40,1180,0,0,0,0,1,1,5,6,11
19:45,1185,0,1,1,2,2,4,7,6,13
19:50,1190,2,1,3,3,4,7,8,7,15
19:55,1195,1,3,4,3,4,7,6,7,13
20:00,1200,2,1,3,2,1,3,5,6,11
20:05,1205,0,0,0,2,0,2,3,7,10
20:10,1210,2,0,2,3,2,5,3,8,11
20:15,1215,1,2,3,1,3,4,1,8,9
20:20,1220,0,1,1,0,3,3,0,6,6
20:25,1225,0,2,2,0,4,4,0,5,5
20:30,1230,0,2,2,0,3,3,0,3,3
20:35,1235,0,1,1,0,1,1,0,1,1
20:40,1240,0,0,0,0,0,0,0,0,0
20:45,1245,0,0,0,0,0,0,0,0,0
20:50,1250,0,0,0,0,0,0,1,0,1
20:55,1255,0,0,0,0,0,0,1,1,2
21:00,1260,0,0,0,0,0,0,1,3,4
21:05,1265,0,0,0,0,0,0,1,3,4
21:10,1270,0,0,0,1,0,1,1,3,4
21:15,1275,1,0,1,1,1,2,1,3,4
21:20,1280,0,1,1,0,3,3,0,3,3
21:25,1285,0,2,2,0,2,2,0,2,2
21:30,1290,0,0,0,0,0,0,0,0,0
21:35,1295,0,0,0,0,0,0,0,0,0
21:40,1300,0,0,0,0,0,0,0,0,0
21:45,1305,0,0,0,0,0,0,0,0,0
21:50,1310,0,0,0,0,0,0,0,0,0
21:55,1315,0,0,0,0,0,0,0,0,0
22:00,1320,0,0,0,0,0,0,0,0,0
22:05,1325,0,0,0,0,0,0,0,0,0
22:10,1330,0,0,0,0,0,0,0,0,0
22:15,1335,0,0,0,0,0,0,0,0,0
22:20,1340,0,0,0,0,0,0,0,0,0
22:25,1345,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
