machine,group,initial_count,continuation_count,total_hit_count,continuation_per_initial,high,low,close
0039,g3,4,12,16,3.0,10690,-2844,10517
0040,g4,2,1,3,0.5,0,-12978,-12978
0041,g5,3,3,6,1.0,1724,-14044,-14044
0042,g6,0,0,0,,0,-16889,-16889
0043,g7,3,3,6,1.0,0,-16533,-15822
0044,g8,3,8,11,2.6667,8362,-4356,4828
0045,g9,2,11,13,5.5,4483,-9956,948
0046,g1,3,17,20,5.6667,20579,-3830,16860
0047,g2,4,18,22,4.5,13966,-3022,13103
0048,g3,5,4,9,0.8,2931,-10311,-9956
0049,g4,3,11,14,3.6667,9828,-4000,8534
0050,g5,5,18,23,3.6,11379,-2667,9655
0051,g6,5,4,9,0.8,5000,-12089,-12089
0052,g7,6,33,39,5.5,37179,-1818,37179
0053,g8,6,9,15,1.5,9397,-5689,-5689
0054,g9,1,0,1,0.0,0,-9244,-9244
0055,g1,7,22,29,3.1429,18793,-5867,18621
0056,g2,2,5,7,2.5,744,-22979,-22979
0057,g3,7,21,28,3.0,21818,0,17107
0058,g4,3,1,4,0.3333,0,-20089,-19733
0059,g5,4,8,12,2.0,0,-16356,-15111
0060,g6,5,11,16,2.2,16724,0,12414
0061,g7,1,0,1,0.0,0,-13333,-13333
0062,g8,3,1,4,0.3333,0,-13867,-13867
0063,g9,6,5,11,0.8333,4138,-2489,-2489
0064,g1,1,9,10,9.0,9741,-3378,9569
0065,g2,0,0,0,,0,-8178,-8178
0066,g3,6,22,28,3.6667,24545,-255,22066
0067,g4,5,5,10,1.0,259,-6133,-6133
0068,g5,7,14,21,2.0,6897,-6489,2328
0069,g6,1,6,7,6.0,4741,-4000,948
0070,g7,2,7,9,3.5,0,-15644,-8711
0071,g8,4,6,10,1.5,862,-12800,-12800
0072,g9,7,11,18,1.5714,5259,-9422,1207
0073,g1,4,26,30,6.5,31282,-4675,28462
0074,g2,3,5,8,1.6667,0,-9778,-5689
0075,g3,1,1,2,1.0,0,-13511,-11733
0076,g4,4,16,20,4.0,12931,-2844,5862
0077,g5,6,16,22,2.6667,12414,0,11379
