group,machines,machine_count,initial_hit_count,unique_machines_with_initial_hit,09-12_initial_hit_count,12-15_initial_hit_count,15-18_initial_hit_count,18-close_initial_hit_count,final_total
g1,"046,055,064,073",4,15,4,1,4,9,1,7611
g2,"047,056,065,074",4,16,4,2,3,7,4,-19192
g3,"039,048,057,066,075",5,20,5,3,7,7,3,-22254
g4,"040,049,058,067,076",5,21,5,2,4,6,9,-62950
g5,"041,050,059,068,077",5,24,5,0,7,9,8,-45903
g6,"042,051,060,069",4,22,4,1,7,9,5,13771
g7,"043,052,061,070",4,19,4,1,6,4,8,-7655
g8,"044,053,062,071",4,14,4,1,5,6,2,4392
g9,"045,054,063,072",4,18,4,0,6,5,7,18332
