machine,group,first_hit_time,first_hit_order,source
0039,g3,16:54,37,PSCUBE history CSV status=初当り
0040,g4,11:02,6,PSCUBE history CSV status=初当り
0041,g5,12:39,13,PSCUBE history CSV status=初当り
0042,g6,17:25,38,PSCUBE history CSV status=初当り
0043,g7,13:03,19,PSCUBE history CSV status=初当り
0044,g8,14:06,25,PSCUBE history CSV status=初当り
0045,g9,13:19,20,PSCUBE history CSV status=初当り
0046,g1,15:14,35,PSCUBE history CSV status=初当り
0047,g2,12:02,11,PSCUBE history CSV status=初当り
0048,g3,11:00,4,PSCUBE history CSV status=初当り
0049,g4,15:13,34,PSCUBE history CSV status=初当り
0050,g5,12:51,15,PSCUBE history CSV status=初当り
0051,g6,14:32,31,PSCUBE history CSV status=初当り
0052,g7,17:33,39,PSCUBE history CSV status=初当り
0053,g8,12:57,17,PSCUBE history CSV status=初当り
0054,g9,13:26,22,PSCUBE history CSV status=初当り
0055,g1,13:19,21,PSCUBE history CSV status=初当り
0056,g2,11:31,8,PSCUBE history CSV status=初当り
0057,g3,10:08,1,PSCUBE history CSV status=初当り
0058,g4,10:24,3,PSCUBE history CSV status=初当り
0059,g5,14:25,29,PSCUBE history CSV status=初当り
0060,g6,11:53,9,PSCUBE history CSV status=初当り
0061,g7,14:07,26,PSCUBE history CSV status=初当り
0062,g8,11:00,5,PSCUBE history CSV status=初当り
0063,g9,14:57,32,PSCUBE history CSV status=初当り
0064,g1,11:56,10,PSCUBE history CSV status=初当り
0065,g2,14:29,30,PSCUBE history CSV status=初当り
0066,g3,13:36,23,PSCUBE history CSV status=初当り
0067,g4,12:29,12,PSCUBE history CSV status=初当り
0068,g5,12:57,18,PSCUBE history CSV status=初当り
0069,g6,14:07,27,PSCUBE history CSV status=初当り
0070,g7,10:23,2,PSCUBE history CSV status=初当り
0071,g8,14:11,28,PSCUBE history CSV status=初当り
0072,g9,13:57,24,PSCUBE history CSV status=初当り
0073,g1,14:57,33,PSCUBE history CSV status=初当り
0074,g2,11:05,7,PSCUBE history CSV status=初当り
0075,g3,12:52,16,PSCUBE history CSV status=初当り
0076,g4,15:48,36,PSCUBE history CSV status=初当り
0077,g5,12:45,14,PSCUBE history CSV status=初当り
