time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,1,0,1
09:45,585,0,0,0,0,0,0,1,1,2
09:50,590,0,0,0,0,0,0,1,2,3
09:55,595,0,0,0,0,0,0,3,3,6
10:00,600,0,0,0,1,0,1,3,4,7
10:05,605,1,0,1,1,1,2,3,5,8
10:10,610,0,1,1,0,2,2,2,5,7
10:15,615,0,1,1,2,2,4,2,4,6
10:20,620,2,1,3,2,2,4,2,3,5
10:25,625,0,1,1,0,2,2,0,2,2
10:30,630,0,1,1,0,1,1,0,1,1
10:35,635,0,0,0,0,0,0,3,1,4
10:40,640,0,0,0,0,0,0,4,5,9
10:45,645,0,0,0,0,0,0,4,7,11
10:50,650,0,0,0,0,0,0,4,9,13
10:55,655,0,0,0,3,1,4,4,10,14
11:00,660,3,1,4,4,5,9,5,10,15
11:05,665,1,4,5,1,6,7,3,11,14
11:10,670,0,2,2,0,4,4,2,7,9
11:15,675,0,2,2,0,3,3,2,6,8
11:20,680,0,1,1,1,1,2,2,4,6
11:25,685,1,0,1,2,2,4,3,3,6
11:30,690,1,2,3,1,2,3,3,3,6
11:35,695,0,0,0,0,1,1,3,3,6
11:40,700,0,1,1,0,1,1,3,5,8
11:45,705,0,0,0,1,0,1,4,6,10
11:50,710,1,0,1,2,0,2,4,9,13
11:55,715,1,0,1,2,2,4,3,10,13
12:00,720,1,2,3,1,4,5,3,11,14
12:05,725,0,2,2,1,4,5,2,10,12
12:10,730,1,2,3,1,5,6,3,9,12
12:15,735,0,3,3,0,4,4,2,8,10
12:20,740,0,1,1,1,2,3,3,7,10
12:25,745,1,1,2,1,2,3,5,8,13
12:30,750,0,1,1,1,2,3,8,9,17
12:35,755,1,1,2,1,2,3,9,14,23
12:40,760,0,1,1,1,3,4,8,17,25
12:45,765,1,2,3,3,4,7,9,18,27
12:50,770,2,2,4,6,4,10,10,20,30
12:55,775,4,2,6,5,8,13,8,21,29
13:00,780,1,6,7,1,10,11,7,24,31
13:05,785,0,4,4,1,6,7,7,20,27
13:10,790,1,2,3,3,6,9,9,18,27
13:15,795,2,4,6,2,7,9,8,18,26
13:20,800,0,3,3,3,8,11,6,15,21
13:25,805,3,5,8,4,7,11,6,13,19
13:30,810,1,2,3,3,4,7,5,11,16
13:35,815,2,2,4,2,4,6,4,10,14
13:40,820,0,2,2,0,3,3,5,10,15
13:45,825,0,1,1,0,2,2,8,11,19
13:50,830,0,1,1,2,4,6,11,16,27
13:55,835,2,3,5,2,4,6,13,24,37
14:00,840,0,1,1,3,3,6,14,29,43
14:05,845,3,2,5,6,5,11,16,34,50
14:10,850,3,3,6,6,9,15,13,36,49
14:15,855,3,6,9,5,15,20,11,40,51
14:20,860,2,9,11,5,17,22,12,38,50
14:25,865,3,8,11,5,14,19,11,34,45
14:30,870,2,6,8,2,10,12,12,30,42
14:35,875,0,4,4,1,11,12,10,32,42
14:40,880,1,7,8,5,11,16,11,32,43
14:45,885,4,4,8,5,9,14,14,27,41
14:50,890,1,5,6,5,9,14,14,29,43
14:55,895,4,4,8,4,12,16,13,30,43
15:00,900,0,8,8,1,12,13,12,29,41
15:05,905,1,4,5,5,6,11,13,24,37
15:10,910,4,2,6,8,8,16,13,22,35
15:15,915,4,6,10,4,12,16,10,23,33
15:20,920,0,6,6,3,9,12,7,20,27
15:25,925,3,3,6,4,6,10,7,17,24
15:30,930,1,3,4,2,5,7,8,15,23
15:35,935,1,2,3,2,5,7,10,19,29
15:40,940,1,3,4,2,6,8,10,24,34
15:45,945,1,3,4,1,6,7,14,29,43
15:50,950,0,3,3,4,4,8,15,32,47
15:55,955,4,1,5,7,8,15,17,34,51
16:00,960,3,7,10,4,14,18,15,37,52
16:05,965,1,7,8,6,15,21,12,31,43
16:10,970,5,8,13,7,14,21,13,27,40
16:15,975,2,6,8,4,11,15,10,21,31
16:20,980,2,5,7,4,9,13,10,18,28
16:25,985,2,4,6,2,5,7,10,17,27
16:30,990,0,1,1,2,4,6,10,16,26
16:35,995,2,3,5,4,5,9,11,18,29
16:40,1000,2,2,4,4,5,9,12,18,30
16:45,1005,2,3,5,4,7,11,11,21,32
16:50,1010,2,4,6,4,7,11,9,22,31
16:55,1015,2,3,5,3,6,9,8,22,30
17:00,1020,1,3,4,4,6,10,8,20,28
17:05,1025,3,3,6,4,8,12,12,20,32
17:10,1030,1,5,6,1,9,10,10,22,32
17:15,1035,0,4,4,1,8,9,10,22,32
17:20,1040,1,4,5,3,5,8,12,27,39
17:25,1045,2,1,3,7,4,11,11,27,38
17:30,1050,5,3,8,6,8,14,9,30,39
17:35,1055,1,5,6,2,10,12,6,29,35
17:40,1060,1,5,6,3,14,17,6,31,37
17:45,1065,2,9,11,2,13,15,5,30,35
17:50,1070,0,4,4,0,8,8,5,26,31
17:55,1075,0,4,4,2,6,8,5,22,27
18:00,1080,2,2,4,3,9,12,7,18,25
18:05,1085,1,7,8,1,11,12,5,18,23
18:10,1090,0,4,4,2,9,11,4,13,17
18:15,1095,2,5,7,2,5,7,4,11,15
18:20,1100,0,0,0,2,0,2,3,8,11
18:25,1105,2,0,2,2,2,4,5,9,14
18:30,1110,0,2,2,0,4,4,6,14,20
18:35,1115,0,2,2,0,4,4,6,17,23
18:40,1120,0,2,2,1,4,5,7,16,23
18:45,1125,1,2,3,3,3,6,8,15,23
18:50,1130,2,1,3,5,6,11,11,14,25
18:55,1135,3,5,8,3,10,13,11,16,27
19:00,1140,0,5,5,1,6,7,10,14,24
19:05,1145,1,1,2,2,2,4,12,12,24
19:10,1150,1,1,2,5,2,7,11,14,25
19:15,1155,4,1,5,6,4,10,11,17,28
19:20,1160,2,3,5,4,6,10,8,20,28
19:25,1165,2,3,5,4,6,10,6,19,25
19:30,1170,2,3,5,2,6,8,5,18,23
19:35,1175,0,3,3,1,7,8,7,20,27
19:40,1180,1,4,5,2,8,10,8,20,28
19:45,1185,1,4,5,1,6,7,8,18,26
19:50,1190,0,2,2,1,4,5,8,18,26
19:55,1195,1,2,3,5,7,12,9,20,29
20:00,1200,4,5,9,5,8,13,9,21,30
20:05,1205,1,3,4,2,5,7,5,18,23
20:10,1210,1,2,3,2,6,8,4,17,21
20:15,1215,1,4,5,2,8,10,4,16,20
20:20,1220,1,4,5,2,7,9,3,12,15
20:25,1225,1,3,4,1,5,6,2,9,11
20:30,1230,0,2,2,0,4,4,2,7,9
20:35,1235,0,2,2,1,3,4,2,8,10
20:40,1240,1,1,2,1,1,2,3,9,12
20:45,1245,0,0,0,0,1,1,2,11,13
20:50,1250,0,1,1,1,2,3,2,12,14
20:55,1255,1,1,2,1,4,5,2,12,14
21:00,1260,0,3,3,1,6,7,3,11,14
21:05,1265,1,3,4,1,6,7,3,8,11
21:10,1270,0,3,3,0,4,4,3,5,8
21:15,1275,0,1,1,0,2,2,3,2,5
21:20,1280,0,1,1,2,1,3,3,1,4
21:25,1285,2,0,2,2,0,2,4,0,4
21:30,1290,0,0,0,1,0,1,2,1,3
21:35,1295,1,0,1,1,0,1,4,1,5
21:40,1300,0,0,0,0,0,0,4,2,6
21:45,1305,0,0,0,1,0,1,4,3,7
21:50,1310,1,0,1,1,1,2,4,3,7
21:55,1315,0,1,1,2,1,3,3,3,6
22:00,1320,2,0,2,3,1,4,3,2,5
22:05,1325,1,1,2,1,2,3,1,2,3
22:10,1330,0,1,1,0,1,1,0,1,1
22:15,1335,0,0,0,0,0,0,0,0,0
22:20,1340,0,0,0,0,0,0,0,0,0
22:25,1345,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
