group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,3,0.5,False,11:56,0064,7,11:55,7,1,0,1,2,0,2,7,-1291,5,7611,3
g2,2,0.75,False,11:05,0074,5,11:05,5,1,1,2,1,0,1,9,-5063,8,-19192,6
g3,7,0,False,10:08,0057,1,10:05,1,1,0,1,2,2,4,5,-2522,6,-22254,7
g4,5,0.4,False,10:24,0058,3,10:20,2,1,0,1,1,3,4,6,-7421,9,-62950,9
g5,8,0,False,12:39,0041,8,12:35,8,1,0,1,1,6,7,3,-4783,7,-45903,8
g6,1,1,True,11:53,0060,6,11:50,6,1,0,1,3,3,6,4,1956,3,13771,2
g7,9,0,False,10:23,0070,2,10:20,3,1,0,1,0,9,9,1,10718,1,-7655,5
g8,6,0.25,False,11:00,0062,4,11:00,4,1,0,1,0,8,8,2,5020,2,4392,4
g9,4,0.5,False,13:19,0045,9,13:15,9,1,0,1,1,1,2,8,646,4,18332,1
