time,minute,g1,g2,g3,g4,g5,g6,g7,g8,g9,all39_total
09:00,540,0,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,0,0,0,0
10:05,605,0,0,0,0,0,0,0,0,0,0
10:10,610,0,0,-356,-356,-533,0,0,0,-267,-1512
10:15,615,0,0,-356,-356,-533,0,0,0,-267,-1512
10:20,620,0,0,-356,-356,-533,0,0,0,-267,-1512
10:25,625,-1334,-889,-1866,-2621,312,0,-711,0,-2283,-9392
10:30,630,-1334,-889,-1866,-2621,312,0,-711,0,-2283,-9392
10:35,635,-1334,-889,-1866,-2621,312,0,-711,0,-2283,-9392
10:40,640,-3377,-2756,-1128,-4710,626,-356,-2489,0,-4034,-18224
10:45,645,-3377,-2756,-1128,-4710,626,-356,-2489,0,-4034,-18224
10:50,650,-3377,-2756,-1128,-4710,626,-356,-2489,0,-4034,-18224
10:55,655,-3377,-2756,-1128,-4710,626,-356,-2489,0,-4034,-18224
11:00,660,-3022,-4534,642,-6519,2209,-1600,-4800,0,-4553,-22177
11:05,665,-3022,-4534,642,-6519,2209,-1600,-4800,0,-4553,-22177
11:10,670,-3022,-4534,642,-6519,2209,-1600,-4800,0,-4553,-22177
11:15,675,-3022,-4534,642,-6519,2209,-1600,-4800,0,-4553,-22177
11:20,680,-3022,-4534,642,-6519,2209,-1600,-4800,0,-4553,-22177
11:25,685,-3022,-4534,642,-6519,2209,-1600,-4800,0,-4553,-22177
11:30,690,125,-9511,-570,-7364,11540,-4089,-2845,601,-9735,-21848
11:35,695,125,-9511,-570,-7364,11540,-4089,-2845,601,-9735,-21848
11:40,700,125,-9511,-570,-7364,11540,-4089,-2845,601,-9735,-21848
11:45,705,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
11:50,710,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
11:55,715,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
12:00,720,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
12:05,725,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
12:10,730,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
12:15,735,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
12:20,740,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
12:25,745,-3038,-10407,-5561,-7771,15067,-6789,-4089,4561,-6254,-24281
12:30,750,336,-8417,-12074,-9984,14360,-2321,-4833,1878,-5600,-26655
12:35,755,336,-8417,-12074,-9984,14360,-2321,-4833,1878,-5600,-26655
12:40,760,336,-8417,-12074,-9984,14360,-2321,-4833,1878,-5600,-26655
12:45,765,336,-8417,-12074,-9984,14360,-2321,-4833,1878,-5600,-26655
12:50,770,60,-6609,-13713,-8885,11056,-3265,-1708,3322,-3177,-22919
12:55,775,60,-6609,-13713,-8885,11056,-3265,-1708,3322,-3177,-22919
13:00,780,60,-6609,-13713,-8885,11056,-3265,-1708,3322,-3177,-22919
13:05,785,60,-6609,-13713,-8885,11056,-3265,-1708,3322,-3177,-22919
13:10,790,60,-6609,-13713,-8885,11056,-3265,-1708,3322,-3177,-22919
13:15,795,60,-6609,-13713,-8885,11056,-3265,-1708,3322,-3177,-22919
13:20,800,60,-6609,-13713,-8885,11056,-3265,-1708,3322,-3177,-22919
13:25,805,-9777,2280,-19346,-12576,9962,-4183,-4242,8096,-4735,-34521
13:30,810,-9777,2280,-19346,-12576,9962,-4183,-4242,8096,-4735,-34521
13:35,815,-9777,2280,-19346,-12576,9962,-4183,-4242,8096,-4735,-34521
13:40,820,-9777,2280,-19346,-12576,9962,-4183,-4242,8096,-4735,-34521
13:45,825,-9777,2280,-19346,-12576,9962,-4183,-4242,8096,-4735,-34521
13:50,830,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
13:55,835,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
14:00,840,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
14:05,845,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
14:10,850,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
14:15,855,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
14:20,860,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
14:25,865,-11606,8639,-18571,-14943,9030,-8384,-4826,5429,3167,-32065
14:30,870,-22447,10775,-19330,-10495,14075,-18137,-3612,-3687,13080,-39778
14:35,875,-22447,10775,-19330,-10495,14075,-18137,-3612,-3687,13080,-39778
14:40,880,-22447,10775,-19330,-10495,14075,-18137,-3612,-3687,13080,-39778
14:45,885,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
14:50,890,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
14:55,895,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
15:00,900,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
15:05,905,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
15:10,910,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
15:15,915,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
15:20,920,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
15:25,925,-22051,13122,-15803,-3730,7610,-19958,-7579,-9442,22490,-35341
15:30,930,-3755,13190,-4848,-4344,12366,-16583,-11233,-8379,24940,1354
15:35,935,-3755,13190,-4848,-4344,12366,-16583,-11233,-8379,24940,1354
15:40,940,-3755,13190,-4848,-4344,12366,-16583,-11233,-8379,24940,1354
15:45,945,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
15:50,950,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
15:55,955,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
16:00,960,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
16:05,965,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
16:10,970,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
16:15,975,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
16:20,980,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
16:25,985,-5473,11588,-4589,2080,14317,-16508,-8893,-2303,22410,12629
16:30,990,-1206,5766,-11203,-6996,23160,-23797,-5415,-3558,21484,-1765
16:35,995,-1206,5766,-11203,-6996,23160,-23797,-5415,-3558,21484,-1765
16:40,1000,-1206,5766,-11203,-6996,23160,-23797,-5415,-3558,21484,-1765
16:45,1005,-1206,5766,-11203,-6996,23160,-23797,-5415,-3558,21484,-1765
16:50,1010,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
16:55,1015,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
17:00,1020,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
17:05,1025,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
17:10,1030,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
17:15,1035,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
17:20,1040,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
17:25,1045,1493,589,-10530,-10551,22951,-25907,-3673,774,22853,-2001
17:30,1050,2756,-7457,-10270,-12437,17323,-30878,16185,5796,17033,-1949
17:35,1055,2756,-7457,-10270,-12437,17323,-30878,16185,5796,17033,-1949
17:40,1060,2756,-7457,-10270,-12437,17323,-30878,16185,5796,17033,-1949
17:45,1065,2756,-7457,-10270,-12437,17323,-30878,16185,5796,17033,-1949
17:50,1070,-1350,-11279,-15212,-9406,11920,-30471,17587,5545,16766,-15900
17:55,1075,-1350,-11279,-15212,-9406,11920,-30471,17587,5545,16766,-15900
18:00,1080,-1350,-11279,-15212,-9406,11920,-30471,17587,5545,16766,-15900
18:05,1085,-1350,-11279,-15212,-9406,11920,-30471,17587,5545,16766,-15900
18:10,1090,-1350,-11279,-15212,-9406,11920,-30471,17587,5545,16766,-15900
18:15,1095,-1350,-11279,-15212,-9406,11920,-30471,17587,5545,16766,-15900
18:20,1100,-1350,-11279,-15212,-9406,11920,-30471,17587,5545,16766,-15900
18:25,1105,-5584,-9518,-14677,-2239,10297,-35584,11414,3836,13618,-28437
18:30,1110,-5584,-9518,-14677,-2239,10297,-35584,11414,3836,13618,-28437
18:35,1115,-5584,-9518,-14677,-2239,10297,-35584,11414,3836,13618,-28437
18:40,1120,-5584,-9518,-14677,-2239,10297,-35584,11414,3836,13618,-28437
18:45,1125,-5584,-9518,-14677,-2239,10297,-35584,11414,3836,13618,-28437
18:50,1130,-6624,-10657,-15700,-3375,12863,-36160,8314,1562,13361,-36416
18:55,1135,-6624,-10657,-15700,-3375,12863,-36160,8314,1562,13361,-36416
19:00,1140,-6624,-10657,-15700,-3375,12863,-36160,8314,1562,13361,-36416
19:05,1145,-6624,-10657,-15700,-3375,12863,-36160,8314,1562,13361,-36416
19:10,1150,-6624,-10657,-15700,-3375,12863,-36160,8314,1562,13361,-36416
19:15,1155,-6624,-10657,-15700,-3375,12863,-36160,8314,1562,13361,-36416
19:20,1160,-6624,-10657,-15700,-3375,12863,-36160,8314,1562,13361,-36416
19:25,1165,-9264,-5933,-13835,-7553,12281,-38093,2340,7173,11702,-41182
19:30,1170,-9264,-5933,-13835,-7553,12281,-38093,2340,7173,11702,-41182
19:35,1175,-9264,-5933,-13835,-7553,12281,-38093,2340,7173,11702,-41182
19:40,1180,-9264,-5933,-13835,-7553,12281,-38093,2340,7173,11702,-41182
19:45,1185,-4198,-4036,-4497,-8174,7857,-40410,13872,12193,12156,-15237
