time,minute,machine,group,value,delta_5m,delta_10m,delta_30m
13:20,800,0058,g4,-7467,0,0,0
13:25,805,0058,g4,-9778,-2311,-2311,-2311
13:30,810,0058,g4,-9778,0,-2311,-2311
13:35,815,0058,g4,-9778,0,0,-2311
13:40,820,0058,g4,-9778,0,0,-2311
13:45,825,0058,g4,-9778,0,0,-2311
13:50,830,0058,g4,-11200,-1422,-1422,-3733
13:55,835,0058,g4,-11200,0,-1422,-1422
14:00,840,0058,g4,-11200,0,0,-1422
14:05,845,0058,g4,-11200,0,0,-1422
14:10,850,0058,g4,-11200,0,0,-1422
14:15,855,0058,g4,-11200,0,0,-1422
14:20,860,0058,g4,-11200,0,0,0
14:25,865,0058,g4,-11200,0,0,0
14:30,870,0058,g4,-9600,1600,1600,1600
14:35,875,0058,g4,-9600,0,1600,1600
14:40,880,0058,g4,-9600,0,0,1600
14:45,885,0058,g4,-11200,-1600,-1600,0
14:50,890,0058,g4,-11200,0,-1600,0
14:55,895,0058,g4,-11200,0,0,0
15:00,900,0058,g4,-11200,0,0,-1600
15:05,905,0058,g4,-11200,0,0,-1600
15:10,910,0058,g4,-11200,0,0,-1600
15:15,915,0058,g4,-11200,0,0,0
15:20,920,0058,g4,-11200,0,0,0
15:25,925,0058,g4,-11200,0,0,0
15:30,930,0058,g4,-14400,-3200,-3200,-3200
15:35,935,0058,g4,-14400,0,-3200,-3200
15:40,940,0058,g4,-14400,0,0,-3200
15:45,945,0058,g4,-8711,5689,5689,2489
15:50,950,0058,g4,-8711,0,5689,2489
15:55,955,0058,g4,-8711,0,0,2489
16:00,960,0058,g4,-8711,0,0,5689
16:05,965,0058,g4,-8711,0,0,5689
16:10,970,0058,g4,-8711,0,0,5689
16:15,975,0058,g4,-8711,0,0,0
16:20,980,0058,g4,-8711,0,0,0
16:25,985,0058,g4,-8711,0,0,0
16:30,990,0058,g4,-11378,-2667,-2667,-2667
16:35,995,0058,g4,-11378,0,-2667,-2667
16:40,1000,0058,g4,-11378,0,0,-2667
16:45,1005,0058,g4,-11378,0,0,-2667
16:50,1010,0058,g4,-12622,-1244,-1244,-3911
16:55,1015,0058,g4,-12622,0,-1244,-3911
17:00,1020,0058,g4,-12622,0,0,-1244
17:05,1025,0058,g4,-12622,0,0,-1244
17:10,1030,0058,g4,-12622,0,0,-1244
17:15,1035,0058,g4,-12622,0,0,-1244
17:20,1040,0058,g4,-12622,0,0,0
17:25,1045,0058,g4,-12622,0,0,0
17:30,1050,0058,g4,-10844,1778,1778,1778
17:35,1055,0058,g4,-10844,0,1778,1778
17:40,1060,0058,g4,-10844,0,0,1778
17:45,1065,0058,g4,-10844,0,0,1778
17:50,1070,0058,g4,-11022,-178,-178,1600
17:55,1075,0058,g4,-11022,0,-178,1600
18:00,1080,0058,g4,-11022,0,0,-178
18:05,1085,0058,g4,-11022,0,0,-178
18:10,1090,0058,g4,-11022,0,0,-178
18:15,1095,0058,g4,-11022,0,0,-178
18:20,1100,0058,g4,-11022,0,0,0
18:25,1105,0058,g4,-3556,7466,7466,7466
18:30,1110,0058,g4,-3556,0,7466,7466
18:35,1115,0058,g4,-3556,0,0,7466
18:40,1120,0058,g4,-3556,0,0,7466
18:45,1125,0058,g4,-3556,0,0,7466
18:50,1130,0058,g4,-3911,-355,-355,7111
18:55,1135,0058,g4,-3911,0,-355,-355
19:00,1140,0058,g4,-3911,0,0,-355
19:05,1145,0058,g4,-3911,0,0,-355
19:10,1150,0058,g4,-3911,0,0,-355
19:15,1155,0058,g4,-3911,0,0,-355
19:20,1160,0058,g4,-3911,0,0,0
19:25,1165,0058,g4,-3911,0,0,0
19:30,1170,0058,g4,-3911,0,0,0
19:35,1175,0058,g4,-3911,0,0,0
19:40,1180,0058,g4,-3911,0,0,0
19:45,1185,0058,g4,-3022,889,889,889
19:50,1190,0058,g4,-3022,0,889,889
19:55,1195,0058,g4,-3022,0,0,889
20:00,1200,0058,g4,-3022,0,0,889
20:05,1205,0058,g4,-3022,0,0,889
20:10,1210,0058,g4,-3022,0,0,889
20:15,1215,0058,g4,-3022,0,0,0
20:20,1220,0058,g4,-3022,0,0,0
20:25,1225,0058,g4,-3022,0,0,0
20:30,1230,0058,g4,5000,8022,8022,8022
20:35,1235,0058,g4,5000,0,8022,8022
20:40,1240,0058,g4,5000,0,0,8022
20:45,1245,0058,g4,5690,690,690,8712
20:50,1250,0058,g4,5690,0,690,8712
20:55,1255,0058,g4,5690,0,0,8712
21:00,1260,0058,g4,5690,0,0,690
21:05,1265,0058,g4,5690,0,0,690
21:10,1270,0058,g4,5690,0,0,690
21:15,1275,0058,g4,5690,0,0,0
21:20,1280,0058,g4,5690,0,0,0
21:25,1285,0058,g4,5690,0,0,0
21:30,1290,0058,g4,5690,0,0,0
21:35,1295,0058,g4,5690,0,0,0
21:40,1300,0058,g4,5690,0,0,0
21:45,1305,0058,g4,5690,0,0,0
21:50,1310,0058,g4,5690,0,0,0
21:55,1315,0058,g4,5690,0,0,0
22:00,1320,0058,g4,5690,0,0,0
22:05,1325,0058,g4,5690,0,0,0
22:10,1330,0058,g4,5690,0,0,0
22:15,1335,0058,g4,5690,0,0,0
22:20,1340,0058,g4,5690,0,0,0
22:25,1345,0058,g4,5690,0,0,0
22:30,1350,0058,g4,5517,-173,-173,-173
22:35,1355,0058,g4,5517,0,-173,-173
22:40,1360,0058,g4,5517,0,0,-173
22:45,1365,0058,g4,5517,0,0,-173
22:50,1370,0058,g4,5517,0,0,-173
22:55,1375,0058,g4,5517,0,0,-173
23:00,1380,0058,g4,5517,0,0,0
23:05,1385,0058,g4,5517,0,0,0
23:10,1390,0058,g4,5517,0,0,0
23:15,1395,0058,g4,5517,0,0,0
23:16,1396,0058,g4,5517,,,
23:20,1400,0058,g4,5517,0,0,0
09:00,540,0059,g5,0,,,
09:05,545,0059,g5,0,0,,
09:10,550,0059,g5,0,0,0,
09:15,555,0059,g5,0,0,0,
09:20,560,0059,g5,0,0,0,
09:25,565,0059,g5,0,0,0,
09:30,570,0059,g5,0,0,0,0
09:35,575,0059,g5,0,0,0,0
09:40,580,0059,g5,0,0,0,0
09:45,585,0059,g5,0,0,0,0
09:50,590,0059,g5,0,0,0,0
09:55,595,0059,g5,0,0,0,0
10:00,600,0059,g5,0,0,0,0
10:05,605,0059,g5,0,0,0,0
10:10,610,0059,g5,0,0,0,0
10:15,615,0059,g5,0,0,0,0
10:20,620,0059,g5,0,0,0,0
10:25,625,0059,g5,-1067,-1067,-1067,-1067
10:30,630,0059,g5,-1067,0,-1067,-1067
10:35,635,0059,g5,-1067,0,0,-1067
10:40,640,0059,g5,-2133,-1066,-1066,-2133
10:45,645,0059,g5,-2133,0,-1066,-2133
10:50,650,0059,g5,-2133,0,0,-2133
10:55,655,0059,g5,-2133,0,0,-1066
11:00,660,0059,g5,1724,3857,3857,2791
11:05,665,0059,g5,1724,0,3857,2791
11:10,670,0059,g5,1724,0,0,3857
11:15,675,0059,g5,1724,0,0,3857
11:20,680,0059,g5,1724,0,0,3857
11:25,685,0059,g5,1724,0,0,3857
11:30,690,0059,g5,1724,0,0,0
11:35,695,0059,g5,1724,0,0,0
11:40,700,0059,g5,1724,0,0,0
11:45,705,0059,g5,690,-1034,-1034,-1034
11:50,710,0059,g5,690,0,-1034,-1034
11:55,715,0059,g5,690,0,0,-1034
12:00,720,0059,g5,690,0,0,-1034
12:05,725,0059,g5,690,0,0,-1034
12:10,730,0059,g5,690,0,0,-1034
12:15,735,0059,g5,690,0,0,0
12:20,740,0059,g5,690,0,0,0
12:25,745,0059,g5,690,0,0,0
12:30,750,0059,g5,-2133,-2823,-2823,-2823
12:35,755,0059,g5,-2133,0,-2823,-2823
12:40,760,0059,g5,-2133,0,0,-2823
12:45,765,0059,g5,-2133,0,0,-2823
12:50,770,0059,g5,-3378,-1245,-1245,-4068
12:55,775,0059,g5,-3378,0,-1245,-4068
13:00,780,0059,g5,-3378,0,0,-1245
13:05,785,0059,g5,-3378,0,0,-1245
13:10,790,0059,g5,-3378,0,0,-1245
13:15,795,0059,g5,-3378,0,0,-1245
13:20,800,0059,g5,-3378,0,0,0
13:25,805,0059,g5,-5867,-2489,-2489,-2489
13:30,810,0059,g5,-5867,0,-2489,-2489
13:35,815,0059,g5,-5867,0,0,-2489
13:40,820,0059,g5,-5867,0,0,-2489
13:45,825,0059,g5,-5867,0,0,-2489
13:50,830,0059,g5,-7289,-1422,-1422,-3911
13:55,835,0059,g5,-7289,0,-1422,-1422
14:00,840,0059,g5,-7289,0,0,-1422
14:05,845,0059,g5,-7289,0,0,-1422
14:10,850,0059,g5,-7289,0,0,-1422
14:15,855,0059,g5,-7289,0,0,-1422
14:20,860,0059,g5,-7289,0,0,0
14:25,865,0059,g5,-7289,0,0,0
14:30,870,0059,g5,-9778,-2489,-2489,-2489
14:35,875,0059,g5,-9778,0,-2489,-2489
14:40,880,0059,g5,-9778,0,0,-2489
14:45,885,0059,g5,-10667,-889,-889,-3378
14:50,890,0059,g5,-10667,0,-889,-3378
14:55,895,0059,g5,-10667,0,0,-3378
15:00,900,0059,g5,-10667,0,0,-889
15:05,905,0059,g5,-10667,0,0,-889
15:10,910,0059,g5,-10667,0,0,-889
15:15,915,0059,g5,-10667,0,0,0
15:20,920,0059,g5,-10667,0,0,0
15:25,925,0059,g5,-10667,0,0,0
15:30,930,0059,g5,-8889,1778,1778,1778
15:35,935,0059,g5,-8889,0,1778,1778
15:40,940,0059,g5,-8889,0,0,1778
15:45,945,0059,g5,-5511,3378,3378,5156
15:50,950,0059,g5,-5511,0,3378,5156
15:55,955,0059,g5,-5511,0,0,5156
16:00,960,0059,g5,-5511,0,0,3378
16:05,965,0059,g5,-5511,0,0,3378
16:10,970,0059,g5,-5511,0,0,3378
16:15,975,0059,g5,-5511,0,0,0
16:20,980,0059,g5,-5511,0,0,0
16:25,985,0059,g5,-5511,0,0,0
16:30,990,0059,g5,172,5683,5683,5683
16:35,995,0059,g5,172,0,5683,5683
16:40,1000,0059,g5,172,0,0,5683
16:45,1005,0059,g5,172,0,0,5683
16:50,1010,0059,g5,4138,3966,3966,9649
16:55,1015,0059,g5,4138,0,3966,9649
17:00,1020,0059,g5,4138,0,0,3966
17:05,1025,0059,g5,4138,0,0,3966
17:10,1030,0059,g5,4138,0,0,3966
17:15,1035,0059,g5,4138,0,0,3966
17:20,1040,0059,g5,4138,0,0,0
17:25,1045,0059,g5,4138,0,0,0
17:30,1050,0059,g5,2759,-1379,-1379,-1379
17:35,1055,0059,g5,2759,0,-1379,-1379
17:40,1060,0059,g5,2759,0,0,-1379
17:45,1065,0059,g5,2759,0,0,-1379
17:50,1070,0059,g5,1897,-862,-862,-2241
17:55,1075,0059,g5,1897,0,-862,-2241
18:00,1080,0059,g5,1897,0,0,-862
18:05,1085,0059,g5,1897,0,0,-862
18:10,1090,0059,g5,1897,0,0,-862
18:15,1095,0059,g5,1897,0,0,-862
18:20,1100,0059,g5,1897,0,0,0
18:25,1105,0059,g5,1034,-863,-863,-863
18:30,1110,0059,g5,1034,0,-863,-863
18:35,1115,0059,g5,1034,0,0,-863
18:40,1120,0059,g5,1034,0,0,-863
18:45,1125,0059,g5,1034,0,0,-863
18:50,1130,0059,g5,1034,0,0,-863
18:55,1135,0059,g5,1034,0,0,0
19:00,1140,0059,g5,1034,0,0,0
19:05,1145,0059,g5,1034,0,0,0
19:10,1150,0059,g5,1034,0,0,0
19:15,1155,0059,g5,1034,0,0,0
19:20,1160,0059,g5,1034,0,0,0
19:25,1165,0059,g5,1034,0,0,0
19:30,1170,0059,g5,1034,0,0,0
19:35,1175,0059,g5,1034,0,0,0
19:40,1180,0059,g5,1034,0,0,0
19:45,1185,0059,g5,1034,0,0,0
19:50,1190,0059,g5,1034,0,0,0
19:55,1195,0059,g5,1034,0,0,0
20:00,1200,0059,g5,1034,0,0,0
20:05,1205,0059,g5,1034,0,0,0
20:10,1210,0059,g5,1034,0,0,0
20:15,1215,0059,g5,1034,0,0,0
20:20,1220,0059,g5,1034,0,0,0
20:25,1225,0059,g5,1034,0,0,0
20:30,1230,0059,g5,690,-344,-344,-344
20:35,1235,0059,g5,690,0,-344,-344
20:40,1240,0059,g5,690,0,0,-344
20:45,1245,0059,g5,517,-173,-173,-517
20:50,1250,0059,g5,517,0,-173,-517
20:55,1255,0059,g5,517,0,0,-517
21:00,1260,0059,g5,517,0,0,-173
21:05,1265,0059,g5,517,0,0,-173
21:10,1270,0059,g5,517,0,0,-173
21:15,1275,0059,g5,517,0,0,0
21:20,1280,0059,g5,517,0,0,0
21:25,1285,0059,g5,517,0,0,0
21:30,1290,0059,g5,172,-345,-345,-345
21:35,1295,0059,g5,172,0,-345,-345
21:40,1300,0059,g5,172,0,0,-345
21:45,1305,0059,g5,172,0,0,-345
21:50,1310,0059,g5,172,0,0,-345
21:55,1315,0059,g5,172,0,0,-345
22:00,1320,0059,g5,172,0,0,0
22:05,1325,0059,g5,172,0,0,0
22:10,1330,0059,g5,172,0,0,0
22:15,1335,0059,g5,172,0,0,0
22:20,1340,0059,g5,172,0,0,0
22:25,1345,0059,g5,172,0,0,0
22:30,1350,0059,g5,-1244,-1416,-1416,-1416
22:35,1355,0059,g5,-1244,0,-1416,-1416
22:40,1360,0059,g5,-1244,0,0,-1416
22:45,1365,0059,g5,-1244,0,0,-1416
22:50,1370,0059,g5,-1244,0,0,-1416
22:55,1375,0059,g5,-1244,0,0,-1416
23:00,1380,0059,g5,-1244,0,0,0
23:05,1385,0059,g5,-1244,0,0,0
23:10,1390,0059,g5,-1244,0,0,0
23:15,1395,0059,g5,-1244,0,0,0
23:16,1396,0059,g5,-1244,,,
23:20,1400,0059,g5,-1244,0,0,0
09:00,540,0060,g6,0,,,
09:05,545,0060,g6,0,0,,
09:10,550,0060,g6,0,0,0,
09:15,555,0060,g6,0,0,0,
09:20,560,0060,g6,0,0,0,
09:25,565,0060,g6,0,0,0,
09:30,570,0060,g6,0,0,0,0
09:35,575,0060,g6,0,0,0,0
09:40,580,0060,g6,0,0,0,0
09:45,585,0060,g6,0,0,0,0
09:50,590,0060,g6,0,0,0,0
09:55,595,0060,g6,0,0,0,0
10:00,600,0060,g6,0,0,0,0
10:05,605,0060,g6,0,0,0,0
10:10,610,0060,g6,0,0,0,0
10:15,615,0060,g6,0,0,0,0
10:20,620,0060,g6,0,0,0,0
10:25,625,0060,g6,0,0,0,0
10:30,630,0060,g6,0,0,0,0
10:35,635,0060,g6,0,0,0,0
10:40,640,0060,g6,0,0,0,0
10:45,645,0060,g6,0,0,0,0
10:50,650,0060,g6,0,0,0,0
10:55,655,0060,g6,0,0,0,0
11:00,660,0060,g6,0,0,0,0
11:05,665,0060,g6,0,0,0,0
11:10,670,0060,g6,0,0,0,0
11:15,675,0060,g6,0,0,0,0
11:20,680,0060,g6,0,0,0,0
11:25,685,0060,g6,0,0,0,0
11:30,690,0060,g6,0,0,0,0
11:35,695,0060,g6,0,0,0,0
11:40,700,0060,g6,0,0,0,0
11:45,705,0060,g6,-1277,-1277,-1277,-1277
11:50,710,0060,g6,-1277,0,-1277,-1277
11:55,715,0060,g6,-1277,0,0,-1277
12:00,720,0060,g6,-1277,0,0,-1277
12:05,725,0060,g6,-1277,0,0,-1277
12:10,730,0060,g6,-1277,0,0,-1277
12:15,735,0060,g6,-1277,0,0,0
12:20,740,0060,g6,-1277,0,0,0
12:25,745,0060,g6,-1277,0,0,0
12:30,750,0060,g6,-1787,-510,-510,-510
12:35,755,0060,g6,-1787,0,-510,-510
12:40,760,0060,g6,-1787,0,0,-510
12:45,765,0060,g6,-1787,0,0,-510
12:50,770,0060,g6,-2553,-766,-766,-1276
12:55,775,0060,g6,-2553,0,-766,-1276
13:00,780,0060,g6,-2553,0,0,-766
13:05,785,0060,g6,-2553,0,0,-766
13:10,790,0060,g6,-2553,0,0,-766
13:15,795,0060,g6,-2553,0,0,-766
13:20,800,0060,g6,-2553,0,0,0
13:25,805,0060,g6,-4340,-1787,-1787,-1787
13:30,810,0060,g6,-4340,0,-1787,-1787
13:35,815,0060,g6,-4340,0,0,-1787
13:40,820,0060,g6,-4340,0,0,-1787
13:45,825,0060,g6,-4340,0,0,-1787
13:50,830,0060,g6,-5362,-1022,-1022,-2809
13:55,835,0060,g6,-5362,0,-1022,-1022
14:00,840,0060,g6,-5362,0,0,-1022
14:05,845,0060,g6,-5362,0,0,-1022
14:10,850,0060,g6,-5362,0,0,-1022
14:15,855,0060,g6,-5362,0,0,-1022
14:20,860,0060,g6,-5362,0,0,0
14:25,865,0060,g6,-5362,0,0,0
14:30,870,0060,g6,-7915,-2553,-2553,-2553
14:35,875,0060,g6,-7915,0,-2553,-2553
14:40,880,0060,g6,-7915,0,0,-2553
14:45,885,0060,g6,-8936,-1021,-1021,-3574
14:50,890,0060,g6,-8936,0,-1021,-3574
14:55,895,0060,g6,-8936,0,0,-3574
15:00,900,0060,g6,-8936,0,0,-1021
15:05,905,0060,g6,-8936,0,0,-1021
15:10,910,0060,g6,-8936,0,0,-1021
15:15,915,0060,g6,-8936,0,0,0
15:20,920,0060,g6,-8936,0,0,0
15:25,925,0060,g6,-8936,0,0,0
15:30,930,0060,g6,-11234,-2298,-2298,-2298
15:35,935,0060,g6,-11234,0,-2298,-2298
15:40,940,0060,g6,-11234,0,0,-2298
15:45,945,0060,g6,-12511,-1277,-1277,-3575
15:50,950,0060,g6,-12511,0,-1277,-3575
15:55,955,0060,g6,-12511,0,0,-3575
16:00,960,0060,g6,-12511,0,0,-1277
16:05,965,0060,g6,-12511,0,0,-1277
16:10,970,0060,g6,-12511,0,0,-1277
16:15,975,0060,g6,-12511,0,0,0
16:20,980,0060,g6,-12511,0,0,0
16:25,985,0060,g6,-12511,0,0,0
16:30,990,0060,g6,-13787,-1276,-1276,-1276
16:35,995,0060,g6,-13787,0,-1276,-1276
16:40,1000,0060,g6,-13787,0,0,-1276
16:45,1005,0060,g6,-13787,0,0,-1276
16:50,1010,0060,g6,-14298,-511,-511,-1787
16:55,1015,0060,g6,-14298,0,-511,-1787
17:00,1020,0060,g6,-14298,0,0,-511
17:05,1025,0060,g6,-14298,0,0,-511
17:10,1030,0060,g6,-14298,0,0,-511
17:15,1035,0060,g6,-14298,0,0,-511
17:20,1040,0060,g6,-14298,0,0,0
17:25,1045,0060,g6,-14298,0,0,0
17:30,1050,0060,g6,-16085,-1787,-1787,-1787
17:35,1055,0060,g6,-16085,0,-1787,-1787
17:40,1060,0060,g6,-16085,0,0,-1787
17:45,1065,0060,g6,-16085,0,0,-1787
17:50,1070,0060,g6,-15064,1021,1021,-766
17:55,1075,0060,g6,-15064,0,1021,-766
18:00,1080,0060,g6,-15064,0,0,1021
18:05,1085,0060,g6,-15064,0,0,1021
18:10,1090,0060,g6,-15064,0,0,1021
18:15,1095,0060,g6,-15064,0,0,1021
18:20,1100,0060,g6,-15064,0,0,0
18:25,1105,0060,g6,-17362,-2298,-2298,-2298
18:30,1110,0060,g6,-17362,0,-2298,-2298
18:35,1115,0060,g6,-17362,0,0,-2298
18:40,1120,0060,g6,-17362,0,0,-2298
18:45,1125,0060,g6,-17362,0,0,-2298
18:50,1130,0060,g6,-18383,-1021,-1021,-3319
18:55,1135,0060,g6,-18383,0,-1021,-1021
19:00,1140,0060,g6,-18383,0,0,-1021
19:05,1145,0060,g6,-18383,0,0,-1021
19:10,1150,0060,g6,-18383,0,0,-1021
19:15,1155,0060,g6,-18383,0,0,-1021
19:20,1160,0060,g6,-18383,0,0,0
19:25,1165,0060,g6,-20170,-1787,-1787,-1787
19:30,1170,0060,g6,-20170,0,-1787,-1787
19:35,1175,0060,g6,-20170,0,0,-1787
19:40,1180,0060,g6,-20170,0,0,-1787
19:45,1185,0060,g6,-21447,-1277,-1277,-3064
19:50,1190,0060,g6,-21447,0,-1277,-3064
19:55,1195,0060,g6,-21447,0,0,-1277
20:00,1200,0060,g6,-21447,0,0,-1277
20:05,1205,0060,g6,-21447,0,0,-1277
20:10,1210,0060,g6,-21447,0,0,-1277
20:15,1215,0060,g6,-21447,0,0,0
20:20,1220,0060,g6,-21447,0,0,0
20:25,1225,0060,g6,-21447,0,0,0
20:30,1230,0060,g6,-21957,-510,-510,-510
20:35,1235,0060,g6,-21957,0,-510,-510
20:40,1240,0060,g6,-21957,0,0,-510
20:45,1245,0060,g6,-21957,0,0,-510
20:50,1250,0060,g6,-21957,0,0,-510
20:55,1255,0060,g6,-21957,0,0,-510
21:00,1260,0060,g6,-21957,0,0,0
21:05,1265,0060,g6,-21957,0,0,0
21:10,1270,0060,g6,-21957,0,0,0
21:15,1275,0060,g6,-21957,0,0,0
21:20,1280,0060,g6,-21957,0,0,0
21:25,1285,0060,g6,-21957,0,0,0
21:30,1290,0060,g6,-22213,-256,-256,-256
21:35,1295,0060,g6,-22213,0,-256,-256
21:40,1300,0060,g6,-22213,0,0,-256
21:45,1305,0060,g6,-22213,0,0,-256
21:50,1310,0060,g6,-22213,0,0,-256
21:55,1315,0060,g6,-22213,0,0,-256
22:00,1320,0060,g6,-22213,0,0,0
22:05,1325,0060,g6,-22213,0,0,0
22:10,1330,0060,g6,-22213,0,0,0
22:15,1335,0060,g6,-22213,0,0,0
22:20,1340,0060,g6,-22213,0,0,0
22:25,1345,0060,g6,-22213,0,0,0
22:30,1350,0060,g6,-22213,0,0,0
22:35,1355,0060,g6,-22213,0,0,0
22:40,1360,0060,g6,-22213,0,0,0
22:45,1365,0060,g6,-22213,0,0,0
22:50,1370,0060,g6,-22213,0,0,0
22:55,1375,0060,g6,-22213,0,0,0
23:00,1380,0060,g6,-22213,0,0,0
23:05,1385,0060,g6,-22213,0,0,0
23:10,1390,0060,g6,-22213,0,0,0
23:15,1395,0060,g6,-22213,0,0,0
23:16,1396,0060,g6,-22213,,,
23:20,1400,0060,g6,-22213,0,0,0
09:00,540,0061,g7,0,,,
09:05,545,0061,g7,0,0,,
09:10,550,0061,g7,0,0,0,
09:15,555,0061,g7,0,0,0,
09:20,560,0061,g7,0,0,0,
09:25,565,0061,g7,0,0,0,
09:30,570,0061,g7,0,0,0,0
09:35,575,0061,g7,0,0,0,0
09:40,580,0061,g7,0,0,0,0
09:45,585,0061,g7,0,0,0,0
09:50,590,0061,g7,0,0,0,0
09:55,595,0061,g7,0,0,0,0
10:00,600,0061,g7,0,0,0,0
10:05,605,0061,g7,0,0,0,0
10:10,610,0061,g7,0,0,0,0
10:15,615,0061,g7,0,0,0,0
10:20,620,0061,g7,0,0,0,0
10:25,625,0061,g7,0,0,0,0
10:30,630,0061,g7,0,0,0,0
10:35,635,0061,g7,0,0,0,0
10:40,640,0061,g7,0,0,0,0
10:45,645,0061,g7,0,0,0,0
10:50,650,0061,g7,0,0,0,0
10:55,655,0061,g7,0,0,0,0
11:00,660,0061,g7,0,0,0,0
11:05,665,0061,g7,0,0,0,0
11:10,670,0061,g7,0,0,0,0
11:15,675,0061,g7,0,0,0,0
11:20,680,0061,g7,0,0,0,0
11:25,685,0061,g7,0,0,0,0
11:30,690,0061,g7,-178,-178,-178,-178
11:35,695,0061,g7,-178,0,-178,-178
11:40,700,0061,g7,-178,0,0,-178
11:45,705,0061,g7,-178,0,0,-178
11:50,710,0061,g7,-178,0,0,-178
11:55,715,0061,g7,-178,0,0,-178
12:00,720,0061,g7,-178,0,0,0
12:05,725,0061,g7,-178,0,0,0
12:10,730,0061,g7,-178,0,0,0
12:15,735,0061,g7,-178,0,0,0
12:20,740,0061,g7,-178,0,0,0
12:25,745,0061,g7,-178,0,0,0
12:30,750,0061,g7,-178,0,0,0
12:35,755,0061,g7,-178,0,0,0
12:40,760,0061,g7,-178,0,0,0
12:45,765,0061,g7,-178,0,0,0
12:50,770,0061,g7,-178,0,0,0
12:55,775,0061,g7,-178,0,0,0
13:00,780,0061,g7,-178,0,0,0
13:05,785,0061,g7,-178,0,0,0
13:10,790,0061,g7,-178,0,0,0
13:15,795,0061,g7,-178,0,0,0
13:20,800,0061,g7,-178,0,0,0
13:25,805,0061,g7,-2756,-2578,-2578,-2578
13:30,810,0061,g7,-2756,0,-2578,-2578
13:35,815,0061,g7,-2756,0,0,-2578
13:40,820,0061,g7,-2756,0,0,-2578
13:45,825,0061,g7,-2756,0,0,-2578
13:50,830,0061,g7,-1244,1512,1512,-1066
13:55,835,0061,g7,-1244,0,1512,1512
14:00,840,0061,g7,-1244,0,0,1512
14:05,845,0061,g7,-1244,0,0,1512
14:10,850,0061,g7,-1244,0,0,1512
14:15,855,0061,g7,-1244,0,0,1512
14:20,860,0061,g7,-1244,0,0,0
14:25,865,0061,g7,-1244,0,0,0
14:30,870,0061,g7,-978,266,266,266
14:35,875,0061,g7,-978,0,266,266
14:40,880,0061,g7,-978,0,0,266
14:45,885,0061,g7,-2311,-1333,-1333,-1067
14:50,890,0061,g7,-2311,0,-1333,-1067
14:55,895,0061,g7,-2311,0,0,-1067
15:00,900,0061,g7,-2311,0,0,-1333
15:05,905,0061,g7,-2311,0,0,-1333
15:10,910,0061,g7,-2311,0,0,-1333
15:15,915,0061,g7,-2311,0,0,0
15:20,920,0061,g7,-2311,0,0,0
15:25,925,0061,g7,-2311,0,0,0
15:30,930,0061,g7,-267,2044,2044,2044
15:35,935,0061,g7,-267,0,2044,2044
15:40,940,0061,g7,-267,0,0,2044
15:45,945,0061,g7,5862,6129,6129,8173
15:50,950,0061,g7,5862,0,6129,8173
15:55,955,0061,g7,5862,0,0,8173
16:00,960,0061,g7,5862,0,0,6129
16:05,965,0061,g7,5862,0,0,6129
16:10,970,0061,g7,5862,0,0,6129
16:15,975,0061,g7,5862,0,0,0
16:20,980,0061,g7,5862,0,0,0
16:25,985,0061,g7,5862,0,0,0
16:30,990,0061,g7,6466,604,604,604
16:35,995,0061,g7,6466,0,604,604
16:40,1000,0061,g7,6466,0,0,604
16:45,1005,0061,g7,6466,0,0,604
16:50,1010,0061,g7,5862,-604,-604,0
16:55,1015,0061,g7,5862,0,-604,0
17:00,1020,0061,g7,5862,0,0,-604
17:05,1025,0061,g7,5862,0,0,-604
17:10,1030,0061,g7,5862,0,0,-604
17:15,1035,0061,g7,5862,0,0,-604
17:20,1040,0061,g7,5862,0,0,0
17:25,1045,0061,g7,5862,0,0,0
17:30,1050,0061,g7,3276,-2586,-2586,-2586
17:35,1055,0061,g7,3276,0,-2586,-2586
17:40,1060,0061,g7,3276,0,0,-2586
17:45,1065,0061,g7,3276,0,0,-2586
17:50,1070,0061,g7,1897,-1379,-1379,-3965
17:55,1075,0061,g7,1897,0,-1379,-3965
18:00,1080,0061,g7,1897,0,0,-1379
18:05,1085,0061,g7,1897,0,0,-1379
18:10,1090,0061,g7,1897,0,0,-1379
18:15,1095,0061,g7,1897,0,0,-1379
18:20,1100,0061,g7,1897,0,0,0
18:25,1105,0061,g7,-622,-2519,-2519,-2519
18:30,1110,0061,g7,-622,0,-2519,-2519
18:35,1115,0061,g7,-622,0,0,-2519
18:40,1120,0061,g7,-622,0,0,-2519
18:45,1125,0061,g7,-622,0,0,-2519
18:50,1130,0061,g7,-2133,-1511,-1511,-4030
18:55,1135,0061,g7,-2133,0,-1511,-1511
19:00,1140,0061,g7,-2133,0,0,-1511
19:05,1145,0061,g7,-2133,0,0,-1511
19:10,1150,0061,g7,-2133,0,0,-1511
19:15,1155,0061,g7,-2133,0,0,-1511
19:20,1160,0061,g7,-2133,0,0,0
19:25,1165,0061,g7,-4533,-2400,-2400,-2400
19:30,1170,0061,g7,-4533,0,-2400,-2400
19:35,1175,0061,g7,-4533,0,0,-2400
19:40,1180,0061,g7,-4533,0,0,-2400
19:45,1185,0061,g7,-4978,-445,-445,-2845
19:50,1190,0061,g7,-4978,0,-445,-2845
19:55,1195,0061,g7,-4978,0,0,-445
20:00,1200,0061,g7,-4978,0,0,-445
