window,time,minute,hit_count
5,10:20,620,1
5,10:25,625,0
5,10:30,630,1
5,10:35,635,1
5,10:40,640,1
5,10:45,645,0
5,10:50,650,2
5,10:55,655,1
5,11:00,660,1
5,11:05,665,1
5,11:10,670,2
5,11:15,675,2
5,11:20,680,3
5,11:25,685,3
5,11:30,690,1
5,11:35,695,0
5,11:40,700,1
5,11:45,705,0
5,11:50,710,1
5,11:55,715,2
5,12:00,720,1
5,12:05,725,2
5,12:10,730,0
5,12:15,735,2
5,12:20,740,1
5,12:25,745,3
5,12:30,750,3
5,12:35,755,0
5,12:40,760,7
5,12:45,765,1
5,12:50,770,0
5,12:55,775,1
5,13:00,780,1
5,13:05,785,0
5,13:10,790,0
5,13:15,795,1
5,13:20,800,2
5,13:25,805,1
5,13:30,810,3
5,13:35,815,2
5,13:40,820,4
5,13:45,825,1
5,13:50,830,2
5,13:55,835,1
5,14:00,840,3
5,14:05,845,3
5,14:10,850,1
5,14:15,855,1
5,14:20,860,2
5,14:25,865,3
5,14:30,870,2
5,14:35,875,0
5,14:40,880,8
5,14:45,885,3
5,14:50,890,0
5,14:55,895,3
5,15:00,900,1
5,15:05,905,1
5,15:10,910,1
5,15:15,915,3
5,15:20,920,2
5,15:25,925,3
5,15:30,930,2
5,15:35,935,0
5,15:40,940,2
5,15:45,945,2
5,15:50,950,2
5,15:55,955,1
5,16:00,960,2
5,16:05,965,3
5,16:10,970,0
5,16:15,975,0
5,16:20,980,4
5,16:25,985,2
5,16:30,990,1
5,16:35,995,1
5,16:40,1000,1
5,16:45,1005,2
5,16:50,1010,1
5,16:55,1015,1
5,17:00,1020,1
5,17:05,1025,2
5,17:10,1030,0
5,17:15,1035,2
5,17:20,1040,1
5,17:25,1045,0
5,17:30,1050,0
5,17:35,1055,0
5,17:40,1060,4
5,17:45,1065,1
5,17:50,1070,2
5,17:55,1075,1
5,18:00,1080,1
5,18:05,1085,0
5,18:10,1090,2
5,18:15,1095,0
5,18:20,1100,0
5,18:25,1105,0
5,18:30,1110,3
5,18:35,1115,0
5,18:40,1120,1
5,18:45,1125,2
5,18:50,1130,0
5,18:55,1135,0
5,19:00,1140,1
5,19:05,1145,3
5,19:10,1150,3
5,19:15,1155,1
5,19:20,1160,4
5,19:25,1165,0
5,19:30,1170,3
5,19:35,1175,2
5,19:40,1180,1
5,19:45,1185,2
5,19:50,1190,0
5,19:55,1195,1
5,20:00,1200,2
5,20:05,1205,0
5,20:10,1210,2
5,20:15,1215,0
5,20:20,1220,0
5,20:25,1225,2
5,20:30,1230,0
5,20:35,1235,1
5,20:40,1240,1
5,20:45,1245,0
5,20:50,1250,2
5,20:55,1255,0
5,21:00,1260,0
5,21:05,1265,2
5,21:10,1270,0
5,21:15,1275,0
5,21:20,1280,1
5,21:25,1285,1
10,10:20,620,1
10,10:30,630,2
10,10:40,640,1
10,10:50,650,3
10,11:00,660,2
10,11:10,670,4
10,11:20,680,6
10,11:30,690,1
10,11:40,700,1
10,11:50,710,3
10,12:00,720,3
10,12:10,730,2
10,12:20,740,4
10,12:30,750,3
10,12:40,760,8
10,12:50,770,1
10,13:00,780,1
10,13:10,790,1
10,13:20,800,3
10,13:30,810,5
10,13:40,820,5
10,13:50,830,3
10,14:00,840,6
10,14:10,850,2
10,14:20,860,5
10,14:30,870,2
10,14:40,880,11
10,14:50,890,3
10,15:00,900,2
10,15:10,910,4
10,15:20,920,5
10,15:30,930,2
10,15:40,940,4
10,15:50,950,3
10,16:00,960,5
10,16:10,970,0
10,16:20,980,6
10,16:30,990,2
10,16:40,1000,3
10,16:50,1010,2
10,17:00,1020,3
10,17:10,1030,2
10,17:20,1040,1
10,17:30,1050,0
10,17:40,1060,5
10,17:50,1070,3
10,18:00,1080,1
10,18:10,1090,2
10,18:20,1100,0
10,18:30,1110,3
10,18:40,1120,3
10,18:50,1130,0
10,19:00,1140,4
10,19:10,1150,4
10,19:20,1160,4
10,19:30,1170,5
10,19:40,1180,3
10,19:50,1190,1
10,20:00,1200,2
10,20:10,1210,2
10,20:20,1220,2
10,20:30,1230,1
10,20:40,1240,1
10,20:50,1250,2
10,21:00,1260,2
10,21:10,1270,0
10,21:20,1280,2
30,10:00,600,1
30,10:30,630,6
30,11:00,660,12
30,11:30,690,5
30,12:00,720,9
30,12:30,750,12
30,13:00,780,5
30,13:30,810,13
30,14:00,840,13
30,14:30,870,16
30,15:00,900,11
30,15:30,930,9
30,16:00,960,11
30,16:30,990,7
30,17:00,1020,6
30,17:30,1050,8
30,18:00,1080,3
30,18:30,1110,6
30,19:00,1140,12
30,19:30,1170,9
30,20:00,1200,6
30,20:30,1230,4
30,21:00,1260,4
