group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,4,0.75,False,10:35,0064,1,10:35,1,1,1,2,0,0,0,7,5200,1,39630,1
g2,3,1,False,10:47,0065,3,10:45,3,1,0,1,2,1,3,4,-2897,5,16097,3
g3,6,0.6,False,10:37,0048,2,10:35,2,1,0,1,2,5,7,3,1011,2,15030,4
g4,9,0.2,False,11:11,0040,4,11:10,4,1,0,1,2,6,8,2,-4977,7,3017,6
g5,7,0.6,False,12:13,0077,7,12:10,7,1,0,1,1,1,2,5,-5232,8,-24124,8
g6,1,1.25,False,11:26,0060,5,11:25,5,1,0,1,2,8,10,1,-1298,3,-3388,7
g7,8,0.5,False,11:30,0070,6,11:30,6,1,1,2,1,0,1,6,-4178,6,3826,5
g8,5,0.75,False,13:10,0053,9,13:10,9,1,1,2,0,0,0,8,-2666,4,24654,2
g9,2,1.25,False,12:15,0054,8,12:15,8,1,0,1,0,0,0,9,-5333,9,-40355,9
