group,value,samples,percentage,source_bullish_count,source_bullish_rate,target_bullish_count,target_bullish_rate,mean_improvement,mean_shape_similarity
component_continuity,ALL_SAME_K,18,62.06896551724138,7,38.88888888888889,8,44.44444444444444,0.8668404436953973,0.7764669874079658
component_continuity,ANY_K_CHANGE,11,37.93103448275862,4,36.36363636363637,3,27.27272727272727,0.5509570055134422,0.8558220149683706
