date,machine,status,n_observations,n_fft,regime,long_k,long_frequency,long_period,long_rank,long_relative_power,mid_k,mid_frequency,mid_period,mid_rank,mid_relative_power,short_k,short_frequency,short_period,short_rank,short_relative_power,long_phase,long_wave_value,long_amplitude,long_x,long_y,long_region,long_top_side,mid_phase,mid_wave_value,mid_amplitude,mid_x,mid_y,mid_region,mid_top_side,short_phase,short_wave_value,short_amplitude,short_x,short_y,short_region,short_top_side,top_wave_count,top_wave_pattern,centroid_x,centroid_y,centroid_y_offset,centroid_region,phase_alignment_score,alignment_threshold_asof,high_alignment_asof,max_pair_distance,convergence_score,convergence_threshold_asof,phase_convergence_asof,bullish,next_day_bullish
2026-06-27,077,INSUFFICIENT_HISTORY,1,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
2026-06-28,077,INSUFFICIENT_HISTORY,2,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
2026-06-29,077,INSUFFICIENT_HISTORY,3,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2026-06-30,077,INSUFFICIENT_HISTORY,4,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
2026-07-01,077,INSUFFICIENT_HISTORY,5,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
2026-07-02,077,INSUFFICIENT_HISTORY,6,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
2026-07-03,077,INSUFFICIENT_HISTORY,7,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
2026-07-04,077,INSUFFICIENT_HISTORY,8,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
2026-07-05,077,INSUFFICIENT_HISTORY,9,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
2026-07-06,077,INSUFFICIENT_HISTORY,10,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2026-07-07,077,INSUFFICIENT_HISTORY,11,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
2026-07-08,077,INSUFFICIENT_HISTORY,12,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
2026-07-09,077,INSUFFICIENT_HISTORY,13,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
2026-07-10,077,INSUFFICIENT_HISTORY,14,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
2026-07-11,077,INSUFFICIENT_HISTORY,15,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
2026-07-12,077,INSUFFICIENT_HISTORY,16,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
2026-07-13,077,INSUFFICIENT_HISTORY,17,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
2026-07-14,077,INSUFFICIENT_HISTORY,18,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
2026-07-15,077,INSUFFICIENT_HISTORY,19,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
2026-07-16,077,INSUFFICIENT_HISTORY,20,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
2026-07-17,077,VALID,21,32,TRANSITION,7,0.21875,4.571428571428571,2,0.13535995512906934,11,0.34375,2.909090909090909,3,0.10322908047726245,13,0.40625,2.4615384615384617,1,0.2845969130562679,275.66600653391106,-1264.1536693416,8830.463938924993,225.5249872131692,197.3889710781997,LEFT,False,67.70266048879466,-3350.3945599270337,7711.510422469469,360.9343414969677,214.98768943183757,RIGHT,False,171.95868240268283,7635.686607829227,12804.231365970689,315.3435749078176,81.39312842272274,TOP,True,1,SHORT,300.6009678726515,164.58992964425332,-25.410070355746683,TOP,0.17226256078478053,,,146.70519489375764,0.33315820502837434,,,False,False
2026-07-18,077,VALID,22,32,UNSTABLE,11,0.34375,2.909090909090909,2,0.12285167664470278,13,0.40625,2.4615384615384617,1,0.2981743921383077,16,0.5,2.0,3,0.10592624847529093,54.627230140220945,-7621.3047795340635,8450.567389635673,348.4964211663579,224.42993581885975,RIGHT,False,308.12811121189225,-5217.565351053899,13165.29202148778,254.18457529555903,225.9601944132837,LEFT,False,4.547473508864641e-13,-7846.88198757764,7846.88198757764,300.00000000000034,236.0,BOTTOM,False,0,NONE,300.8936654873058,228.79671007738114,38.796710077381135,BOTTOM,0.7321680150032989,,,94.32425967333711,0.571253365121195,,,False,True
2026-07-19,077,VALID,23,32,TRANSITION,11,0.34375,2.909090909090909,3,0.11471924144509393,13,0.40625,2.4615384615384617,1,0.3169042276136986,16,0.5,2.0,2,0.1214684216328774,199.70801572554092,12428.548030457208,7943.090928878872,263.5371493193632,88.2080815811135,TOP,True,180.0,8173.406427221172,13201.868947851743,300.0,80.0,TOP,True,76.10336113499125,-1907.7008623332683,8173.406427221172,368.25645899709895,206.8875165822523,RIGHT,False,2,LONG+MID,310.59786943882074,125.03186605445528,-64.96813394554472,TOP,0.6051249763367721,,,158.2748941290786,0.2805686630496427,,,True,True
2026-07-20,077,VALID,24,32,UNSTABLE,6,0.1875,5.333333333333333,3,0.11141384966707518,11,0.34375,2.909090909090909,2,0.1487518718074771,13,0.40625,2.4615384615384617,1,0.23998379287369387,344.1692735363804,-10906.784027988124,7724.454966375131,287.1202805819301,235.42297226500347,BOTTOM,False,196.02573506409408,8578.574546928776,8925.436713735162,269.97571704688255,85.47010468135511,TOP,True,143.37906877631508,6199.644539512601,11336.766762504458,361.8489000298839,106.783914199256,TOP,True,2,MID+SHORT,306.3149658862322,142.5589970485382,-47.4410029514618,TOP,0.2676935372003308,,,150.92978021373534,0.3139555444830212,,,True,False
2026-07-21,077,VALID,25,32,STABLE,6,0.1875,5.333333333333333,3,0.11197148137043032,11,0.34375,2.909090909090909,2,0.14794849521441986,13,0.40625,2.4615384615384617,1,0.2406524873697611,130.51818507609596,7082.676756002901,7436.185269206085,375.10018343506147,125.81714940253097,RIGHT,True,319.65893806120266,-6515.133693610253,8547.74909493316,265.2966610108378,230.8613715748376,BOTTOM,False,210.76826269631488,6389.493085123093,10901.635746536242,246.03183683480492,99.35344025764755,TOP,True,2,LONG+SHORT,295.47622709356807,152.01065374500538,-37.989346254994615,TOP,0.2821676659518503,0.6305335840700774,False,151.9575669341672,0.30928378666287637,0.3807772370469385,False,False,True
2026-07-22,077,VALID,26,32,STABLE,6,0.1875,5.333333333333333,3,0.10492530626881322,11,0.34375,2.909090909090909,2,0.14520905180803328,13,0.40625,2.4615384615384617,1,0.23422791656170686,272.3334880502466,-424.26322193777224,6974.18235639846,223.36650498731055,193.12278291713784,LEFT,False,88.65927822066033,-191.96692943840705,8204.460355971889,377.2301191287063,191.80751543380708,RIGHT,False,272.45882800249615,-299.2026973486797,10420.114802059534,223.44339715141479,193.287417743566,LEFT,False,0,NONE,274.6800070891439,192.7392386981703,2.739238698170311,LEFT,0.33474735199671907,0.6051249763367721,False,153.86923566848904,0.30059438332504984,0.33315820502837434,False,True,False
2026-07-23,077,VALID,27,32,TRANSITION,6,0.1875,5.333333333333333,2,0.13926856827688855,11,0.34375,2.909090909090909,3,0.10948937098265597,13,0.40625,2.4615384615384617,1,0.2543835877678387,53.360203494551115,-6345.108564990752,7866.926576529111,347.2639247795322,225.15224983897315,RIGHT,False,341.38322315545634,-7455.289443046321,6975.326193774155,284.7805762315342,235.17983657813645,BOTTOM,False,218.25398759861446,5477.541199858937,10632.19872813678,236.14797046214147,109.01568009360362,TOP,True,1,SHORT,289.3974904910693,189.7825888369044,-0.2174111630955906,LEFT,0.2570885576755376,0.5510494514687617,False,160.73101174348884,0.2694044920750508,0.32931767291930375,False,False,False
2026-07-24,077,VALID,28,32,STABLE,6,0.1875,5.333333333333333,2,0.1352097833166348,11,0.34375,2.909090909090909,3,0.1035973957504009,13,0.40625,2.4615384615384617,1,0.2633294190897913,199.21121067019612,9853.359299440548,7476.9276184706805,264.39071863556114,87.80845838821948,TOP,True,50.16770338866695,-4789.291146629335,6544.757162973321,344.15757177702557,226.8328909072834,RIGHT,False,341.4855816357308,-6206.025246007682,10434.431889374699,284.8670937266258,235.18969425095378,BOTTOM,False,1,LONG,297.80512804640415,183.27701451548555,-6.722985484514453,TOP,0.21859850363786296,0.496973926600751,False,160.28269930762866,0.27144227587441516,0.3254771408102331,False,False,False
2026-07-25,077,VALID,29,32,STABLE,6,0.1875,5.333333333333333,2,0.11494360098597003,11,0.34375,2.909090909090909,3,0.09374929273706051,13,0.40625,2.4615384615384617,1,0.30612035142199984,346.7710926455193,-10713.487388968422,6743.843094064113,289.27894136185057,235.60595614347858,BOTTOM,False,110.1974409649738,2328.354194325774,6090.445451779137,383.57248859681147,159.25554917669868,RIGHT,True,96.77983142574385,719.0040610754654,11005.535004374824,381.20588026707446,180.3457753826073,RIGHT,True,2,MID+SHORT,351.3524367419122,191.73576023426153,1.7357602342615337,RIGHT,0.5924856388314022,0.5975413738335501,False,121.32871751627772,0.4485058294714649,0.3792972548056106,True,False,False
2026-07-26,077,VALID,30,32,TRANSITION,6,0.1875,5.333333333333333,2,0.1002648510755783,13,0.40625,2.4615384615384617,1,0.28736293549655606,14,0.4375,2.2857142857142856,3,0.09187787660106231,131.41671246666192,6840.55812293728,6108.021501050291,374.3686173997378,124.39668144502336,RIGHT,True,177.70990761293592,6103.143145118548,10340.50089036818,304.394469921864,80.11339217818808,TOP,True,62.56550786164371,-2693.903878734033,5846.980903645797,356.14256499121046,219.14443392328542,RIGHT,False,2,LONG+MID,344.9685507709374,141.2181691821656,-48.78183081783439,TOP,0.6874846986362612,0.62159692079667,True,148.34923630417893,0.32568528952645937,0.3562277299169925,False,False,False
2026-07-27,077,VALID,31,32,TRANSITION,6,0.1875,5.333333333333333,2,0.09711331245019764,11,0.34375,2.909090909090909,3,0.09431923631515031,13,0.40625,2.4615384615384617,1,0.29043072065822095,279.5953556515069,-1676.1988028974486,5814.831789085789,228.35067161343082,202.11260289762077,LEFT,False,248.1387844866481,2165.208607939162,5730.5711623450925,216.55044885889913,156.51909474759796,LEFT,True,348.09520440855977,-5607.31644823403,10055.856063569527,290.36886063440545,235.68408072479787,BOTTOM,False,1,MID,245.08999370224512,198.1052594566722,8.1052594566722,LEFT,0.7522766300377487,0.6874846986362612,True,108.24164134855157,0.5079925393247656,0.4485058294714649,True,False,True
2026-07-28,077,VALID,32,32,TRANSITION,6,0.1875,5.333333333333333,3,0.08211620325945847,11,0.34375,2.909090909090909,2,0.10115229978616914,13,0.40625,2.4615384615384617,1,0.2755310843454055,68.72639475138203,-3466.9675623101307,5216.573290315783,361.86580096478997,214.08764144901437,RIGHT,False,116.51826420341604,2585.019111993545,5789.73603015211,382.57808682365425,148.79521241893326,RIGHT,True,312.2591628506998,-3508.0682069193977,9555.560874570167,258.1982026868394,227.98228174367927,LEFT,False,1,MID,334.2140301584279,196.95504520387564,6.955045203875642,RIGHT,0.4119442915173685,0.6710127541763634,False,147.4481180826992,0.32978128144227636,0.42543630458284687,False,True,False
2026-07-29,077,VALID,33,64,UNSTABLE,13,0.203125,4.923076923076923,3,0.07582802178966788,25,0.390625,2.56,2,0.12109867382627373,26,0.40625,2.4615384615384617,1,0.13755436116577194,214.7490144256335,7654.568602866886,6916.84394144315,240.5547926949118,104.30694038815899,TOP,True,100.08242352438447,1530.2465267428224,8741.033962523412,382.3109979497966,175.36422823412536,RIGHT,True,149.00357726607535,5929.114860178151,9316.01751160173,354.2950188230827,99.62513346664102,TOP,True,3,LONG+MID+SHORT,325.72026982259706,126.43210069630845,-63.56789930369155,TOP,0.6913033088455555,0.6897758647618377,True,158.5684706500304,0.27923422431804357,0.40236677969422885,False,False,True
2026-07-30,077,VALID,34,64,TRANSITION,13,0.203125,4.923076923076923,3,0.08271477849684392,25,0.390625,2.56,1,0.1267862993132561,26,0.40625,2.4615384615384617,2,0.12116409925550244,237.6207609906578,4676.038790667675,7052.728055068092,219.65498992528165,139.05233453068163,LEFT,True,1.038349255470166,-8534.562052829611,8731.759102043927,300.83368980438365,235.9977001962546,BOTTOM,False,219.1370586678072,5470.366184646067,8535.963743964727,235.10204805258343,110.2485365224167,TOP,True,2,LONG+SHORT,251.86357592741624,161.766190416451,-28.233809583549004,LEFT,0.49681831310213437,0.6890121427199789,False,141.89256813539137,0.3550337812027665,0.3924226005102459,False,True,False
2026-07-31,077,VALID,35,64,STABLE,13,0.203125,4.923076923076923,3,0.08523216570739824,25,0.390625,2.56,1,0.1329220959739638,26,0.40625,2.4615384615384617,2,0.11497813360891346,17.785039585926825,-8286.1089732041,6968.213490107787,314.51766905511596,235.25784171942215,BOTTOM,False,146.4730149317311,6746.809531670334,8701.983921102505,357.815673912167,102.73936714358626,TOP,True,293.9225787524483,-2825.6233822305144,8093.3312039832435,240.56199065768365,216.36732769709604,LEFT,False,1,MID,304.29844454165556,184.78817885336812,-5.211821146631877,TOP,0.17570083201017625,0.68824842067812,False,163.27810525692865,0.257826794286688,0.37372819085650627,False,False,False
2026-08-01,077,VALID,36,64,STABLE,13,0.203125,4.923076923076923,3,0.0928030425601663,25,0.390625,2.56,1,0.12294704189661951,26,0.40625,2.4615384615384617,2,0.11772819239604163,157.69881934825207,7558.786347000042,7098.026555755301,340.8339858643301,90.44229815045195,TOP,True,294.840682059782,-3358.5038147049795,8169.877682948437,241.41593161000762,217.12013437921516,LEFT,False,6.507791157388965,-7052.290087786806,7994.600204689496,305.2369323437152,235.90846172395976,BOTTOM,False,1,LONG,295.82894993935093,181.15696475120896,-8.84303524879104,TOP,0.2135759698250393,0.6874846986362612,False,161.03174750128235,0.2680375113578075,0.3550337812027665,False,False,True
