date,n_observations,n_fft,n_fft_changed,long_k,mid_k,short_k,long_frequency,mid_frequency,short_frequency,long_period,mid_period,short_period,dominant_rank_signature,regime,period_stability_score,joint_repeat_period,long_phase,mid_phase,short_phase,top_wave_count,top_wave_pattern,centroid_region,centroid_y_offset,alignment_score,convergence_score,bullish,next_day_bullish
2026-07-26,30,32,False,6,13,14,0.1875,0.40625,0.4375,5.333333333333333,2.4615384615384617,2.2857142857142856,2-1-3,TRANSITION,0.6996336996336996,32,131.41671246666192,177.70990761293592,62.56550786164371,2,LONG+MID,TOP,-48.78183081783439,0.6874846986362612,0.32568528952645937,False,False
2026-07-27,31,32,False,6,11,13,0.1875,0.34375,0.40625,5.333333333333333,2.909090909090909,2.4615384615384617,2-3-1,TRANSITION,0.6550116550116549,32,279.5953556515069,248.1387844866481,348.09520440855977,1,MID,LEFT,8.1052594566722,0.7522766300377487,0.5079925393247656,False,True
2026-07-28,32,32,False,6,11,13,0.1875,0.34375,0.40625,5.333333333333333,2.909090909090909,2.4615384615384617,3-2-1,TRANSITION,1.0,32,68.72639475138203,116.51826420341604,312.2591628506998,1,MID,RIGHT,6.955045203875642,0.4119442915173685,0.32978128144227636,True,False
2026-07-29,33,64,True,13,25,26,0.203125,0.390625,0.40625,4.923076923076923,2.56,2.4615384615384617,3-2-1,UNSTABLE,,64,214.7490144256335,100.08242352438447,149.00357726607535,3,LONG+MID+SHORT,TOP,-63.56789930369155,0.6913033088455555,0.27923422431804357,False,True
2026-07-30,34,64,False,13,25,26,0.203125,0.390625,0.40625,4.923076923076923,2.56,2.4615384615384617,3-1-2,TRANSITION,1.0,64,237.6207609906578,1.038349255470166,219.1370586678072,2,LONG+SHORT,LEFT,-28.233809583549004,0.49681831310213437,0.3550337812027665,True,False
2026-07-31,35,64,False,13,25,26,0.203125,0.390625,0.40625,4.923076923076923,2.56,2.4615384615384617,3-1-2,STABLE,1.0,64,17.785039585926825,146.4730149317311,293.9225787524483,1,MID,TOP,-5.211821146631877,0.17570083201017625,0.257826794286688,False,False
2026-08-01,36,64,False,13,25,26,0.203125,0.390625,0.40625,4.923076923076923,2.56,2.4615384615384617,3-1-2,STABLE,1.0,64,157.69881934825207,294.840682059782,6.507791157388965,1,LONG,TOP,-8.84303524879104,0.2135759698250393,0.2680375113578075,False,True
