category,value,samples,bullish_count,bullish_rate,next_day_samples,next_day_bullish_count,next_day_bullish_rate
TOP_HIGH_ALIGNMENT,TRUE,4,2,50.0,4,2,50.0
TOP_CONVERGENCE,TRUE,2,2,100.0,2,1,50.0
BOTTOM_HIGH_ALIGNMENT,TRUE,2,0,0.0,2,0,0.0
BOTTOM_CONVERGENCE,TRUE,2,0,0.0,2,0,0.0
