date,machine,n_observations,n_fft,status,open,high,low,close,bullish,next_day_bullish,long_k,long_frequency,long_period,long_amplitude,long_power,long_rank,mid_k,mid_frequency,mid_period,mid_amplitude,mid_power,mid_rank,short_k,short_frequency,short_period,short_amplitude,short_power,short_rank,long_period_change,long_period_change_pct,mid_period_change,mid_period_change_pct,short_period_change,short_period_change_pct,period_stability_score,regime,dominant_rank_signature,component_reorder,n_fft_changed,long_repeat_period,mid_repeat_period,short_repeat_period,joint_repeat_period,joint_repeat_stable_count,asof_long_phase,asof_mid_phase,asof_short_phase,asof_phase_alignment_score,asof_phase_convergence_score,asof_centroid_region,full_fft_alignment_score,full_fft_convergence_score,full_fft_centroid_region
2026-06-27,077,1,,INSUFFICIENT_HISTORY,0.0,122.0,-16049.0,-4074.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.1754931671879504,0.2785826143538255,LEFT
2026-06-28,077,2,,INSUFFICIENT_HISTORY,0.0,4011.0,-39438.0,-39438.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.5826131402328754,0.4511225475600801,RIGHT
2026-06-29,077,3,,INSUFFICIENT_HISTORY,0.0,21429.0,-108.0,15321.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.7056239974839154,0.29479589180310395,TOP
2026-06-30,077,4,,INSUFFICIENT_HISTORY,0.0,5172.0,-7022.0,4310.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.466119328207357,0.30982247665969675,TOP
2026-07-01,077,5,,INSUFFICIENT_HISTORY,0.0,0.0,-9067.0,-7556.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.08409460400713413,0.26036996046769356,TOP
2026-07-02,077,6,,INSUFFICIENT_HISTORY,0.0,5862.0,-5867.0,-5511.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.34722909890943987,0.24217703067237561,LEFT
2026-07-03,077,7,,INSUFFICIENT_HISTORY,0.0,1379.0,-12444.0,-6222.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.46125681149189657,0.3522224607435932,LEFT
2026-07-04,077,8,,INSUFFICIENT_HISTORY,0.0,16379.0,-7467.0,14138.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.3664649962882903,0.2852359481965183,RIGHT
2026-07-05,077,9,,INSUFFICIENT_HISTORY,0.0,3362.0,-8444.0,-444.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.3308788817170671,0.2902484909972517,RIGHT
2026-07-06,077,10,,INSUFFICIENT_HISTORY,0.0,8534.0,-4178.0,6466.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.37299725237206866,0.24963235994490018,TOP
2026-07-07,077,11,,INSUFFICIENT_HISTORY,0.0,3017.0,-5956.0,690.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.25144898423332535,0.2840489788461733,TOP
2026-07-08,077,12,,INSUFFICIENT_HISTORY,0.0,0.0,-18667.0,-10311.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.23478729422111086,0.29917726574394576,TOP
2026-07-09,077,13,,INSUFFICIENT_HISTORY,0.0,25785.0,-4851.0,21570.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.5272901327875605,0.2835464985366869,LEFT
2026-07-10,077,14,,INSUFFICIENT_HISTORY,0.0,0.0,-16889.0,-13689.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.6198735571500334,0.49004923469676664,BOTTOM
2026-07-11,077,15,,INSUFFICIENT_HISTORY,0.0,16897.0,-6578.0,15000.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.37000654490330653,0.28395624779344475,RIGHT
2026-07-12,077,16,,INSUFFICIENT_HISTORY,0.0,0.0,-13867.0,-13867.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.16164860298356556,0.247864636545162,LEFT
2026-07-13,077,17,,INSUFFICIENT_HISTORY,0.0,5487.0,-14795.0,-14795.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.6434262781141546,0.4125010336725007,RIGHT
2026-07-14,077,18,,INSUFFICIENT_HISTORY,0.0,16549.0,-5946.0,13805.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.8439970890941452,0.4074539706220145,TOP
2026-07-15,077,19,,INSUFFICIENT_HISTORY,0.0,862.0,-6844.0,-6844.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.6250063042967369,0.40634553147541197,LEFT
