group,value,samples,percentage,source_bullish_count,source_bullish_rate,target_bullish_count,target_bullish_rate,mean_improvement,mean_shape_similarity
source_n_fft,32,12,41.37931034482759,4,33.33333333333333,4,33.33333333333333,0.7319908662764445,0.8237277079867619
source_n_fft,64,17,58.620689655172406,7,41.17647058823529,7,41.17647058823529,0.7576332148145695,0.7944538495384894
