group,value,samples,percentage,source_bullish_count,source_bullish_rate,target_bullish_count,target_bullish_rate,mean_improvement,mean_shape_similarity
source_regime,STABLE,14,48.275862068965516,4,28.57142857142857,4,28.57142857142857,0.7055045119872962,0.7863638012942251
source_regime,TRANSITION,10,34.48275862068966,6,60.0,4,40.0,0.7744921821452315,0.8437116810755135
source_regime,UNSTABLE,5,17.24137931034483,1,20.0,3,60.0,0.8083340115781106,0.7888475818242352
