group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,3,0.5,False,10:37,0064,5,10:35,4,1,0,1,2,6,8,2,-4760,7,73439,1
g2,7,0,False,10:27,0056,3,10:25,3,1,0,1,0,0,0,8,-4266,6,-31841,7
g3,8,0,False,10:52,0039,8,10:50,8,1,0,1,1,7,8,3,6267,1,-23038,6
g4,9,0,False,10:35,0040,4,10:35,5,1,1,2,2,8,10,1,-2482,5,10261,3
g5,6,0.2,False,10:11,0077,1,10:10,1,1,0,1,0,0,0,9,-1275,4,-38045,9
g6,1,1,False,10:42,0060,7,10:40,7,1,0,1,0,6,6,4,-144,3,16842,2
g7,4,0.5,False,10:18,0070,2,10:15,2,1,0,1,1,3,4,6,-50,2,-3566,4
g8,5,0.25,False,10:37,0044,6,10:35,6,1,0,1,2,1,3,7,-5452,9,-10430,5
g9,2,0.75,True,13:11,0063,9,13:10,9,1,0,1,2,3,5,5,-5334,8,-35565,8
