window,time,minute,hit_count
5,10:10,610,1
5,10:15,615,1
5,10:20,620,0
5,10:25,625,1
5,10:30,630,0
5,10:35,635,3
5,10:40,640,2
5,10:45,645,0
5,10:50,650,2
5,10:55,655,1
5,11:00,660,1
5,11:05,665,3
5,11:10,670,1
5,11:15,675,1
5,11:20,680,0
5,11:25,685,0
5,11:30,690,0
5,11:35,695,1
5,11:40,700,0
5,11:45,705,2
5,11:50,710,1
5,11:55,715,1
5,12:00,720,0
5,12:05,725,2
5,12:10,730,1
5,12:15,735,3
5,12:20,740,1
5,12:25,745,2
5,12:30,750,1
5,12:35,755,0
5,12:40,760,1
5,12:45,765,1
5,12:50,770,0
5,12:55,775,1
5,13:00,780,3
5,13:05,785,1
5,13:10,790,3
5,13:15,795,2
5,13:20,800,2
5,13:25,805,1
5,13:30,810,0
5,13:35,815,2
5,13:40,820,2
5,13:45,825,0
5,13:50,830,2
5,13:55,835,3
5,14:00,840,0
5,14:05,845,0
5,14:10,850,2
5,14:15,855,2
5,14:20,860,1
5,14:25,865,3
5,14:30,870,2
5,14:35,875,2
5,14:40,880,2
5,14:45,885,2
5,14:50,890,0
5,14:55,895,2
5,15:00,900,2
5,15:05,905,2
5,15:10,910,1
5,15:15,915,2
5,15:20,920,0
5,15:25,925,2
5,15:30,930,1
5,15:35,935,1
5,15:40,940,4
5,15:45,945,3
5,15:50,950,0
5,15:55,955,1
5,16:00,960,0
5,16:05,965,1
5,16:10,970,3
5,16:15,975,0
5,16:20,980,1
5,16:25,985,2
5,16:30,990,3
5,16:35,995,4
5,16:40,1000,3
5,16:45,1005,1
5,16:50,1010,2
5,16:55,1015,1
5,17:00,1020,5
5,17:05,1025,2
5,17:10,1030,2
5,17:15,1035,0
5,17:20,1040,0
5,17:25,1045,2
5,17:30,1050,2
5,17:35,1055,3
5,17:40,1060,0
5,17:45,1065,0
5,17:50,1070,0
5,17:55,1075,2
5,18:00,1080,2
5,18:05,1085,0
5,18:10,1090,1
5,18:15,1095,0
5,18:20,1100,0
5,18:25,1105,0
5,18:30,1110,3
5,18:35,1115,0
5,18:40,1120,1
5,18:45,1125,0
5,18:50,1130,0
5,18:55,1135,2
5,19:00,1140,2
5,19:05,1145,1
5,19:10,1150,2
5,19:15,1155,1
5,19:20,1160,1
5,19:25,1165,2
5,19:30,1170,0
5,19:35,1175,2
5,19:40,1180,1
5,19:45,1185,1
5,19:50,1190,1
5,19:55,1195,1
5,20:00,1200,2
5,20:05,1205,0
5,20:10,1210,1
5,20:15,1215,1
5,20:20,1220,0
5,20:25,1225,0
5,20:30,1230,0
5,20:35,1235,1
5,20:40,1240,0
5,20:45,1245,0
5,20:50,1250,1
5,20:55,1255,0
5,21:00,1260,0
5,21:05,1265,1
5,21:10,1270,1
5,21:15,1275,0
5,21:20,1280,0
5,21:25,1285,0
5,21:30,1290,4
5,21:35,1295,0
5,21:40,1300,0
5,21:45,1305,1
10,10:10,610,2
10,10:20,620,1
10,10:30,630,3
10,10:40,640,2
10,10:50,650,3
10,11:00,660,4
10,11:10,670,2
10,11:20,680,0
10,11:30,690,1
10,11:40,700,2
10,11:50,710,2
10,12:00,720,2
10,12:10,730,4
10,12:20,740,3
10,12:30,750,1
10,12:40,760,2
10,12:50,770,1
10,13:00,780,4
10,13:10,790,5
10,13:20,800,3
10,13:30,810,2
10,13:40,820,2
10,13:50,830,5
10,14:00,840,0
10,14:10,850,4
10,14:20,860,4
10,14:30,870,4
10,14:40,880,4
10,14:50,890,2
10,15:00,900,4
10,15:10,910,3
10,15:20,920,2
10,15:30,930,2
10,15:40,940,7
10,15:50,950,1
10,16:00,960,1
10,16:10,970,3
10,16:20,980,3
10,16:30,990,7
10,16:40,1000,4
10,16:50,1010,3
10,17:00,1020,7
10,17:10,1030,2
10,17:20,1040,2
10,17:30,1050,5
10,17:40,1060,0
10,17:50,1070,2
10,18:00,1080,2
10,18:10,1090,1
10,18:20,1100,0
10,18:30,1110,3
10,18:40,1120,1
10,18:50,1130,2
10,19:00,1140,3
10,19:10,1150,3
10,19:20,1160,3
10,19:30,1170,2
10,19:40,1180,2
10,19:50,1190,2
10,20:00,1200,2
10,20:10,1210,2
10,20:20,1220,0
10,20:30,1230,1
10,20:40,1240,0
10,20:50,1250,1
10,21:00,1260,1
10,21:10,1270,1
10,21:20,1280,0
10,21:30,1290,4
10,21:40,1300,1
30,10:00,600,3
30,10:30,630,8
30,11:00,660,6
30,11:30,690,5
30,12:00,720,9
30,12:30,750,4
30,13:00,780,12
30,13:30,810,9
30,14:00,840,8
30,14:30,870,10
30,15:00,900,9
30,15:30,930,10
30,16:00,960,7
30,16:30,990,14
30,17:00,1020,11
30,17:30,1050,7
30,18:00,1080,3
30,18:30,1110,6
30,19:00,1140,9
30,19:30,1170,6
30,20:00,1200,4
30,20:30,1230,2
30,21:00,1260,2
30,21:30,1290,5
