group,machines,machine_count,initial_hit_count,unique_machines_with_initial_hit,09-12_initial_hit_count,12-15_initial_hit_count,15-18_initial_hit_count,18-close_initial_hit_count,final_total
g1,"046,055,064,073",4,30,4,6,11,5,8,73439
g2,"047,056,065,074",4,15,4,3,2,6,4,-31841
g3,"039,048,057,066,075",5,21,5,1,8,6,6,-23038
g4,"040,049,058,067,076",5,26,5,4,8,9,5,10261
g5,"041,050,059,068,077",5,16,4,2,5,4,5,-38045
g6,"042,051,060,069",4,22,3,4,4,11,3,16842
g7,"043,052,061,070",4,16,4,1,4,6,5,-3566
g8,"044,053,062,071",4,12,4,1,4,6,1,-10430
g9,"045,054,063,072",4,11,4,0,6,5,0,-35565
