machine,group,first_hit_time,first_hit_order,source
0039,g3,10:52,9,PSCUBE history CSV status=初当り
0040,g4,10:35,4,PSCUBE history CSV status=初当り
0041,g5,,,no qualifying history event
0042,g6,15:16,33,PSCUBE history CSV status=初当り
0043,g7,19:13,37,PSCUBE history CSV status=初当り
0044,g8,10:37,5,PSCUBE history CSV status=初当り
0045,g9,13:54,27,PSCUBE history CSV status=初当り
0046,g1,11:03,11,PSCUBE history CSV status=初当り
0047,g2,11:45,13,PSCUBE history CSV status=初当り
0048,g3,18:55,36,PSCUBE history CSV status=初当り
0049,g4,14:30,30,PSCUBE history CSV status=初当り
0050,g5,14:13,28,PSCUBE history CSV status=初当り
0051,g6,,,no qualifying history event
0052,g7,12:07,17,PSCUBE history CSV status=初当り
0053,g8,15:01,32,PSCUBE history CSV status=初当り
0054,g9,14:29,29,PSCUBE history CSV status=初当り
0055,g1,12:16,19,PSCUBE history CSV status=初当り
0056,g2,10:27,3,PSCUBE history CSV status=初当り
0057,g3,12:48,23,PSCUBE history CSV status=初当り
0058,g4,10:41,7,PSCUBE history CSV status=初当り
0059,g5,11:53,15,PSCUBE history CSV status=初当り
0060,g6,10:42,8,PSCUBE history CSV status=初当り
0061,g7,12:05,16,PSCUBE history CSV status=初当り
0062,g8,12:16,20,PSCUBE history CSV status=初当り
0063,g9,13:11,24,PSCUBE history CSV status=初当り
0064,g1,10:37,6,PSCUBE history CSV status=初当り
0065,g2,16:34,34,PSCUBE history CSV status=初当り
0066,g3,12:34,22,PSCUBE history CSV status=初当り
0067,g4,17:37,35,PSCUBE history CSV status=初当り
0068,g5,12:11,18,PSCUBE history CSV status=初当り
0069,g6,11:05,12,PSCUBE history CSV status=初当り
0070,g7,10:18,2,PSCUBE history CSV status=初当り
0071,g8,13:40,26,PSCUBE history CSV status=初当り
0072,g9,14:46,31,PSCUBE history CSV status=初当り
0073,g1,10:54,10,PSCUBE history CSV status=初当り
0074,g2,12:28,21,PSCUBE history CSV status=初当り
0075,g3,13:35,25,PSCUBE history CSV status=初当り
0076,g4,11:45,14,PSCUBE history CSV status=初当り
0077,g5,10:11,1,PSCUBE history CSV status=初当り
