group,machine_count,machines,initial_count,continuation_count,total_hit_count,continuation_per_initial,final_group_close
g1,4,"046,055,064,073",17,40,57,2.3529,-16220
g2,4,"047,056,065,074",18,47,65,2.6111,4417
g3,5,"039,048,057,066,075",35,89,124,2.5429,45248
g4,5,"040,049,058,067,076",27,96,123,3.5556,62116
g5,5,"041,050,059,068,077",27,57,84,2.1111,7803
g6,4,"042,051,060,069",16,44,60,2.75,4662
g7,4,"043,052,061,070",15,54,69,3.6,23138
g8,4,"044,053,062,071",17,35,52,2.0588,-21792
g9,4,"045,054,063,072",16,45,61,2.8125,-17997
