time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,2,0,2
10:05,605,0,0,0,0,0,0,2,1,3
10:10,610,0,0,0,0,0,0,2,1,3
10:15,615,0,0,0,0,0,0,3,4,7
10:20,620,0,0,0,2,0,2,4,4,8
10:25,625,2,0,2,2,1,3,4,4,8
10:30,630,0,1,1,0,1,1,2,5,7
10:35,635,0,0,0,1,3,4,4,5,9
10:40,640,1,3,4,2,3,5,5,5,10
10:45,645,1,0,1,1,0,1,5,3,8
10:50,650,0,0,0,0,1,1,6,3,9
10:55,655,0,1,1,2,2,4,6,6,12
11:00,660,2,1,3,3,1,4,8,8,16
11:05,665,1,0,1,2,1,3,7,11,18
11:10,670,1,1,2,3,1,4,6,15,21
11:15,675,2,0,2,2,3,5,5,14,19
11:20,680,0,3,3,2,6,8,4,17,21
11:25,685,2,3,5,3,7,10,4,17,21
11:30,690,1,4,5,1,8,9,3,17,20
11:35,695,0,4,4,0,4,4,3,15,18
11:40,700,0,0,0,1,3,4,4,12,16
11:45,705,1,3,4,1,6,7,6,15,21
11:50,710,0,3,3,1,6,7,6,15,21
11:55,715,1,3,4,2,5,7,9,13,22
12:00,720,1,2,3,2,3,5,9,13,22
12:05,725,1,1,2,3,4,7,9,12,21
12:10,730,2,3,5,3,6,9,12,13,25
12:15,735,1,3,4,4,4,8,10,12,22
12:20,740,3,1,4,4,4,8,9,14,23
12:25,745,1,3,4,2,4,6,7,16,23
12:30,750,1,1,2,5,3,8,8,16,24
12:35,755,4,2,6,4,4,8,9,17,26
12:40,760,0,2,2,0,7,7,6,19,25
12:45,765,0,5,5,1,8,9,6,21,27
12:50,770,1,3,4,3,6,9,7,20,27
12:55,775,2,3,5,4,5,9,7,20,27
13:00,780,2,2,4,3,6,9,7,23,30
13:05,785,1,4,5,1,8,9,5,25,30
13:10,790,0,4,4,1,8,9,6,22,28
13:15,795,1,4,5,2,7,9,8,20,28
13:20,800,1,3,4,3,9,12,11,19,30
13:25,805,2,6,8,2,10,12,11,24,35
13:30,810,0,4,4,2,5,7,9,20,29
13:35,815,2,1,3,4,3,7,10,18,28
13:40,820,2,2,4,6,5,11,9,19,28
13:45,825,4,3,7,5,11,16,9,21,30
13:50,830,1,8,9,1,10,11,7,21,28
13:55,835,0,2,2,1,4,5,9,19,28
14:00,840,1,2,3,2,4,6,10,21,31
14:05,845,1,2,3,3,6,9,12,28,40
14:10,850,2,4,6,4,7,11,14,38,52
14:15,855,2,3,5,5,9,14,14,40,54
14:20,860,3,6,9,4,10,14,13,40,53
14:25,865,1,4,5,4,13,17,10,36,46
14:30,870,3,9,12,6,21,27,12,36,48
14:35,875,3,12,15,5,18,23,11,32,43
14:40,880,2,6,8,3,9,12,9,23,32
14:45,885,1,3,4,1,5,6,8,19,27
14:50,890,0,2,2,3,6,9,10,20,30
14:55,895,3,4,7,5,9,14,11,23,34
15:00,900,2,5,7,3,8,11,9,21,30
15:05,905,1,3,4,2,5,7,10,21,31
15:10,910,1,2,3,4,6,10,12,21,33
15:15,915,3,4,7,4,9,13,11,23,34
15:20,920,1,5,6,2,7,9,8,20,28
15:25,925,1,2,3,4,7,11,8,15,23
15:30,930,3,5,8,6,8,14,8,14,22
15:35,935,3,3,6,3,7,10,7,10,17
15:40,940,0,4,4,0,5,5,4,9,13
15:45,945,0,1,1,1,1,2,7,7,14
15:50,950,1,0,1,2,1,3,10,10,20
15:55,955,1,1,2,3,2,5,12,18,30
16:00,960,2,1,3,2,3,5,13,22,35
16:05,965,0,2,2,3,4,7,11,31,42
16:10,970,3,2,5,6,6,12,12,34,46
16:15,975,3,4,7,6,12,18,11,37,48
16:20,980,3,8,11,5,13,18,9,34,43
16:25,985,2,5,7,2,15,17,9,31,40
16:30,990,0,10,10,1,15,16,8,31,39
16:35,995,1,5,6,3,10,13,10,22,32
16:40,1000,2,5,7,3,6,9,13,21,34
16:45,1005,1,1,2,4,6,10,13,21,34
16:50,1010,3,5,8,4,10,14,14,22,36
16:55,1015,1,5,6,3,6,9,13,19,32
17:00,1020,2,1,3,6,5,11,14,23,37
17:05,1025,4,4,8,6,9,15,12,28,40
17:10,1030,2,5,7,4,7,11,8,30,38
17:15,1035,2,2,4,4,4,8,9,33,42
17:20,1040,2,2,4,4,11,15,9,38,47
17:25,1045,2,9,11,2,15,17,9,42,51
17:30,1050,0,6,6,0,12,12,7,39,46
17:35,1055,0,6,6,3,14,17,7,37,44
17:40,1060,3,8,11,5,15,20,9,32,41
17:45,1065,2,7,9,4,13,17,10,26,36
17:50,1070,2,6,8,2,12,14,11,24,35
17:55,1075,0,6,6,0,10,10,10,24,34
18:00,1080,0,4,4,2,5,7,10,25,35
18:05,1085,2,1,3,6,3,9,13,25,38
18:10,1090,4,2,6,7,7,14,12,29,41
18:15,1095,3,5,8,4,11,15,10,30,40
18:20,1100,1,6,7,1,13,14,12,28,40
18:25,1105,0,7,7,3,11,14,14,25,39
18:30,1110,3,4,7,4,9,13,16,25,41
18:35,1115,1,5,6,3,8,11,15,29,44
18:40,1120,2,3,5,7,6,13,15,29,44
18:45,1125,5,3,8,8,6,14,16,32,48
18:50,1130,3,3,6,5,10,15,12,33,45
18:55,1135,2,7,9,4,15,19,10,35,45
19:00,1140,2,8,10,3,13,16,8,32,40
19:05,1145,1,5,6,4,11,15,9,30,39
19:10,1150,3,6,9,4,10,14,8,29,37
19:15,1155,1,4,5,2,9,11,6,28,34
19:20,1160,1,5,6,1,9,10,6,30,36
19:25,1165,0,4,4,3,10,13,5,32,37
19:30,1170,3,6,9,3,10,13,6,29,35
19:35,1175,0,4,4,1,9,10,3,27,30
19:40,1180,1,5,6,2,11,13,5,25,30
19:45,1185,1,6,7,1,13,14,5,22,27
19:50,1190,0,7,7,1,8,9,6,18,24
19:55,1195,1,1,2,1,5,6,7,15,22
20:00,1200,0,4,4,2,6,8,8,18,26
20:05,1205,2,2,4,3,4,7,8,18,26
20:10,1210,1,2,3,3,4,7,6,19,25
20:15,1215,2,2,4,3,6,9,6,22,28
20:20,1220,1,4,5,3,8,11,4,21,25
20:25,1225,2,4,6,2,8,10,4,18,22
20:30,1230,0,4,4,0,7,7,3,14,17
20:35,1235,0,3,3,1,8,9,5,12,17
20:40,1240,1,5,6,1,6,7,6,14,20
20:45,1245,0,1,1,1,2,3,5,13,18
20:50,1250,1,1,2,2,1,3,5,14,19
20:55,1255,1,0,1,3,2,5,4,15,19
21:00,1260,2,2,4,3,7,10,5,21,26
21:05,1265,1,5,6,1,9,10,3,23,26
21:10,1270,0,4,4,0,6,6,4,23,27
21:15,1275,0,2,2,0,4,4,4,27,31
21:20,1280,0,2,2,2,8,10,5,29,34
21:25,1285,2,6,8,2,10,12,5,31,36
21:30,1290,0,4,4,2,9,11,3,27,30
21:35,1295,2,5,7,2,13,15,3,24,27
21:40,1300,0,8,8,1,12,13,1,20,21
21:45,1305,1,4,5,1,8,9,1,13,14
21:50,1310,0,4,4,0,6,6,0,10,10
21:55,1315,0,2,2,0,3,3,0,7,7
22:00,1320,0,1,1,0,2,2,0,7,7
22:05,1325,0,1,1,0,2,2,0,6,6
22:10,1330,0,1,1,0,2,2,0,5,5
22:15,1335,0,1,1,0,2,2,0,4,4
22:20,1340,0,1,1,0,3,3,0,3,3
22:25,1345,0,2,2,0,2,2,0,2,2
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
