date,time,machine,group,event_type,source_status,source,confidence,hit_sequence_id,start_count
20260830,12:10,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,527
20260830,12:14,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,15
20260830,12:16,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,1
20260830,13:49,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,4,447
20260830,13:54,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,50
20260830,14:00,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,101
20260830,14:13,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,88
20260830,14:17,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,46
20260830,15:30,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,9,307
20260830,15:33,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,9
20260830,15:40,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,88
20260830,16:13,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,12,212
20260830,16:23,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,13,88
20260830,16:27,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,35
20260830,16:37,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,108
20260830,16:55,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,16,152
20260830,16:59,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,24
20260830,18:47,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,18,384
20260830,19:33,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,19,263
20260830,20:07,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,20,192
20260830,21:01,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,21,304
20260830,21:05,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,22,14
20260830,21:07,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,23,5
20260830,21:22,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,24,99
20260830,21:26,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,25,43
20260830,21:29,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,26,4
20260830,21:35,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,27,91
20260830,21:44,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,28,55
20260830,21:48,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,29,41
20260830,21:52,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,30,34
20260830,21:54,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,31,3
20260830,21:57,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,32,13
20260830,22:02,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,33,35
20260830,22:08,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,34,53
20260830,22:11,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,35,7
20260830,22:18,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,36,106
20260830,22:22,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,37,41
20260830,22:25,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,38,10
20260830,22:28,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,39,1
20260830,17:51,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,779
20260830,12:00,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,79
20260830,12:23,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,2,132
20260830,12:26,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,25
20260830,12:32,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,84
20260830,12:36,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,33
20260830,13:50,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,6,241
20260830,18:11,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,7,899
20260830,18:15,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,18
20260830,18:19,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,24
20260830,18:49,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,10,195
20260830,18:54,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,31
20260830,19:04,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,12,98
20260830,20:09,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,13,377
20260830,20:28,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,14,147
20260830,20:37,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,132
20260830,20:40,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,16,19
20260830,21:35,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,17,302
20260830,21:38,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,18,6
20260830,21:44,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,19,82
20260830,21:49,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,20,46
20260830,21:52,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,21,8
20260830,10:48,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,127
20260830,11:19,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,2,135
20260830,11:22,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,18
20260830,14:04,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,4,475
20260830,14:07,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,21
20260830,14:10,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,1
20260830,15:03,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,7,182
20260830,17:06,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,8,669
20260830,17:11,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,37
20260830,18:36,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,10,421
20260830,18:55,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,11,164
20260830,18:58,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,12,4
20260830,19:03,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,13,23
20260830,19:06,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,15
20260830,19:20,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,15,118
20260830,19:23,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,16,19
20260830,19:27,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,31
20260830,19:30,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,18,17
20260830,19:33,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,19,3
20260830,19:36,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,20,14
20260830,19:47,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,21,154
20260830,19:50,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,22,4
20260830,19:53,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,23,6
20260830,16:51,0043,g7,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,1073
20260830,16:54,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,21
20260830,16:59,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,41
20260830,17:03,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,32
20260830,17:08,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,48
20260830,17:13,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,53
20260830,17:16,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,19
20260830,17:29,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,62
20260830,17:33,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,20
20260830,17:39,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,68
20260830,17:43,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,40
20260830,17:46,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,12,2
20260830,18:15,0043,g7,INITIAL,初当り,PSCUBE history CSV,source_status_exact,13,141
20260830,18:19,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,25
20260830,13:25,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,134
20260830,15:08,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,2,463
20260830,15:16,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,60
20260830,15:24,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,42
20260830,15:34,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,102
20260830,17:50,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,6,579
20260830,18:53,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,7,342
