group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,2,1,False,11:10,0064,6,11:10,6,1,1,2,1,0,1,7,-3072,6,-16220,7
g2,1,1.25,True,12:55,0065,9,12:55,9,1,1,2,2,10,12,1,3359,2,4417,6
g3,5,0.4,False,10:41,0057,3,10:40,3,1,1,2,0,1,1,8,1980,3,45248,2
g4,3,1,False,11:09,0067,5,11:05,5,1,0,1,1,2,3,3,-3265,7,62116,1
g5,6,0.4,False,12:00,0041,8,12:00,8,1,0,1,1,2,3,4,-2547,5,7803,4
g6,4,0.5,False,10:25,0060,1,10:25,1,1,0,1,1,0,1,9,5155,1,4662,5
g7,7,0.25,False,10:29,0052,2,10:25,2,1,0,1,1,2,3,5,-3675,8,23138,3
g8,8,0,False,11:33,0062,7,11:30,7,1,0,1,2,3,5,2,-4099,9,-21792,9
g9,9,0,False,11:01,0063,4,11:00,4,1,1,2,0,3,3,6,217,4,-17997,8
