date,time,machine,group,event_type,source_status,source,confidence,hit_sequence_id,start_count
20260831,14:54,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,456
20260831,14:57,0039,g3,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,1
20260831,19:12,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,3,1031
20260831,22:21,0039,g3,INITIAL,初当り,PSCUBE history CSV,source_status_exact,4,878
20260831,14:32,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,319
20260831,14:36,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,23
20260831,15:21,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,3,260
20260831,15:24,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,26
20260831,17:26,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,379
20260831,17:33,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,84
20260831,18:55,0040,g4,INITIAL,初当り,PSCUBE history CSV,source_status_exact,7,128
20260831,19:01,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,67
20260831,19:04,0040,g4,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,12
20260831,11:00,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,15
20260831,11:03,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,7
20260831,11:06,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,9
20260831,11:10,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,35
20260831,11:44,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,133
20260831,11:49,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,40
20260831,11:52,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,3
20260831,12:27,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,8,160
20260831,12:37,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,11
20260831,12:40,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,2
20260831,15:29,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,11,596
20260831,15:34,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,12,44
20260831,15:37,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,13,4
20260831,15:40,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,18
20260831,16:05,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,15,172
20260831,16:09,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,16,46
20260831,16:12,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,14
20260831,16:17,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,18,34
20260831,16:23,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,19,89
20260831,16:26,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,20,20
20260831,16:30,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,21,31
20260831,16:32,0041,g5,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,22,2
20260831,17:02,0041,g5,INITIAL,初当り,PSCUBE history CSV,source_status_exact,23,176
20260831,13:20,0042,g6,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,165
20260831,13:25,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,35
20260831,13:29,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,34
20260831,13:31,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,3
20260831,13:35,0042,g6,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,40
20260831,10:37,0043,g7,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,85
20260831,10:47,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,11
20260831,10:51,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,23
20260831,10:58,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,16
20260831,14:37,0043,g7,INITIAL,初当り,PSCUBE history CSV,source_status_exact,5,633
20260831,14:41,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,6,24
20260831,14:44,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,13
20260831,14:50,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,68
20260831,14:52,0043,g7,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,3
20260831,15:51,0043,g7,INITIAL,初当り,PSCUBE history CSV,source_status_exact,10,283
20260831,18:44,0043,g7,INITIAL,初当り,PSCUBE history CSV,source_status_exact,11,342
20260831,12:28,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,58
20260831,12:34,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,16
20260831,12:37,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,11
20260831,12:42,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,47
20260831,12:48,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,80
20260831,14:46,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,6,282
20260831,14:51,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,58
20260831,14:58,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,109
20260831,16:02,0044,g8,INITIAL,初当り,PSCUBE history CSV,source_status_exact,9,291
20260831,16:05,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,3
20260831,16:07,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,3
20260831,16:12,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,12,39
20260831,16:17,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,13,55
20260831,16:21,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,33
20260831,16:24,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,7
20260831,16:28,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,16,60
20260831,16:32,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,10
20260831,16:35,0044,g8,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,18,18
20260831,11:27,0045,g9,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,303
20260831,11:31,0045,g9,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,31
20260831,11:35,0045,g9,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,33
20260831,12:53,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,284
20260831,13:00,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,24
20260831,13:03,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,13
20260831,13:10,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,4,74
20260831,13:12,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,4
20260831,13:23,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,6,126
20260831,13:31,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,23
20260831,13:34,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,17
20260831,14:21,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,9,261
20260831,14:24,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,19
20260831,14:29,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,66
20260831,15:45,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,12,374
20260831,16:23,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,13,232
20260831,16:26,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,23
20260831,16:29,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,13
20260831,17:46,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,16,290
20260831,17:56,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,114
20260831,17:59,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,18,28
20260831,18:55,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,19,316
20260831,18:58,0046,g1,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,20,22
20260831,19:18,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,21,159
20260831,19:40,0046,g1,INITIAL,初当り,PSCUBE history CSV,source_status_exact,22,161
20260831,11:28,0047,g2,INITIAL,初当り,PSCUBE history CSV,source_status_exact,1,116
20260831,11:31,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,2,5
20260831,11:36,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,3,44
20260831,11:48,0047,g2,INITIAL,初当り,PSCUBE history CSV,source_status_exact,4,125
20260831,11:55,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,5,77
20260831,14:34,0047,g2,INITIAL,初当り,PSCUBE history CSV,source_status_exact,6,462
20260831,14:39,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,7,39
20260831,14:41,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,8,5
20260831,14:47,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,9,32
20260831,14:50,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,10,5
20260831,14:54,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,11,35
20260831,15:00,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,12,105
20260831,15:06,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,13,58
20260831,15:11,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,14,31
20260831,15:15,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,15,41
20260831,15:19,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,16,34
20260831,15:26,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,17,46
20260831,15:29,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,18,11
20260831,15:32,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,19,22
20260831,15:37,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,20,36
20260831,15:40,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,21,14
20260831,15:44,0047,g2,CONTINUATION,継続,PSCUBE history CSV,source_status_exact,22,34
