group,previous_wavelab_rank,previous_wavelab_score,previous_strong_group,morning_first_hit_time,morning_first_hit_machine,morning_first_hit_rank,activity_start_time,activity_start_rank,activity_start_initial,activity_start_continuation,activity_start_total,peak_initial_count,peak_continuation_count,peak_total_activity,peak_activity_rank,peak_group_delta,peak_delta_rank,final_close,final_rank
g1,2,0.5,False,11:08,0064,5,11:05,5,1,0,1,2,1,3,7,1888,3,9305,4
g2,3,0.5,False,11:28,0047,8,11:25,8,2,0,2,0,6,6,2,5270,1,22258,2
g3,1,1,True,11:22,0048,7,11:20,7,1,0,1,3,3,6,3,547,4,-74610,9
g4,7,0.2,False,10:51,0058,4,10:50,4,1,1,2,0,0,0,9,-3387,7,-2650,7
g5,6,0.4,False,10:31,0050,1,10:30,1,1,0,1,3,8,11,1,-5132,8,71954,1
g6,4,0.5,False,11:35,0060,9,11:35,9,1,0,1,1,1,2,8,-5273,9,-1353,6
g7,8,0,False,10:37,0043,2,10:35,2,1,0,1,0,4,4,6,-2064,5,1889,5
g8,5,0.5,False,10:47,0071,3,10:45,3,1,0,1,2,3,5,5,-2968,6,11226,3
g9,9,0,False,11:15,0054,6,11:15,6,1,0,1,0,6,6,4,5118,2,-3352,8
