group,machines,machine_count,initial_hit_count,unique_machines_with_initial_hit,09-12_initial_hit_count,12-15_initial_hit_count,15-18_initial_hit_count,18-close_initial_hit_count,final_total
g1,"046,055,064,073",4,22,4,1,8,5,8,9305
g2,"047,056,065,074",4,15,3,3,4,4,4,22258
g3,"039,048,057,066,075",5,18,4,1,4,5,8,-74610
g4,"040,049,058,067,076",5,15,4,2,1,9,3,-2650
g5,"041,050,059,068,077",5,26,5,7,8,10,1,71954
g6,"042,051,060,069",4,13,4,1,3,3,6,-1353
g7,"043,052,061,070",4,16,4,2,5,6,3,1889
g8,"044,053,062,071",4,14,4,3,3,4,4,11226
g9,"045,054,063,072",4,12,4,2,2,3,5,-3352
