time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,0,0,0
10:00,600,0,0,0,0,0,0,0,0,0
10:05,605,0,0,0,0,0,0,1,0,1
10:10,610,0,0,0,0,0,0,3,1,4
10:15,615,0,0,0,0,0,0,3,4,7
10:20,620,0,0,0,0,0,0,4,6,10
10:25,625,0,0,0,1,0,1,5,8,13
10:30,630,1,0,1,3,1,4,5,9,14
10:35,635,2,1,3,2,4,6,6,10,16
10:40,640,0,3,3,1,5,6,6,12,18
10:45,645,1,2,3,2,4,6,6,12,18
10:50,650,1,2,3,1,3,4,6,12,18
10:55,655,0,1,1,2,2,4,7,12,19
11:00,660,2,1,3,4,4,8,11,17,28
11:05,665,2,3,5,2,6,8,9,25,34
11:10,670,0,3,3,1,5,6,10,33,43
11:15,675,1,2,3,3,4,7,11,37,48
11:20,680,2,2,4,6,8,14,11,39,50
11:25,685,4,6,10,4,15,19,9,38,47
11:30,690,0,9,9,3,20,23,6,34,40
11:35,695,3,11,14,4,18,22,6,27,33
11:40,700,1,7,8,2,11,13,4,17,21
11:45,705,1,4,5,1,5,6,3,12,15
11:50,710,0,1,1,1,3,4,2,9,11
11:55,715,1,2,3,1,4,5,3,8,11
12:00,720,0,2,2,1,3,4,5,6,11
12:05,725,1,1,2,1,3,4,6,5,11
12:10,730,0,2,2,0,3,3,6,9,15
12:15,735,0,1,1,1,1,2,6,9,15
12:20,740,1,0,1,4,0,4,6,9,15
12:25,745,3,0,3,4,1,5,9,10,19
12:30,750,1,1,2,2,6,8,7,14,21
12:35,755,1,5,6,1,7,8,6,19,25
12:40,760,0,2,2,0,3,3,6,16,22
12:45,765,0,1,1,4,2,6,7,17,24
12:50,770,4,1,5,5,5,10,7,16,23
12:55,775,1,4,5,1,10,11,9,17,26
13:00,780,0,6,6,1,8,9,8,20,28
13:05,785,1,2,3,2,5,7,11,22,33
13:10,790,1,3,4,1,3,4,11,25,36
13:15,795,0,0,0,6,2,8,10,25,35
13:20,800,6,2,8,6,9,15,10,27,37
13:25,805,0,7,7,3,15,18,5,26,31
13:30,810,3,8,11,4,13,17,5,19,24
13:35,815,1,5,6,1,8,9,4,14,18
13:40,820,0,3,3,0,5,5,3,15,18
13:45,825,0,2,2,1,3,4,3,14,17
13:50,830,1,1,2,1,1,2,4,14,18
13:55,835,0,0,0,2,3,5,4,16,20
14:00,840,2,3,5,2,9,11,4,18,22
14:05,845,0,6,6,0,8,8,4,17,21
14:10,850,0,2,2,1,4,5,5,14,19
14:15,855,1,2,3,2,5,7,6,16,22
14:20,860,1,3,4,1,5,6,7,18,25
14:25,865,0,2,2,2,4,6,8,24,32
14:30,870,2,2,4,3,5,8,9,26,35
14:35,875,1,3,4,2,7,9,12,28,40
14:40,880,1,4,5,3,8,11,11,32,43
14:45,885,2,4,6,4,13,17,12,35,47
14:50,890,2,9,11,3,13,16,10,38,48
14:55,895,1,4,5,6,8,14,9,37,46
15:00,900,5,4,9,5,11,16,9,38,47
15:05,905,0,7,7,2,14,16,5,38,43
15:10,910,2,7,9,2,14,16,7,37,44
15:15,915,0,7,7,1,15,16,5,35,40
15:20,920,1,8,9,2,13,15,6,30,36
15:25,925,1,5,6,2,9,11,7,23,30
15:30,930,1,4,5,3,10,13,7,20,27
15:35,935,2,6,8,2,11,13,9,19,28
15:40,940,0,5,5,1,7,8,8,19,27
15:45,945,1,2,3,3,3,6,12,18,30
15:50,950,2,1,3,3,3,6,13,22,35
15:55,955,1,2,3,4,5,9,12,28,40
16:00,960,3,3,6,4,9,13,11,35,46
16:05,965,1,6,7,5,10,15,12,38,50
16:10,970,4,4,8,6,10,16,12,40,52
16:15,975,2,6,8,3,13,16,8,41,49
16:20,980,1,7,8,1,16,17,7,39,46
16:25,985,0,9,9,4,15,19,8,36,44
16:30,990,4,6,10,5,14,19,9,33,42
16:35,995,1,8,9,1,13,14,10,29,39
16:40,1000,0,5,5,1,9,10,9,28,37
16:45,1005,1,4,5,3,8,11,9,27,36
16:50,1010,2,4,6,3,10,13,10,27,37
16:55,1015,1,6,7,6,8,14,8,30,38
17:00,1020,5,2,7,5,9,14,8,29,37
17:05,1025,0,7,7,0,11,11,3,30,33
17:10,1030,0,4,4,2,8,10,4,24,28
17:15,1035,2,4,6,2,11,13,5,22,27
17:20,1040,0,7,7,1,12,13,4,19,23
17:25,1045,1,5,6,1,8,9,5,14,19
17:30,1050,0,3,3,1,4,5,5,12,17
17:35,1055,1,1,2,2,3,5,7,12,19
17:40,1060,1,2,3,2,3,5,7,14,21
17:45,1065,1,1,2,2,3,5,7,14,21
17:50,1070,1,2,3,2,5,7,8,15,23
17:55,1075,1,3,4,3,6,9,9,16,25
18:00,1080,2,3,5,3,6,9,8,15,23
18:05,1085,1,3,4,2,5,7,7,13,20
18:10,1090,1,2,3,3,4,7,7,13,20
18:15,1095,2,2,4,4,5,9,7,11,18
18:20,1100,2,3,5,2,5,7,5,9,14
18:25,1105,0,2,2,1,3,4,4,6,10
18:30,1110,1,1,2,2,4,6,6,5,11
18:35,1115,1,3,4,2,3,5,5,6,11
18:40,1120,1,0,1,1,0,1,6,3,9
18:45,1125,0,0,0,1,0,1,7,6,13
18:50,1130,1,0,1,3,1,4,11,7,18
18:55,1135,2,1,3,2,3,5,10,10,20
19:00,1140,0,2,2,2,2,4,10,11,21
19:05,1145,2,0,2,4,3,7,10,12,22
19:10,1150,2,3,5,6,4,10,10,15,25
19:15,1155,4,1,5,4,4,8,9,14,23
19:20,1160,0,3,3,2,5,7,5,15,20
19:25,1165,2,2,4,2,5,7,6,12,18
19:30,1170,0,3,3,2,6,8,6,13,19
19:35,1175,2,3,5,3,5,8,6,11,17
19:40,1180,1,2,3,1,4,5,6,11,17
19:45,1185,0,2,2,1,2,3,5,13,18
19:50,1190,1,0,1,3,3,6,5,15,20
19:55,1195,2,3,5,2,4,6,5,17,22
20:00,1200,0,1,1,2,4,6,4,16,20
20:05,1205,2,3,5,2,7,9,5,17,22
20:10,1210,0,4,4,0,8,8,3,16,19
20:15,1215,0,4,4,1,6,7,3,14,17
20:20,1220,1,2,3,2,4,6,3,12,15
20:25,1225,1,2,3,2,4,6,2,11,13
20:30,1230,1,2,3,1,4,5,1,10,11
20:35,1235,0,2,2,0,4,4,0,8,8
20:40,1240,0,2,2,0,4,4,2,6,8
20:45,1245,0,2,2,0,3,3,2,6,8
20:50,1250,0,1,1,0,2,2,3,4,7
20:55,1255,0,1,1,0,1,1,3,3,6
21:00,1260,0,0,0,2,0,2,4,3,7
21:05,1265,2,0,2,2,2,4,4,3,7
21:10,1270,0,2,2,1,2,3,2,3,5
21:15,1275,1,0,1,1,0,1,2,1,3
21:20,1280,0,0,0,1,1,2,1,1,2
21:25,1285,1,1,2,1,1,2,2,1,3
21:30,1290,0,0,0,0,0,0,1,1,2
21:35,1295,0,0,0,0,0,0,2,1,3
21:40,1300,0,0,0,0,0,0,2,2,4
21:45,1305,0,0,0,1,0,1,2,2,4
21:50,1310,1,0,1,1,1,2,2,4,6
21:55,1315,0,1,1,1,1,2,2,4,6
22:00,1320,1,0,1,1,1,2,2,4,6
22:05,1325,0,1,1,0,1,1,1,4,5
22:10,1330,0,0,0,0,2,2,1,3,4
22:15,1335,0,2,2,1,2,3,1,3,4
22:20,1340,1,0,1,1,1,2,1,1,2
22:25,1345,0,1,1,0,1,1,0,1,1
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
