group,machines,machine_count,initial_hit_count,unique_machines_with_initial_hit,09-12_initial_hit_count,12-15_initial_hit_count,15-18_initial_hit_count,18-close_initial_hit_count,final_total
g1,"046,055,064,073",4,25,4,2,9,6,8,31505
g2,"047,056,065,074",4,19,4,1,3,8,7,-3451
g3,"039,048,057,066,075",5,17,5,2,7,4,4,-40535
g4,"040,049,058,067,076",5,31,5,3,9,9,10,6812
g5,"041,050,059,068,077",5,22,5,5,3,10,4,-33866
g6,"042,051,060,069",4,22,4,2,7,6,7,-9719
g7,"043,052,061,070",4,16,4,1,4,4,7,2222
g8,"044,053,062,071",4,18,4,4,3,6,5,-25683
g9,"045,054,063,072",4,15,4,2,4,5,4,-14743
