machine,time,minute,value
0039,09:00,540,0
0039,09:05,545,0
0039,09:10,550,0
0039,09:15,555,0
0039,09:20,560,0
0039,09:25,565,0
0039,09:30,570,0
0039,09:35,575,0
0039,09:40,580,0
0039,09:45,585,0
0039,09:50,590,0
0039,09:55,595,0
0039,10:00,600,0
0039,10:05,605,0
0039,10:10,610,-356
0039,10:15,615,-356
0039,10:20,620,-356
0039,10:25,625,-1244
0039,10:30,630,-1244
0039,10:35,635,-1244
0039,10:40,640,-1244
0039,10:45,645,-1244
0039,10:50,650,-1244
0039,10:55,655,-1244
0039,11:00,660,-1600
0039,11:05,665,-1600
0039,11:10,670,-2133
0039,11:15,675,-2133
0039,11:20,680,-2133
0039,11:25,685,-2133
0039,11:30,690,-3022
0039,11:35,695,-3022
0039,11:40,700,-3022
0039,11:45,705,-3200
0039,11:50,710,-3200
0039,11:55,715,-3200
0039,12:00,720,-3200
0039,12:05,725,-3378
0039,12:10,730,-3378
0039,12:15,735,-3378
0039,12:20,740,-3378
0039,12:25,745,-3378
0039,12:30,750,-4089
0039,12:35,755,-4089
0039,12:40,760,-4089
0039,12:45,765,-4089
0039,12:50,770,-4622
0039,12:55,775,-4622
0039,13:00,780,-4622
0039,13:05,785,-4622
0039,13:10,790,-4622
0039,13:15,795,-4622
0039,13:20,800,-4622
0039,13:25,805,-5689
0039,13:30,810,-5689
0039,13:35,815,-5689
0039,13:40,820,-5689
0039,13:45,825,-5689
0039,13:50,830,-6578
0039,13:55,835,-6578
0039,14:00,840,-6578
0039,14:05,845,-6578
0039,14:10,850,-7644
0039,14:15,855,-7644
0039,14:20,860,-7644
0039,14:25,865,-7644
0039,14:30,870,-7467
0039,14:35,875,-7467
0039,14:40,880,-7467
0039,14:45,885,-8711
0039,14:50,890,-8711
0039,14:55,895,-8711
0039,15:00,900,-8711
0039,15:05,905,-8711
0039,15:10,910,-8889
0039,15:15,915,-8889
0039,15:20,920,-8889
0039,15:25,925,-8889
0039,15:30,930,-10489
0039,15:35,935,-10489
0039,15:40,940,-10489
0039,15:45,945,-11556
0039,15:50,950,-11556
0039,15:55,955,-11556
0039,16:00,960,-11556
0039,16:05,965,-11556
0039,16:10,970,-12622
0039,16:15,975,-12622
0039,16:20,980,-12622
0039,16:25,985,-12622
0039,16:30,990,-14400
0039,16:35,995,-14400
0039,16:40,1000,-14400
0039,16:45,1005,-14400
0039,16:50,1010,-7467
0039,16:55,1015,-7467
0039,17:00,1020,-7467
0039,17:05,1025,-6756
0039,17:10,1030,-6756
0039,17:15,1035,-6756
0039,17:20,1040,-6756
0039,17:25,1045,-6756
0039,17:30,1050,-7644
0039,17:35,1055,-7644
0039,17:40,1060,-7644
0039,17:45,1065,-7644
0039,17:50,1070,-8000
0039,17:55,1075,-8000
0039,18:00,1080,-8000
0039,18:05,1085,-8000
0039,18:10,1090,-8178
0039,18:15,1095,-8178
0039,18:20,1100,-8178
0039,18:25,1105,-8178
0039,18:30,1110,-8178
0039,18:35,1115,-8178
0039,18:40,1120,-8178
0039,18:45,1125,-8178
0039,18:50,1130,-8711
0039,18:55,1135,-8711
0039,19:00,1140,-8711
0039,19:05,1145,-8711
0039,19:10,1150,-8711
0039,19:15,1155,-8711
0039,19:20,1160,-8711
0039,19:25,1165,-8889
0039,19:30,1170,-8889
0039,19:35,1175,-8889
0039,19:40,1180,-8889
0039,19:45,1185,-9422
0039,19:50,1190,-9422
0039,19:55,1195,-9422
0039,20:00,1200,-9422
0039,20:05,1205,-9422
0039,20:10,1210,-9422
0039,20:15,1215,-9422
0039,20:20,1220,-9422
0039,20:25,1225,-9422
0039,20:30,1230,-9422
0039,20:35,1235,-9422
0039,20:40,1240,-9422
0039,20:45,1245,-9422
0039,20:50,1250,-9422
0039,20:55,1255,-9422
0039,21:00,1260,-9422
0039,21:05,1265,-9422
0039,21:10,1270,-10667
0039,21:15,1275,-10667
0039,21:20,1280,-10667
0039,21:25,1285,-10667
0039,21:30,1290,-11911
0039,21:35,1295,-11911
0039,21:40,1300,-11911
0039,21:45,1305,-9778
0039,21:50,1310,-9778
0039,21:55,1315,-9778
0039,22:00,1320,-9778
0039,22:05,1325,-5511
0039,22:10,1330,-5511
0039,22:15,1335,-5511
0039,22:20,1340,-5511
0039,22:25,1345,-5511
0039,22:30,1350,-356
0039,22:35,1355,-356
0039,22:40,1360,-356
0039,22:45,1365,-356
0039,22:50,1370,-356
0039,22:55,1375,-356
0039,23:00,1380,-356
0039,23:05,1385,-356
0039,23:10,1390,-356
0039,23:15,1395,-356
0039,23:16,1396,-356
0039,23:20,1400,-356
0040,09:00,540,0
0040,09:05,545,0
0040,09:10,550,0
0040,09:15,555,0
0040,09:20,560,0
0040,09:25,565,0
0040,09:30,570,0
0040,09:35,575,0
0040,09:40,580,0
0040,09:45,585,0
0040,09:50,590,0
0040,09:55,595,0
0040,10:00,600,0
0040,10:05,605,0
0040,10:10,610,-178
0040,10:15,615,-178
0040,10:20,620,-178
0040,10:25,625,-711
0040,10:30,630,-711
0040,10:35,635,-711
0040,10:40,640,-1867
0040,10:45,645,-1867
0040,10:50,650,-1867
0040,10:55,655,-1867
0040,11:00,660,-3022
0040,11:05,665,-3022
0040,11:10,670,-3467
0040,11:15,675,-3467
0040,11:20,680,-3467
0040,11:25,685,-3467
0040,11:30,690,-4889
0040,11:35,695,-4889
0040,11:40,700,-4889
0040,11:45,705,-6222
0040,11:50,710,-6222
0040,11:55,715,-6222
0040,12:00,720,-6222
0040,12:05,725,-6667
0040,12:10,730,-6667
0040,12:15,735,-6667
0040,12:20,740,-6667
0040,12:25,745,-6667
0040,12:30,750,-6933
0040,12:35,755,-6933
0040,12:40,760,-6933
0040,12:45,765,-6933
0040,12:50,770,-6222
0040,12:55,775,-6222
0040,13:00,780,-6222
0040,13:05,785,-3644
0040,13:10,790,-3644
0040,13:15,795,-3644
0040,13:20,800,-3644
0040,13:25,805,-5067
0040,13:30,810,-5067
0040,13:35,815,-5067
0040,13:40,820,-5067
0040,13:45,825,-5067
0040,13:50,830,-5511
0040,13:55,835,-5511
0040,14:00,840,-5511
0040,14:05,845,-5511
0040,14:10,850,-6133
0040,14:15,855,-6133
0040,14:20,860,-6133
0040,14:25,865,-6133
0040,14:30,870,-6667
0040,14:35,875,-6667
0040,14:40,880,-6667
0040,14:45,885,-4711
0040,14:50,890,-4711
0040,14:55,895,-4711
0040,15:00,900,-4711
0040,15:05,905,-4711
0040,15:10,910,-1867
0040,15:15,915,-1867
0040,15:20,920,-1867
0040,15:25,925,-1867
0040,15:30,930,-2133
0040,15:35,935,-2133
0040,15:40,940,-2133
0040,15:45,945,-3467
0040,15:50,950,-3467
0040,15:55,955,-3467
0040,16:00,960,-3467
0040,16:05,965,-3467
0040,16:10,970,-4267
0040,16:15,975,-4267
0040,16:20,980,-4267
0040,16:25,985,-4267
0040,16:30,990,-3556
0040,16:35,995,-3556
0040,16:40,1000,-3556
0040,16:45,1005,-3556
0040,16:50,1010,-3644
0040,16:55,1015,-3644
0040,17:00,1020,-3644
0040,17:05,1025,-4356
0040,17:10,1030,-4356
0040,17:15,1035,-4356
0040,17:20,1040,-4356
0040,17:25,1045,-4356
0040,17:30,1050,-4978
0040,17:35,1055,-4978
0040,17:40,1060,-4978
0040,17:45,1065,-4978
0040,17:50,1070,-5600
0040,17:55,1075,-5600
0040,18:00,1080,-5600
0040,18:05,1085,-5600
0040,18:10,1090,-6489
0040,18:15,1095,-6489
0040,18:20,1100,-6489
0040,18:25,1105,-7289
0040,18:30,1110,-7289
0040,18:35,1115,-7289
0040,18:40,1120,-7289
0040,18:45,1125,-7289
0040,18:50,1130,-6400
0040,18:55,1135,-6400
0040,19:00,1140,-6400
0040,19:05,1145,-6400
0040,19:10,1150,-5333
0040,19:15,1155,-5333
0040,19:20,1160,-5333
0040,19:25,1165,-6133
0040,19:30,1170,-6133
0040,19:35,1175,-6133
0040,19:40,1180,-6133
0040,19:45,1185,-6489
0040,19:50,1190,-6489
0040,19:55,1195,-6489
0040,20:00,1200,-6489
0040,20:05,1205,-6489
0040,20:10,1210,-6489
0040,20:15,1215,-6489
0040,20:20,1220,-6489
0040,20:25,1225,-6489
0040,20:30,1230,-6844
0040,20:35,1235,-6844
0040,20:40,1240,-6844
0040,20:45,1245,-6844
0040,20:50,1250,-6844
0040,20:55,1255,-6844
0040,21:00,1260,-6844
0040,21:05,1265,-6844
0040,21:10,1270,-7111
0040,21:15,1275,-7111
0040,21:20,1280,-7111
0040,21:25,1285,-7111
0040,21:30,1290,-7111
0040,21:35,1295,-7111
0040,21:40,1300,-7111
0040,21:45,1305,-7200
0040,21:50,1310,-7200
0040,21:55,1315,-7200
0040,22:00,1320,-7200
0040,22:05,1325,-7111
0040,22:10,1330,-7111
0040,22:15,1335,-7111
0040,22:20,1340,-7111
0040,22:25,1345,-7111
0040,22:30,1350,-7289
0040,22:35,1355,-7289
0040,22:40,1360,-7289
0040,22:45,1365,-7289
0040,22:50,1370,-7289
0040,22:55,1375,-7289
0040,23:00,1380,-7289
0040,23:05,1385,-7289
0040,23:10,1390,-7289
0040,23:15,1395,-7289
0040,23:16,1396,-7289
0040,23:20,1400,-7289
0041,09:00,540,0
0041,09:05,545,0
0041,09:10,550,0
0041,09:15,555,0
0041,09:20,560,0
0041,09:25,565,0
0041,09:30,570,0
0041,09:35,575,0
0041,09:40,580,0
0041,09:45,585,0
0041,09:50,590,0
0041,09:55,595,0
0041,10:00,600,0
0041,10:05,605,0
0041,10:10,610,0
0041,10:15,615,0
0041,10:20,620,0
0041,10:25,625,0
0041,10:30,630,0
0041,10:35,635,0
0041,10:40,640,0
0041,10:45,645,0
0041,10:50,650,0
0041,10:55,655,0
0041,11:00,660,0
0041,11:05,665,0
0041,11:10,670,0
0041,11:15,675,0
0041,11:20,680,0
0041,11:25,685,0
0041,11:30,690,0
0041,11:35,695,0
0041,11:40,700,0
0041,11:45,705,-89
0041,11:50,710,-89
0041,11:55,715,-89
0041,12:00,720,-89
0041,12:05,725,-89
0041,12:10,730,-89
0041,12:15,735,-89
0041,12:20,740,-89
0041,12:25,745,-89
0041,12:30,750,-89
0041,12:35,755,-89
0041,12:40,760,-89
0041,12:45,765,-89
0041,12:50,770,-89
0041,12:55,775,-89
0041,13:00,780,-89
0041,13:05,785,-622
0041,13:10,790,-622
0041,13:15,795,-622
0041,13:20,800,-622
0041,13:25,805,-1333
0041,13:30,810,-1333
