group,machine_count,machines,initial_count,continuation_count,total_hit_count,continuation_per_initial,final_group_close
g1,4,"046,055,064,073",25,56,81,2.24,31505
g2,4,"047,056,065,074",19,37,56,1.9474,-3451
g3,5,"039,048,057,066,075",17,32,49,1.8824,-40535
g4,5,"040,049,058,067,076",31,61,92,1.9677,6812
g5,5,"041,050,059,068,077",22,32,54,1.4545,-33866
g6,4,"042,051,060,069",22,45,67,2.0455,-9719
g7,4,"043,052,061,070",16,44,60,2.75,2222
g8,4,"044,053,062,071",18,26,44,1.4444,-25683
g9,4,"045,054,063,072",15,32,47,2.1333,-14743
