time,minute,initial_5m,continuation_5m,total_5m,initial_10m,continuation_10m,total_10m,initial_30m,continuation_30m,total_30m
09:00,540,0,0,0,0,0,0,0,0,0
09:05,545,0,0,0,0,0,0,0,0,0
09:10,550,0,0,0,0,0,0,0,0,0
09:15,555,0,0,0,0,0,0,0,0,0
09:20,560,0,0,0,0,0,0,0,0,0
09:25,565,0,0,0,0,0,0,0,0,0
09:30,570,0,0,0,0,0,0,0,0,0
09:35,575,0,0,0,0,0,0,0,0,0
09:40,580,0,0,0,0,0,0,0,0,0
09:45,585,0,0,0,0,0,0,0,0,0
09:50,590,0,0,0,0,0,0,0,0,0
09:55,595,0,0,0,0,0,0,1,0,1
10:00,600,0,0,0,0,0,0,2,0,2
10:05,605,0,0,0,0,0,0,2,0,2
10:10,610,0,0,0,0,0,0,4,1,5
10:15,615,0,0,0,1,0,1,5,1,6
10:20,620,1,0,1,2,0,2,7,2,9
10:25,625,1,0,1,1,0,1,8,3,11
10:30,630,0,0,0,2,1,3,7,6,13
10:35,635,2,1,3,3,1,4,7,7,14
10:40,640,1,0,1,3,1,4,6,6,12
10:45,645,2,1,3,4,2,6,6,7,13
10:50,650,2,1,3,2,4,6,6,9,15
10:55,655,0,3,3,0,4,4,4,10,14
11:00,660,0,1,1,1,1,2,4,7,11
11:05,665,1,0,1,2,1,3,7,9,16
11:10,670,1,1,2,3,4,7,6,10,16
11:15,675,2,3,5,2,5,7,5,12,17
11:20,680,0,2,2,0,2,2,3,12,15
11:25,685,0,0,0,3,3,6,7,12,19
11:30,690,3,3,6,3,4,7,9,12,21
11:35,695,0,1,1,0,4,4,7,11,18
11:40,700,0,3,3,0,6,6,9,12,21
11:45,705,0,3,3,4,5,9,10,9,19
11:50,710,4,2,6,6,2,8,11,7,18
11:55,715,2,0,2,3,2,5,7,7,14
12:00,720,1,2,3,3,4,7,7,10,17
12:05,725,2,2,4,3,2,5,6,8,14
12:10,730,1,0,1,2,1,3,5,7,12
12:15,735,1,1,2,1,3,4,5,8,13
12:20,740,0,2,2,2,5,7,6,8,14
12:25,745,2,3,5,2,3,5,6,9,15
12:30,750,0,0,0,1,1,2,5,9,14
12:35,755,1,1,2,2,2,4,8,13,21
12:40,760,1,1,2,3,2,5,8,13,21
12:45,765,2,1,3,2,4,6,7,15,22
12:50,770,0,3,3,1,6,7,6,17,23
12:55,775,1,3,4,4,7,11,7,16,23
13:00,780,3,4,7,4,5,9,7,15,22
13:05,785,1,1,2,1,4,5,5,13,18
13:10,790,0,3,3,1,6,7,6,13,19
13:15,795,1,3,4,2,5,7,8,13,21
13:20,800,1,2,3,2,4,6,11,14,25
13:25,805,1,2,3,2,4,6,12,15,27
13:30,810,1,2,3,3,3,6,11,17,28
13:35,815,2,1,3,4,4,8,11,18,29
13:40,820,2,3,5,6,7,13,9,22,31
13:45,825,4,4,8,6,7,13,7,20,27
13:50,830,2,3,5,2,7,9,6,18,24
13:55,835,0,4,4,1,7,8,6,19,25
14:00,840,1,3,4,1,8,9,6,17,23
14:05,845,0,5,5,0,6,6,9,16,25
14:10,850,0,1,1,3,3,6,15,15,30
14:15,855,3,2,5,5,6,11,16,20,36
14:20,860,2,4,6,2,6,8,13,22,35
14:25,865,0,2,2,4,4,8,11,19,30
14:30,870,4,2,6,10,6,16,13,20,33
14:35,875,6,4,10,7,10,17,12,21,33
14:40,880,1,6,7,1,10,11,6,21,27
14:45,885,0,4,4,0,5,5,11,21,32
14:50,890,0,1,1,2,4,6,12,22,34
14:55,895,2,3,5,5,6,11,15,25,40
15:00,900,3,3,6,3,7,10,15,28,43
15:05,905,0,4,4,6,10,16,13,26,39
15:10,910,6,6,12,7,11,18,14,25,39
15:15,915,1,5,6,4,9,13,9,19,28
15:20,920,3,4,7,5,10,15,9,15,24
15:25,925,2,6,8,3,7,10,9,13,22
15:30,930,1,1,2,2,4,6,11,11,22
15:35,935,1,3,4,2,3,5,11,17,28
15:40,940,1,0,1,2,1,3,11,18,29
15:45,945,1,1,2,4,3,7,10,24,34
15:50,950,3,2,5,7,6,13,11,24,35
15:55,955,4,4,8,5,11,16,10,25,35
16:00,960,1,7,8,2,11,13,8,22,30
16:05,965,1,4,5,1,10,11,9,19,28
16:10,970,0,6,6,2,7,9,9,20,29
16:15,975,2,1,3,4,4,8,11,16,27
16:20,980,2,3,5,4,4,8,10,19,29
16:25,985,2,1,3,4,5,9,9,17,26
16:30,990,2,4,6,3,9,12,8,20,28
16:35,995,1,5,6,3,7,10,7,19,26
16:40,1000,2,2,4,3,6,9,6,20,26
16:45,1005,1,4,5,2,5,7,7,22,29
16:50,1010,1,1,2,2,5,7,6,21,27
16:55,1015,1,4,5,2,7,9,7,22,29
17:00,1020,1,3,4,1,9,10,6,20,26
17:05,1025,0,6,6,3,10,13,5,19,24
17:10,1030,3,4,7,3,7,10,6,15,21
17:15,1035,0,3,3,2,5,7,7,12,19
17:20,1040,2,2,4,2,4,6,10,13,23
17:25,1045,0,2,2,0,4,4,9,14,23
17:30,1050,0,2,2,1,4,5,10,18,28
17:35,1055,1,2,3,5,3,8,12,20,32
17:40,1060,4,1,5,7,5,12,12,24,36
17:45,1065,3,4,7,4,7,11,9,28,37
17:50,1070,1,3,4,2,9,11,7,27,34
17:55,1075,1,6,7,3,10,13,9,29,38
18:00,1080,2,4,6,3,10,13,15,27,42
18:05,1085,1,6,7,2,11,13,13,29,42
18:10,1090,1,5,6,2,8,10,16,30,46
18:15,1095,1,3,4,4,8,12,15,29,44
18:20,1100,3,5,8,10,9,19,17,32,49
18:25,1105,7,4,11,7,10,17,15,28,43
18:30,1110,0,6,6,4,13,17,9,25,34
18:35,1115,4,7,11,4,11,15,10,20,30
18:40,1120,0,4,4,3,10,13,7,16,23
18:45,1125,3,6,9,4,7,11,11,14,25
18:50,1130,1,1,2,2,2,4,9,13,22
18:55,1135,1,1,2,2,2,4,8,15,23
19:00,1140,1,1,2,2,4,6,9,19,28
19:05,1145,1,3,4,5,5,10,9,27,36
19:10,1150,4,2,6,5,7,12,12,28,40
19:15,1155,1,5,6,1,8,9,8,30,38
19:20,1160,0,3,3,2,8,10,8,28,36
19:25,1165,2,5,7,3,14,17,9,29,38
19:30,1170,1,9,10,5,13,18,10,26,36
19:35,1175,4,4,8,4,8,12,9,21,30
19:40,1180,0,4,4,1,7,8,5,18,23
19:45,1185,1,3,4,2,7,9,5,14,19
19:50,1190,1,4,5,4,6,10,4,11,15
19:55,1195,3,2,5,3,6,9,4,7,11
20:00,1200,0,4,4,0,5,5,2,7,9
20:05,1205,0,1,1,0,1,1,2,5,7
20:10,1210,0,0,0,0,0,0,2,4,6
20:15,1215,0,0,0,1,0,1,2,5,7
20:20,1220,1,0,1,2,2,4,4,5,9
20:25,1225,1,2,3,1,4,5,3,7,10
20:30,1230,0,2,2,0,2,2,3,7,10
20:35,1235,0,0,0,0,1,1,3,6,9
20:40,1240,0,1,1,2,1,3,3,6,9
20:45,1245,2,0,2,2,2,4,4,5,9
20:50,1250,0,2,2,1,4,5,2,6,8
20:55,1255,1,2,3,1,3,4,3,5,8
21:00,1260,0,1,1,0,1,1,3,3,6
21:05,1265,0,0,0,1,0,1,4,3,7
21:10,1270,1,0,1,1,1,2,6,3,9
21:15,1275,0,1,1,1,2,3,6,6,12
21:20,1280,1,1,2,2,1,3,6,5,11
21:25,1285,1,0,1,2,1,3,5,7,12
21:30,1290,1,1,2,3,1,4,5,10,15
21:35,1295,2,0,2,3,3,6,4,11,15
21:40,1300,1,3,4,1,3,4,2,13,15
21:45,1305,0,0,0,0,3,3,1,14,15
21:50,1310,0,3,3,1,6,7,1,15,16
21:55,1315,1,3,4,1,5,6,1,12,13
22:00,1320,0,2,2,0,4,4,0,9,9
22:05,1325,0,2,2,0,6,6,0,7,7
22:10,1330,0,4,4,0,5,5,0,5,5
22:15,1335,0,1,1,0,1,1,0,1,1
22:20,1340,0,0,0,0,0,0,0,0,0
22:25,1345,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0
