Date,Machine,Group,Island,Open,High,Low,Close,Source,PointCount
2026/09/05,0035,8,s2,0,5862,-444,5603,svg,30
2026/09/05,0036,9,s2,0,172,-4178,-2311,svg,42
2026/09/05,0037,1,s2,0,0,-9511,-6667,svg,53
2026/09/05,0038,2,s2,0,776,-9511,-9511,svg,35
2026/09/05,0039,3,s3,0,8707,-9778,-7733,svg,44
2026/09/05,0040,4,s3,0,12397,-11404,12066,svg,42
2026/09/05,0041,5,s3,0,19138,-4622,17069,svg,39
2026/09/05,0042,6,s3,0,33846,-2078,31538,svg,40
2026/09/05,0043,7,s3,0,13448,-2667,7586,svg,47
2026/09/05,0044,8,s3,0,3448,-17422,-9244,svg,49
2026/09/05,0045,9,s3,0,0,-25021,-25021,svg,43
2026/09/05,0046,1,s3,0,6379,-4800,-1156,svg,45
2026/09/05,0047,2,s3,0,345,-15111,-7289,svg,44
2026/09/05,0048,3,s3,0,21074,0,21074,svg,36
2026/09/05,0049,4,s3,0,0,-17422,-17422,svg,39
2026/09/05,0050,5,s3,0,15172,-889,14483,svg,39
2026/09/05,0051,6,s3,0,0,-18489,-18489,svg,43
2026/09/05,0052,7,s3,0,3190,-4533,259,svg,40
2026/09/05,0053,8,s3,0,0,-16711,-6044,svg,45
2026/09/05,0054,9,s3,0,7241,-3111,6121,svg,34
2026/09/05,0055,1,s3,0,27273,-766,19587,svg,36
2026/09/05,0056,2,s3,0,0,-32987,-30649,svg,44
2026/09/05,0057,3,s3,0,36154,-3636,30769,svg,38
2026/09/05,0058,4,s4,0,20083,-255,10413,svg,43
2026/09/05,0059,5,s4,0,5172,-12444,-5156,svg,40
2026/09/05,0060,6,s4,0,0,-18311,-18311,svg,45
2026/09/05,0061,7,s4,0,27769,0,26529,svg,36
2026/09/05,0062,8,s4,0,11207,-3556,-3556,svg,40
2026/09/05,0063,9,s4,0,10172,-7467,8276,svg,45
2026/09/05,0064,1,s4,0,3362,-6133,2672,svg,52
2026/09/05,0065,2,s4,0,0,-11022,-4622,svg,44
2026/09/05,0066,3,s4,0,10690,-3911,9655,svg,36
2026/09/05,0067,4,s4,0,0,-16889,-14400,svg,49
2026/09/05,0068,5,s4,0,10517,-6222,7069,svg,48
2026/09/05,0069,6,s4,0,0,-15289,-5511,svg,45
2026/09/05,0070,7,s4,0,12414,-356,10862,svg,40
2026/09/05,0071,8,s4,0,10690,-9067,5345,svg,38
2026/09/05,0072,9,s4,0,6207,-16889,-8356,svg,45
2026/09/05,0073,1,s4,0,19483,-3733,16897,svg,39
2026/09/05,0074,2,s4,0,8103,-9956,5603,svg,46
2026/09/05,0075,3,s4,0,4397,-5778,-2667,svg,43
2026/09/05,0076,4,s4,0,32564,-9610,30769,svg,44
2026/09/05,0077,5,s4,0,8448,-7911,4741,svg,39
2026/09/05,0118,1,s7,0,0,-6933,-1778,svg,37
2026/09/05,0119,2,s7,0,0,-1600,-1600,svg,49
2026/09/05,0120,3,s7,0,0,-10311,-10311,svg,34
2026/09/05,0121,4,s7,0,0,-4622,-4622,svg,37
2026/09/05,0148,4,s8,0,36667,-4416,36667,svg,46
2026/09/05,0149,5,s8,0,0,-17600,-7289,svg,50
2026/09/05,0150,6,s8,0,1897,-8978,-267,svg,48
2026/09/05,0151,7,s8,0,0,-21191,-21191,svg,45
2026/09/05,0152,8,s8,0,0,-11556,-11556,svg,42
2026/09/05,0153,9,s8,0,0,-16000,-16000,svg,40
2026/09/05,0154,1,s9,0,0,-4267,-3467,svg,28
2026/09/05,0155,2,s9,0,345,-8000,-8000,svg,43
2026/09/05,0156,3,s9,0,517,-8178,-8178,svg,35
2026/09/05,0157,4,s9,0,45833,-1842,45573,svg,41
2026/09/05,0158,5,s9,0,2328,-1333,-800,svg,37
2026/09/05,0159,6,s9,0,0,-3556,-2311,svg,49
2026/09/05,1015,7,sl2,0,0,0,0,svg,87
2026/09/05,1016,8,sl2,0,0,0,0,svg,87
2026/09/05,1017,9,sl2,0,0,0,0,svg,87
2026/09/05,1018,1,sl2,0,0,0,0,svg,87
2026/09/05,1173,3,sl1,0,0,-5199,-4982,svg,41
2026/09/05,1174,4,sl1,0,552,-2596,-1422,svg,44
2026/09/05,1175,5,sl1,0,3448,-1884,-1884,svg,38
2026/09/05,1176,6,sl1,0,0,-6232,-5221,svg,39
2026/09/05,1177,7,sl1,0,1000,-1138,-1138,svg,35
2026/09/05,1178,8,sl1,0,4375,-3000,4375,svg,42
2026/09/05,1179,9,sl1,0,3517,-142,-142,svg,40
2026/09/05,1180,1,sl1,0,69,-3342,-3271,svg,42
