date,machine,n_observations,n_fft,status,open,high,low,close,bullish,next_day_bullish,long_k,long_frequency,long_period,long_amplitude,long_power,long_rank,mid_k,mid_frequency,mid_period,mid_amplitude,mid_power,mid_rank,short_k,short_frequency,short_period,short_amplitude,short_power,short_rank,long_period_change,long_period_change_pct,mid_period_change,mid_period_change_pct,short_period_change,short_period_change_pct,period_stability_score,regime,dominant_rank_signature,component_reorder,n_fft_changed,long_repeat_period,mid_repeat_period,short_repeat_period,joint_repeat_period,joint_repeat_stable_count,asof_long_phase,asof_mid_phase,asof_short_phase,asof_phase_alignment_score,asof_phase_convergence_score,asof_centroid_region,full_fft_alignment_score,full_fft_convergence_score,full_fft_centroid_region
2026-06-27,056,1,,INSUFFICIENT_HISTORY,0.0,16750.0,-4984.0,10125.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.16998583264627487,0.3509490369667403,TOP
2026-06-28,056,2,,INSUFFICIENT_HISTORY,0.0,22929.0,-2491.0,17143.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.4823821306467753,0.25975645311627626,LEFT
2026-06-29,056,3,,INSUFFICIENT_HISTORY,0.0,2082.0,-10395.0,-9944.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.35856259347436287,0.3326124589715864,LEFT
2026-06-30,056,4,,INSUFFICIENT_HISTORY,0.0,7069.0,-7644.0,2931.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.29771495114293195,0.2767175990553732,LEFT
2026-07-01,056,5,,INSUFFICIENT_HISTORY,0.0,0.0,-29872.0,-29872.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.31331694296255735,0.28546130163782124,LEFT
2026-07-02,056,6,,INSUFFICIENT_HISTORY,0.0,0.0,-9956.0,-7556.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.3282283302943411,0.29017963889461496,TOP
2026-07-03,056,7,,INSUFFICIENT_HISTORY,0.0,2155.0,-8267.0,-3911.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.48453048612570065,0.34770559070647145,RIGHT
2026-07-04,056,8,,INSUFFICIENT_HISTORY,0.0,517.0,-11022.0,-2489.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.2357847555449881,0.2446966039300419,RIGHT
2026-07-05,056,9,,INSUFFICIENT_HISTORY,0.0,11379.0,-6578.0,8966.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.36812392105344205,0.3128402239249424,RIGHT
2026-07-06,056,10,,INSUFFICIENT_HISTORY,0.0,6983.0,-1422.0,1034.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.6673393671713553,0.29667047089991183,TOP
2026-07-07,056,11,,INSUFFICIENT_HISTORY,0.0,1034.0,-15467.0,-1956.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.3138679554414287,0.2955271458236407,TOP
2026-07-08,056,12,,INSUFFICIENT_HISTORY,0.0,8707.0,-3378.0,2759.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.44161082158984344,0.2936472023875646,RIGHT
2026-07-09,056,13,,INSUFFICIENT_HISTORY,0.0,28512.0,0.0,26529.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.8220440908903369,0.39000772626093505,TOP
2026-07-10,056,14,,INSUFFICIENT_HISTORY,0.0,0.0,-6667.0,-6667.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.4429006033799976,0.3326000083854995,LEFT
2026-07-11,056,15,,INSUFFICIENT_HISTORY,0.0,21074.0,-2043.0,18595.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.506465465143564,0.24250011007242722,TOP
2026-07-12,056,16,,INSUFFICIENT_HISTORY,0.0,776.0,-5333.0,-4889.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.9332717188358114,0.7088551751351839,LEFT
2026-07-13,056,17,,INSUFFICIENT_HISTORY,0.0,7257.0,-3196.0,-3105.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.5522069748341637,0.4211424028730485,RIGHT
2026-07-14,056,18,,INSUFFICIENT_HISTORY,0.0,24000.0,-2060.0,23745.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,False,,,,,,,,,,,,,0.5378047977770828,0.34189335519194863,LEFT
