date,machine,long_x,long_y,long_region,long_top_side,mid_x,mid_y,mid_region,mid_top_side,short_x,short_y,short_region,short_top_side,top_wave_count,top_wave_pattern,centroid_x,centroid_y,centroid_y_offset,centroid_region,bullish,next_day_bullish
2026-06-27,056,358.7268952245011,103.60540969891385,TOP,True,226.32991859423453,123.10113121576254,LEFT,True,305.03013373318,235.9156057983877,BOTTOM,False,2,LONG+MID,296.69564918397185,154.20738223768802,-35.79261776231198,TOP,True,True
2026-06-28,056,244.08004755129178,219.32006657123586,LEFT,False,216.78641497927543,169.07164683762122,LEFT,True,357.26682254937424,102.23017551842786,TOP,True,2,MID+SHORT,272.7110950266472,163.5406296424283,-26.459370357571686,LEFT,True,False
2026-06-29,056,377.7428709047243,190.6187241961897,RIGHT,False,231.8349011015227,207.00533568342829,LEFT,False,234.7889651861713,210.56336274213163,LEFT,False,0,NONE,281.45557906413944,202.72914087391655,12.729140873916549,LEFT,False,True
2026-06-30,056,218.06163020386293,145.3610220253394,LEFT,True,258.0757705549713,227.9250771717957,LEFT,False,361.32145466605624,214.61760568672713,RIGHT,False,1,LONG,279.15295180829685,195.9679016279541,5.967901627954092,LEFT,True,False
2026-07-01,056,328.13422402867724,232.84001312754225,BOTTOM,False,283.8263871538341,235.0665537512678,BOTTOM,False,248.9857452666471,97.02068092412979,TOP,True,1,SHORT,286.98211881638616,188.30908260097996,-1.6909173990200372,LEFT,False,False
2026-07-02,056,290.1013830298953,80.57694710516485,TOP,True,306.75600688642305,235.84677303448987,BOTTOM,False,291.41892101085983,235.750656709899,BOTTOM,False,1,LONG,296.0921036423927,184.0581256165179,-5.941874383482087,TOP,False,False
2026-07-03,056,281.07048495152327,234.69056606027252,BOTTOM,False,331.1025715204301,232.02073490182954,BOTTOM,False,375.50689667063205,126.63787906376282,RIGHT,True,1,SHORT,329.2266510475285,197.78306000862162,7.783060008621618,RIGHT,False,False
2026-07-04,056,376.32760135440327,128.36955334998746,RIGHT,True,358.0917767692585,217.54325032229644,RIGHT,False,222.35477936976895,190.8496137184363,LEFT,False,1,LONG,318.9247191644769,178.92080579690673,-11.079194203093266,RIGHT,False,True
2026-07-05,056,229.2669533845396,203.48539369278575,LEFT,False,379.44753642748174,186.17300861477634,RIGHT,True,345.21212165317706,226.2840730914179,RIGHT,False,1,MID,317.97553715506615,205.31415846632663,15.314158466326631,RIGHT,True,True
2026-07-06,056,365.3590490107574,210.39585707201078,RIGHT,False,381.03739388718043,141.53313875736893,RIGHT,True,277.50189126694585,83.02527461287323,TOP,True,2,MID+SHORT,341.2994447216279,144.9847568140843,-45.01524318591569,TOP,True,False
2026-07-07,056,229.2883816182984,118.15382153273086,TOP,True,354.2889711289054,99.6200808315454,TOP,True,277.0917442298993,234.00995049826713,BOTTOM,False,2,LONG+MID,286.8896989923677,150.5946176208478,-39.4053823791522,TOP,False,True
2026-07-08,056,313.371209657364,235.37586733363057,BOTTOM,False,305.50031148624583,80.17771058808886,TOP,True,383.2902555149225,154.4274332611963,RIGHT,True,2,MID+SHORT,334.0539255528441,156.6603370609719,-33.3396629390281,RIGHT,True,True
2026-07-09,056,322.18282013430513,82.9395269834615,TOP,True,254.3692571474448,93.28314783069739,TOP,True,216.519490656597,165.67068548084293,LEFT,True,3,LONG+MID+SHORT,264.3571893127823,113.96445343166727,-76.03554656833273,TOP,True,False
2026-07-10,056,265.77930210938234,231.0278217435992,BOTTOM,False,222.07430927324938,132.09098915103283,LEFT,True,329.1289829539097,232.5785898059785,BOTTOM,False,1,MID,272.3275314455138,198.56580023353683,8.565800233536834,LEFT,False,True
2026-07-11,056,383.4300768356254,156.2174830992951,RIGHT,True,218.18141558285708,177.7835300944589,LEFT,True,309.57285897043243,80.53947557481253,TOP,True,3,LONG+MID+SHORT,303.7281171296383,138.18016292285552,-51.819837077144484,TOP,True,False
2026-07-12,056,219.06807823256912,181.37803852732458,LEFT,True,236.6611754847338,212.59481688206202,LEFT,False,261.44861821471835,229.40439367350206,BOTTOM,False,1,LONG,239.0592906440071,207.79241636096287,17.792416360962875,LEFT,False,False
2026-07-13,056,349.63005135858407,223.73612648621585,RIGHT,False,263.48917877991124,230.20628779464553,BOTTOM,False,381.0001904868989,181.1262895593452,RIGHT,True,1,SHORT,331.37314020846475,211.68956794673554,21.689567946735536,RIGHT,False,True
2026-07-14,056,250.61932468705834,95.81996092417397,TOP,True,288.5446040723629,235.54799680483507,BOTTOM,False,220.0305522631943,137.82265773042934,LEFT,True,2,LONG+SHORT,253.0648270075385,156.3968718198128,-33.60312818018721,LEFT,True,True
2026-07-15,056,299.6339080566498,235.99955661408143,BOTTOM,False,311.36482677923254,235.55538072238028,BOTTOM,False,314.2794437710713,235.28331851918315,BOTTOM,False,0,NONE,308.4260595356512,235.61275195188162,45.61275195188162,BOTTOM,True,False
2026-07-16,056,350.7585440921514,96.8286832530746,TOP,True,336.4064747879205,230.24549232634183,BOTTOM,False,340.1224750862694,90.05654618071901,TOP,True,2,LONG+SHORT,342.4291646554471,139.04357392004513,-50.956426079954866,TOP,False,False
2026-07-17,056,249.4852996239907,223.17440386605406,LEFT,False,363.2414346382888,212.6962657344752,RIGHT,False,245.11140951862373,220.11530482909652,LEFT,False,0,NONE,285.94604792696776,218.66199147654194,28.661991476541942,BOTTOM,False,True
2026-07-18,056,380.5540786680059,182.71292521073667,RIGHT,True,381.7819735807494,177.94856125901896,RIGHT,True,370.86516202049734,203.29160271364026,RIGHT,False,2,LONG+MID,377.7337380897509,187.98436306113194,-2.015636938868056,RIGHT,True,True
2026-07-19,056,216.68488316834885,154.71034276667302,LEFT,True,377.9966620403643,132.26905442913542,RIGHT,True,234.10345402139396,111.47289871869525,TOP,True,3,LONG+MID+SHORT,276.26166641003573,132.81743197150124,-57.182568028498764,TOP,True,True
2026-07-20,056,333.36036698880434,231.31589061844866,BOTTOM,False,345.80411076631344,93.39403858966055,TOP,True,300.5033345080383,235.9991618301459,BOTTOM,False,1,MID,326.555937421052,186.90303034608505,-3.096969653914954,RIGHT,True,True
2026-07-21,056,279.5053750455012,82.50241444203773,TOP,True,294.7092150036564,80.1644160083695,TOP,True,364.440496383943,109.70329365831206,TOP,True,3,LONG+MID+SHORT,312.8850288110336,90.7900413695731,-99.2099586304269,TOP,True,True
2026-07-22,056,285.8642295551066,235.2984402690514,BOTTOM,False,245.86755054147963,99.48964887807767,TOP,True,230.11475489267704,204.69773198828855,LEFT,False,1,MID,253.94884499642112,179.8286070451392,-10.171392954860806,LEFT,True,False
2026-07-23,056,371.5894927579118,119.54101387113761,RIGHT,True,219.01036265544838,141.3515377752902,LEFT,True,356.0822342036216,219.19217474116067,RIGHT,False,2,LONG+MID,315.5606965389939,160.02824212919617,-29.971757870803827,TOP,False,False
2026-07-24,056,233.85707961715843,209.49077577485443,LEFT,False,220.49897346940202,186.01829089762927,LEFT,True,257.8054341079714,91.20487508553495,TOP,True,2,MID+SHORT,237.3871623981773,162.23798058600622,-27.762019413993784,LEFT,False,False
2026-07-25,056,370.02029317916146,204.50813288583805,RIGHT,False,241.80580071900687,217.45586196553433,LEFT,False,286.77173557658705,235.38978074890937,BOTTOM,False,0,NONE,299.53260982491844,219.11792520009394,29.117925200093936,BOTTOM,False,False
2026-07-26,056,224.36063607555985,126.91032788255376,LEFT,True,268.79555729647484,231.990490180491,BOTTOM,False,379.2891135304785,135.7565117354923,RIGHT,True,2,LONG+SHORT,290.81510230083774,164.88577659951235,-25.114223400487646,TOP,False,True
2026-07-27,056,318.14265908555547,234.8055260642465,BOTTOM,False,293.1551560440247,235.8426572786081,BOTTOM,False,219.5192709641398,182.96156607193635,LEFT,True,1,SHORT,276.9390286979066,217.86991647159698,27.86991647159698,BOTTOM,True,True
2026-07-28,056,311.63367220862904,80.79799857136108,TOP,True,316.0806322409811,235.07796407124897,BOTTOM,False,339.7583348734171,228.89766099567882,RIGHT,False,1,LONG,322.49087977434243,181.59120787942962,-8.408792120570382,RIGHT,True,False
2026-07-29,056,271.0284124562864,232.6208200968704,BOTTOM,False,341.81824023049694,227.9746148312085,RIGHT,False,288.0417048708332,80.84338622057619,TOP,True,1,SHORT,300.29611918587216,180.47960704955167,-9.520392950448326,TOP,False,False
2026-07-30,056,382.2406478175314,146.87941131417546,RIGHT,True,368.0750395700933,207.12098414352664,RIGHT,False,272.0222809856635,232.87996745700227,BOTTOM,False,1,LONG,340.77932279109604,195.6267876382348,5.626787638234788,RIGHT,False,True
2026-07-31,056,221.74781113307907,189.37722234729316,LEFT,True,383.19588962657593,169.2448913968642,RIGHT,True,383.5672374902433,163.6482725235736,RIGHT,True,3,LONG+MID+SHORT,329.50364608329943,174.0901287559103,-15.909871244089686,RIGHT,True,True
2026-08-01,056,355.0517506294362,219.99149104293906,RIGHT,False,373.7640947102172,123.27226233076644,RIGHT,True,216.55167678117635,156.49952406695508,LEFT,True,2,MID+SHORT,315.12250737360995,166.58775914688684,-23.41224085311316,TOP,True,False
2026-08-02,056,242.50028338241228,102.44511978661446,TOP,True,336.521384847454,88.23591247340168,TOP,True,324.02457623460265,233.78754038563298,BOTTOM,False,2,LONG+MID,301.0154148214896,141.4895242152164,-48.51047578478361,TOP,False,True
2026-08-03,056,304.1560490160936,235.9425364871654,BOTTOM,False,284.01336071275966,81.5134582738085,TOP,True,320.17709740304105,82.42431425500256,TOP,True,2,MID+SHORT,302.78216904396476,133.2934363386588,-56.70656366134119,TOP,True,True
2026-08-04,056,341.9142080047041,91.04502535319799,TOP,True,238.29312729060047,106.63171201007025,TOP,True,256.0073237610646,226.91675058927905,LEFT,False,2,LONG+MID,278.7382196854564,141.5311626508491,-48.4688373491509,TOP,True,False
2026-08-05,056,254.95418904275968,226.37207772475924,LEFT,False,217.1331781456435,150.71007387476695,LEFT,True,378.34544104054356,189.14272429204635,RIGHT,True,2,MID+SHORT,283.47760274298224,188.74162529719084,-1.2583747028091636,LEFT,False,False
2026-08-06,056,382.50681681967615,174.2699139880012,RIGHT,True,223.62820961948944,193.6788325604925,LEFT,False,223.5468703657866,128.64408830456875,LEFT,True,2,LONG+SHORT,276.5606322683174,165.5309449510208,-24.469055048979186,TOP,False,True
2026-08-07,056,216.4414731038306,163.92483829681308,LEFT,True,247.15523709396723,221.60540669326215,LEFT,False,309.60825170848466,235.68562185208924,BOTTOM,False,1,LONG,257.73498730209417,207.07195561405481,17.071955614054815,LEFT,True,True
2026-08-08,056,338.7156718382193,229.33686050507237,BOTTOM,False,273.9612559513874,233.34912844035597,BOTTOM,False,349.11989103580595,95.63384682531813,TOP,True,1,SHORT,320.59893960847086,186.10661192358216,-3.8933880764178355,RIGHT,True,True
2026-08-09,056,269.27627727435646,85.7375134996686,TOP,True,297.6970280163161,235.98242414672265,BOTTOM,False,239.82687423875922,215.69943529157126,LEFT,False,1,LONG,268.93339317647724,179.13979097932085,-10.86020902067915,LEFT,True,False
2026-08-10,056,290.5320469515379,235.69498042762842,BOTTOM,False,320.93320907722506,234.36908016801414,BOTTOM,False,366.288730653166,209.31899301790693,RIGHT,False,0,NONE,325.91799556064296,226.46101787118315,36.461017871183145,BOTTOM,False,True
2026-08-11,056,365.70121429828674,111.2296103023891,TOP,True,347.285922035049,225.1396432497845,RIGHT,False,241.04598801099166,103.82539178012027,TOP,True,2,LONG+SHORT,318.01104144810915,146.73154844409797,-43.26845155590203,TOP,True,False
2026-08-12,056,238.83433175090389,214.76720985693436,LEFT,False,372.4710313290426,200.82077109451006,RIGHT,False,295.9817706826088,235.94630399349103,BOTTOM,False,0,NONE,302.42904458751843,217.17809498164516,27.17809498164516,BOTTOM,False,True
2026-08-13,056,374.19029069268447,197.9037518698374,RIGHT,False,383.5921487123297,160.18022820303585,RIGHT,True,370.54371979576393,117.89538591618499,TOP,True,2,MID+SHORT,376.10871973359264,158.6597886630194,-31.340211336980587,RIGHT,True,False
2026-08-14,056,220.61464096062863,136.03764371799957,LEFT,True,368.36266239535746,114.7179661583834,TOP,True,225.92797090908715,198.11471842169158,LEFT,False,2,LONG+MID,271.6350914216911,149.62344276602485,-40.37655723397515,TOP,False,False
2026-08-15,056,323.0599799441177,233.9805611904143,BOTTOM,False,326.593941378268,84.25937221401709,TOP,True,350.68034420176843,223.06719929414015,RIGHT,False,1,MID,333.44475517471807,180.43571089952385,-9.564289100476145,RIGHT,False,True
2026-08-16,056,300.8754099055497,80.00449684243618,TOP,True,273.6043824926689,84.19439219732696,TOP,True,267.36435355251336,86.50504621511126,TOP,True,3,LONG+MID+SHORT,280.61471531691063,83.56797841829147,-106.43202158170853,TOP,True,True
2026-08-17,056,276.1280750745508,233.8188036786472,BOTTOM,False,231.75365994689088,114.55716817109628,TOP,True,282.0043934664976,234.8263240655992,BOTTOM,False,1,MID,263.2953761626464,194.40076530511422,4.40076530511422,LEFT,True,True
2026-08-18,056,379.8801929649197,137.54046321979035,RIGHT,True,216.41079336042282,160.00126804085502,LEFT,True,381.8782689801267,145.07647386114033,RIGHT,True,3,LONG+MID+SHORT,326.0564184351564,147.5394017072619,-42.4605982927381,TOP,True,True
2026-08-19,056,225.18848928600505,196.76759119693193,LEFT,False,227.4486588200681,200.69120743268277,LEFT,False,217.53881956560116,174.5334263214587,LEFT,True,1,SHORT,223.39198922389141,190.66407498369117,0.6640749836911652,LEFT,True,False
2026-08-20,056,360.33042387542224,215.5540658198568,RIGHT,False,252.60763914860482,225.0784986589649,LEFT,False,334.3823255469109,230.97247162826258,BOTTOM,False,0,NONE,315.77346285697934,223.8683453690281,33.868345369028106,BOTTOM,False,True
2026-08-21,056,235.35784261403472,109.94247830680305,TOP,True,278.9709343187845,234.3526372132758,BOTTOM,False,298.7964450816468,80.00850015937132,TOP,True,2,LONG+SHORT,271.0417406714887,141.43453855981673,-48.56546144018327,TOP,True,False
2026-08-22,056,308.7208547502828,235.74227787717484,BOTTOM,False,302.21503894937234,235.98374281636183,BOTTOM,False,266.80051159709444,231.36854494570224,BOTTOM,False,0,NONE,292.5788017655832,234.36485521307964,44.364855213079636,BOTTOM,False,True
2026-08-23,056,332.33524833030435,86.38086436212483,TOP,True,325.93981847737285,233.37180567129093,BOTTOM,False,382.7751021318934,172.59137154674738,RIGHT,True,2,LONG+SHORT,347.01672297985687,164.11468052672106,-25.88531947327894,RIGHT,True,False
2026-08-24,056,260.4064537855704,228.96830409105888,LEFT,False,352.7394102642588,221.6792529528085,RIGHT,False,217.70613053067322,147.16402793525276,LEFT,True,1,SHORT,276.9506648601675,199.2705283263734,9.270528326373409,LEFT,False,False
2026-08-25,056,383.49543345112085,165.3958433918492,RIGHT,True,376.30368702803594,193.8215743675589,RIGHT,False,319.07743613834594,234.66825636169818,BOTTOM,False,1,LONG,359.6255188725009,197.9618913737021,7.9618913737020875,RIGHT,False,False
2026-08-26,056,217.26483973499472,172.85735970306928,LEFT,True,382.89173305632346,150.89191003575388,RIGHT,True,330.4200431136517,85.62054075234056,TOP,True,3,LONG+MID+SHORT,310.19220530165666,136.45660349705457,-53.54339650294543,TOP,False,
