regime,samples,bullish_count,bullish_rate,next_day_samples,next_day_bullish_count,next_day_bullish_rate,avg_long_period,avg_mid_period,avg_short_period,avg_alignment,avg_convergence
INSUFFICIENT_HISTORY,20,10,50.0,20,9,45.0,,,,,
STABLE,18,13,72.22222222222221,17,8,47.05882352941176,12.325925925925926,5.952682379349046,2.313932980599647,0.5660191010637871,0.3911938057811074
TRANSITION,10,3,30.0,10,8,80.0,10.666666666666668,5.171717171717171,2.3026455026455026,0.549568870469651,0.45287356430950154
UNSTABLE,13,6,46.15384615384615,13,6,46.15384615384615,11.569230769230769,5.751629111629111,2.565730565730566,0.5637285943037442,0.4105010583079203
