group,value,samples,percentage,source_bullish_count,source_bullish_rate,target_bullish_count,target_bullish_rate,mean_improvement,mean_shape_similarity
component_continuity,ALL_SAME_K,16,55.172413793103445,10,62.5,13,81.25,0.7660956446282724,0.8608110807662818
component_continuity,ANY_K_CHANGE,13,44.827586206896555,6,46.15384615384615,3,23.076923076923077,0.35806192020086314,0.7618802595116703
