category,value,samples,bullish_count,bullish_rate,next_day_samples,next_day_bullish_count,next_day_bullish_rate
TOP_WAVE_PATTERN,NONE,7,1,14.285714285714285,7,6,85.71428571428571
TOP_WAVE_PATTERN,LONG,9,4,44.44444444444444,9,4,44.44444444444444
TOP_WAVE_PATTERN,MID,5,2,40.0,5,5,100.0
TOP_WAVE_PATTERN,SHORT,6,3,50.0,6,0,0.0
TOP_WAVE_PATTERN,LONG+MID,1,1,100.0,1,1,100.0
TOP_WAVE_PATTERN,LONG+SHORT,4,3,75.0,4,1,25.0
TOP_WAVE_PATTERN,MID+SHORT,3,3,100.0,3,2,66.66666666666666
TOP_WAVE_PATTERN,LONG+MID+SHORT,6,5,83.33333333333334,5,3,60.0
