bonus_id,time,start,status
21,20:31,38,継続
20,20:27,144,初当り
19,19:32,19,継続
18,19:29,20,継続
17,19:25,103,継続
16,19:17,27,継続
15,19:13,464,初当り
14,15:30,153,初当り
13,15:10,553,初当り
12,13:22,29,継続
11,13:18,16,継続
10,13:15,10,継続
9,13:12,86,継続
8,13:05,101,初当り
7,12:58,74,継続
6,12:51,2,継続
5,12:48,280,初当り
4,11:24,69,継続
3,11:19,265,初当り
2,10:39,41,継続
1,10:35,19,初当り
