bonus_id,time,start,status
22,19:15,2,継続
21,19:13,16,継続
20,19:09,21,継続
19,19:05,31,継続
18,19:01,4,継続
17,18:59,146,初当り
16,18:40,21,継続
15,18:36,286,初当り
14,17:49,182,継続
13,17:38,353,初当り
12,16:36,63,継続
11,16:30,28,継続
10,16:25,21,継続
9,16:22,31,継続
8,16:18,184,初当り
7,15:38,100,継続
6,15:30,35,継続
5,15:25,28,継続
4,15:21,14,継続
3,15:18,84,継続
2,15:11,404,初当り
1,13:47,399,初当り
