bonus_id,time,start,status
12,22:10,1,継続
11,22:08,1,継続
10,22:07,1,継続
9,22:05,1,継続
8,22:04,1,継続
7,22:03,1,継続
6,22:01,1,継続
5,21:59,1,継続
4,21:58,1,継続
3,21:57,1,継続
2,21:55,1,継続
1,21:53,296,初当り
