bonus_id,time,start,status
14,18:45,109,継続
13,18:38,42,継続
12,18:34,37,継続
11,18:29,1060,初当り
10,14:37,151,初当り
9,14:18,568,初当り
8,12:01,92,継続
7,11:54,173,初当り
6,11:31,231,初当り
5,11:02,9,継続
4,10:59,19,継続
3,10:56,39,継続
2,10:52,4,継続
1,10:49,191,初当り
