bonus_id,time,start,status
11,21:33,3,継続
10,21:31,526,初当り
9,16:04,89,継続
8,15:57,439,初当り
7,14:08,23,継続
6,14:04,46,継続
5,13:59,51,継続
4,13:55,14,継続
3,13:52,11,継続
2,13:49,6,継続
1,13:46,387,初当り
